Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Alex,Alex020102,"oh , no .",Alex,23.891,24.993,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[co|oh cm|cm] [co|no .],,,,,,,,,,AlexofAlex_Alex020102_1
2,Alex,Alex020102,"oh , no .",Alex,24.993,26.486,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[co|oh cm|cm] [co|no .],,,,,,,,,,AlexofAlex_Alex020102_2
3,Alex,Alex020102,"oh , no .",Alex,26.486,28.103,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[co|oh cm|cm] [co|no .],,,,,,,,,,AlexofAlex_Alex020102_3
4,CameraOperator,Alex020102,an Elmo book ?,Alex,28.103,29.503,[],[1|3|DET] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[det:art|a] [n:prop|Elmo] [n|book ?],,,,,,,,,,CameraOperatorofAlex_Alex020102_4
5,Mother,Alex020102,careful .,Alex,29.503,32.53,[],[1|0|INCROOT 2|1|PUNCT],[co|careful .],,,,,,,,,,MotherofAlex_Alex020102_5
6,Mother,Alex020102,what ya (replacement:replacement:you) doin (replacement:replacement:doing) there monkey ?,Alex,32.53,35.546,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|3|PRED 6|3|PUNCT],[pro:int|what] [pro:per|you] [part|do-PRESP] [adv|there] [n|monkey ?],,,,,,,,,,MotherofAlex_Alex020102_6
7,Alex,Alex020102,"oh , no , no .",Alex,35.546,36.761,[],[1|5|COM 2|1|LP] [3|1|ENUM 4|3|LP] [5|0|INCROOT 6|5|PUNCT],[co|oh cm|cm] [qn|no cm|cm] [co|no .],,,,,,,,,,AlexofAlex_Alex020102_7
8,Mother,Alex020102,oh no no ?,Alex,36.761,37.92,[],[1|3|COM] [2|3|COM] [3|0|INCROOT 4|3|PUNCT],[co|oh] [co|no] [co|no ?],,,,,,,,,,MotherofAlex_Alex020102_8
9,Mother,Alex020102,would you like some help ?,Alex,37.92,39.178,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|QUANT] [5|3|OBJ 6|3|PUNCT],[mod|will&COND] [pro:per|you] [v|like] [qn|some] [co|help ?],,,,,,,,,,MotherofAlex_Alex020102_9
10,Alex,Alex020102,pull pull .,Alex,39.178,41.525,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|pull] [v|pull .],,,,,,,,,,AlexofAlex_Alex020102_10
