Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Violet021028,oh I'm gonna look at this one through the window too .,Violet,0.0,3.79,[],[1|5|COM] [2|5|SUBJ 3|5|AUX] [4|5|AUX] [5|0|ROOT] [6|5|JCT] [7|8|DET] [8|6|POBJ] [9|8|NJCT] [10|11|DET] [11|9|POBJ] [12|11|PQ 13|5|PUNCT],[co|oh] [pro:sub|I~aux|be&1S] [mod:aux|gonna] [v|look] [prep|at] [pro:dem|this] [pro:indef|one] [prep|through] [det:art|the] [n|window] [post|too .],,,,,,,,,,MotherofViolet_Violet021028_1
2,Mother,Violet021028,you wanna have a turn with this ?,Violet,3.79,7.096,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|5|NJCT] [7|6|POBJ 8|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|have] [det:art|a] [n|turn] [prep|with] [pro:dem|this ?],,,,,,,,,,MotherofViolet_Violet021028_2
3,Violet,Violet021028,no .,Violet,7.096,9.03,[],[1|0|INCROOT 2|1|PUNCT],[co|no .],,,,,,,,,,VioletofViolet_Violet021028_3
4,Mother,Violet021028,let me loosen it up .,Violet,0.0,0.0,[],[1|0|ROOT] [2|1|OBJ] [3|1|XCOMP] [4|3|OBJ] [5|3|JCT 6|1|PUNCT],[v|let&ZERO] [pro:obj|me] [v|loosen] [pro:per|it] [adv|up .],,,,,,,,,,MotherofViolet_Violet021028_4
5,Brother,Violet021028,xxx .,Violet,0.0,0.0,[],[],[],,,,,,,,,,BrotherofViolet_Violet021028_5
6,Brother,Violet021028,xxx .,Violet,0.0,0.0,[],[],[],,,,,,,,,,BrotherofViolet_Violet021028_6
7,Mother,Violet021028,come here .,Violet,9.03,10.183,[],[1|0|ROOT] [2|1|JCT 3|1|PUNCT],[v|come] [adv|here .],,,,,,,,,,MotherofViolet_Violet021028_7
8,Brother,Violet021028,xxx .,Violet,0.0,0.0,[],[],[],,,,,,,,,,BrotherofViolet_Violet021028_8
9,Mother,Violet021028,let me loosen it up .,Violet,10.183,11.863,[],[1|0|ROOT] [2|1|OBJ] [3|1|XCOMP] [4|3|OBJ] [5|3|JCT 6|1|PUNCT],[v|let&ZERO] [pro:obj|me] [v|loosen] [pro:per|it] [adv|up .],,,,,,,,,,MotherofViolet_Violet021028_9
10,Brother,Violet021028,xxx .,Violet,11.863,13.501,[],[],[],,,,,,,,,,BrotherofViolet_Violet021028_10
11,Mother,Violet021028,I didn't know it was too tight !,Violet,13.501,16.245,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|6|SUBJ] [6|4|COMP] [7|8|JCT] [8|6|JCT 9|4|PUNCT],[pro:sub|I] [mod|do&PAST~neg|not] [v|know] [pro:per|it] [cop|be&PAST&13S] [adv|too] [adv|tight !],,,,,,,,,,MotherofViolet_Violet021028_11
12,Mother,Violet021028,oh (.) your eyes look funny in there .,Violet,16.245,20.061,[],[1|4|COM] [2|3|MOD] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|7|JCT] [7|5|JCT 8|4|PUNCT],[co|oh] [det:poss|your] [n|eye-PL] [v|look] [adj|fun&dn-Y] [adv|in] [adv|there .],,,,,,,,,,MotherofViolet_Violet021028_12
13,Mother,Violet021028,like big eyes .,Violet,20.061,21.686,[],[1|0|INCROOT] [2|3|MOD] [3|1|POBJ 4|1|PUNCT],[prep|like] [adj|big] [n|eye-PL .],,,,,,,,,,MotherofViolet_Violet021028_13
