Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Alex030301,here you are .,Alex,0.0,0.0,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|here] [pro:per|you] [cop|be&PRES .],,,,,,,,,,MotherofAlex_Alex030301_1
2,Alex,Alex030301,xxx .,Alex,1.21,6.885,muffled .,[],[],,,,,,,,,,AlexofAlex_Alex030301_2
3,Alex,Alex030301,&-um { no (x) } .,Alex,6.885,12.065,[],[] [1|0|INCROOT 2|1|PUNCT],[] [co|no .],,,,,,,,,,AlexofAlex_Alex030301_3
4,Alex,Alex030301,xxx .,Alex,12.065,15.813,muffled,[],[],,,,,,,,,,AlexofAlex_Alex030301_4
5,Alex,Alex030301,xxx .,Alex,15.813,20.343,muffled,[],[],,,,,,,,,,AlexofAlex_Alex030301_5
6,Alex,Alex030301,xxx .,Alex,20.343,22.23,muffled .,[],[],,,,,,,,,,AlexofAlex_Alex030301_6
7,Mother,Alex030301,Alex here honey .,Alex,0.0,0.0,[],[1|3|SUBJ] [2|3|JCT] [3|0|INCROOT 4|3|PUNCT],[n:prop|Alex] [adv|here] [n|honey .],,,,,,,,,,MotherofAlex_Alex030301_7
8,Mother,Alex030301,what are you doing ?,Alex,22.23,23.8,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[pro:int|what] [aux|be&PRES] [pro:per|you] [part|do-PRESP ?],,,,,,,,,,MotherofAlex_Alex030301_8
9,Alex,Alex030301,yyy yyy yyy these .,Alex,23.8,28.118,[],[] [] [] [1|0|INCROOT 2|1|PUNCT],[] [] [] [pro:dem|these .],,,,,,,,,,AlexofAlex_Alex030301_9
10,Mother,Alex030301,no those are birthday candles .,Alex,0.0,0.0,[],[1|2|QUANT] [2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|PRED 6|3|PUNCT],[qn|no] [pro:dem|those] [cop|be&PRES] [n|+n|birth+n|day] [n|candle-PL .],,,,,,,,,,MotherofAlex_Alex030301_10
11,Mother,Alex030301,that's xxx for cake .,Alex,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [] [3|2|JCT] [4|3|POBJ 5|2|PUNCT],[pro:dem|that~cop|be&3S] [] [prep|for] [n|cake .],,,,,,,,,,MotherofAlex_Alex030301_11
12,Alex,Alex030301,xxx this is (t:t:trail off),Alex,28.118,31.217,[],[] [1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[] [pro:dem|this] [cop|be&3S (mt:trail off)],,,,,,,,,,AlexofAlex_Alex030301_12
13,Mother,Alex030301,get out of this drawer please .,Alex,0.0,0.0,[],[1|0|ROOT] [2|1|JCT] [3|2|JCT] [4|5|DET] [5|3|POBJ] [6|1|COM 7|1|PUNCT],[v|get] [adv|out] [prep|of] [pro:dem|this] [n|drawer] [co|please .],,,,,,,,,,MotherofAlex_Alex030301_13
14,Alex,Alex030301,no Mommy .,Alex,31.217,35.54,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|no] [n:prop|Mommy .],,,,,,,,,,AlexofAlex_Alex030301_14
15,Alex,Alex030301,no .,Alex,35.54,36.742,[],[1|0|INCROOT 2|1|PUNCT],[co|no .],,,,,,,,,,AlexofAlex_Alex030301_15
16,Mother,Alex030301,xxx get your spoon .,Alex,0.0,0.0,[],[] [1|0|ROOT] [2|3|MOD] [3|1|OBJ 4|1|PUNCT],[] [v|get] [det:poss|your] [n|spoon .],,,,,,,,,,MotherofAlex_Alex030301_16
17,Mother,Alex030301,where's Sponge_Bob ?,Alex,36.742,37.607,[],[1|2|LINK 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[adv:int|where~cop|be&3S] [n:prop|Sponge_Bob ?],,,,,,,,,,MotherofAlex_Alex030301_17
18,Mother,Alex030301,oh no .,Alex,37.607,39.913,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|oh] [co|no .],,,,,,,,,,MotherofAlex_Alex030301_18
19,Mother,Alex030301,where'd your Sponge_Bob go ?,Alex,39.913,42.413,[],[1|5|LINK 2|5|AUX] [3|4|MOD] [4|5|SUBJ] [5|0|ROOT 6|5|PUNCT],[adv:int|where~mod|genmod] [det:poss|your] [n:prop|Sponge_Bob] [v|go ?],,,,,,,,,,MotherofAlex_Alex030301_19
20,Mother,Alex030301,I don't see it .,Alex,42.413,43.298,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[pro:sub|I] [mod|do~neg|not] [v|see] [pro:per|it .],,,,,,,,,,MotherofAlex_Alex030301_20
21,Alex,Alex030301,{ no (x) } .,Alex,43.298,45.07,[],[1|0|INCROOT 2|1|PUNCT],[co|no .],,,,,,,,,,AlexofAlex_Alex030301_21
22,Father,Alex030301,xxx .,Alex,0.0,0.0,off camera,[],[],,,,,,,,,,FatherofAlex_Alex030301_22
23,Father,Alex030301,xxx .,Alex,0.0,0.0,off camera,[],[],,,,,,,,,,FatherofAlex_Alex030301_23
24,Alex,Alex030301,no !,Alex,45.07,47.843,[],[1|0|INCROOT 2|1|PUNCT],[co|no !],,,,,,,,,,AlexofAlex_Alex030301_24
25,Mother,Alex030301,excuse (t:t:trail off),Alex,0.0,0.0,[],[1|0|ROOT 2|1|PUNCT],[v|excuse (mt:trail off)],,,,,,,,,,MotherofAlex_Alex030301_25
26,Mother,Alex030301,me please .,Alex,47.843,49.332,[],[1|0|INCROOT] [2|1|COM 3|1|PUNCT],[pro:obj|me] [co|please .],,,,,,,,,,MotherofAlex_Alex030301_26
27,Alex,Alex030301,xxx .,Alex,49.332,50.69,crying,[],[],,,,,,,,,,AlexofAlex_Alex030301_27
28,Mother,Alex030301,thank you .,Alex,0.0,0.0,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],,,,,,,,,,MotherofAlex_Alex030301_28
29,Alex,Alex030301,no .,Alex,50.69,51.667,[],[1|0|INCROOT 2|1|PUNCT],[co|no .],,,,,,,,,,AlexofAlex_Alex030301_29
30,Mother,Alex030301,xxx .,Alex,51.667,56.678,sighing,[],[],,,,,,,,,,MotherofAlex_Alex030301_30
31,Mother,Alex030301,I suggest (t:t:trail off),Alex,56.678,58.48,[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[pro:sub|I] [v|suggest (mt:trail off)],,,,,,,,,,MotherofAlex_Alex030301_31
32,Mother,Alex030301,that you get up .,Alex,58.48,59.685,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT 5|3|PUNCT],[pro:rel|that] [pro:per|you] [v|get] [adv|up .],,,,,,,,,,MotherofAlex_Alex030301_32
33,Mother,Alex030301,and stop being naughty .,Alex,59.685,62.198,[],[1|0|INCROOT] [2|1|COORD] [3|2|XMOD] [4|3|PRED 5|1|PUNCT],[coord|and] [n|stop] [part|be-PRESP] [adj|naughty .],,,,,,,,,,MotherofAlex_Alex030301_33
34,Alex,Alex030301,I be (t:t:interruption),Alex,62.198,64.153,[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[pro:sub|I] [cop|be (mt:interruption)],,,,,,,,,,AlexofAlex_Alex030301_34
35,Mother,Alex030301,now (t:t:trail off),Alex,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[adv|now (mt:trail off)],,,,,,,,,,MotherofAlex_Alex030301_35
36,Mother,Alex030301,you have a choice .,Alex,64.153,65.523,[],[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|OBJ 5|2|PUNCT],[pro:per|you] [v|have] [det:art|a] [n|choice .],,,,,,,,,,MotherofAlex_Alex030301_36
37,Alex,Alex030301,no .,Alex,65.523,67.372,[],[1|0|INCROOT 2|1|PUNCT],[co|no .],,,,,,,,,,AlexofAlex_Alex030301_37
38,Mother,Alex030301,you can sit over here (t:t:trail off),Alex,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|3|JCT 6|3|PUNCT],[pro:per|you] [mod|can] [v|sit] [adv|over] [adv|here (mt:trail off)],,,,,,,,,,MotherofAlex_Alex030301_38
39,Mother,Alex030301,at the table .,Alex,67.372,68.728,[],[1|0|INCROOT] [2|3|DET] [3|1|POBJ 4|1|PUNCT],[prep|at] [det:art|the] [n|table .],,,,,,,,,,MotherofAlex_Alex030301_39
40,Mother,Alex030301,or on the floor .,Alex,68.728,70.162,[],[1|0|INCROOT] [2|1|JCT] [3|4|DET] [4|2|POBJ 5|1|PUNCT],[coord|or] [prep|on] [det:art|the] [n|floor .],,,,,,,,,,MotherofAlex_Alex030301_40
41,Mother,Alex030301,or you can go to bed .,Alex,70.162,71.357,[],[1|4|LINK] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|5|POBJ 7|4|PUNCT],[coord|or] [pro:per|you] [mod|can] [v|go] [prep|to] [n|bed .],,,,,,,,,,MotherofAlex_Alex030301_41
42,Mother,Alex030301,pick one .,Alex,71.357,72.56700000000001,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|pick] [pro:indef|one .],,,,,,,,,,MotherofAlex_Alex030301_42
43,Alex,Alex030301,&-um in the table .,Alex,72.56700000000001,76.495,[],[] [1|0|INCROOT] [2|3|DET] [3|1|POBJ 4|1|PUNCT],[] [prep|in] [det:art|the] [n|table .],,,,,,,,,,AlexofAlex_Alex030301_43
44,Mother,Alex030301,then let's go .,Alex,76.495,77.80799999999999,[],[1|2|JCT] [2|0|ROOT 3|2|OBJ] [4|2|XCOMP 5|2|PUNCT],[adv:tem|then] [v|let~pro:obj|us] [v|go .],,,,,,,,,,MotherofAlex_Alex030301_44
45,Alex,Alex030301,no no Mommy put me down .,Alex,77.80799999999999,80.655,[],[1|4|COM] [2|4|COM] [3|4|SUBJ] [4|0|ROOT] [5|4|OBJ] [6|4|JCT 7|4|PUNCT],[co|no] [co|no] [n:prop|Mommy] [v|put&ZERO] [pro:obj|me] [adv|down .],,,,,,,,,,AlexofAlex_Alex030301_45
46,Mother,Alex030301,hurry up .,Alex,0.0,0.0,[],[1|0|ROOT] [2|1|JCT 3|1|PUNCT],[v|hurry] [adv|up .],,,,,,,,,,MotherofAlex_Alex030301_46
47,Alex,Alex030301,xxx .,Alex,80.655,83.128,muffled,[],[],,,,,,,,,,AlexofAlex_Alex030301_47
48,Mother,Alex030301,a what ?,Alex,0.0,0.0,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|a] [pro:int|what ?],,,,,,,,,,MotherofAlex_Alex030301_48
49,Alex,Alex030301,xxx yyy floor .,Alex,83.128,86.888,[],[] [] [1|0|INCROOT 2|1|PUNCT],[] [] [n|floor .],,,,,,,,,,AlexofAlex_Alex030301_49
50,Mother,Alex030301,you cannot lay on the floor .,Alex,0.0,0.0,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|JCT] [6|7|DET] [7|5|POBJ 8|4|PUNCT],[pro:per|you] [mod|can~neg|not] [v|lay] [prep|on] [det:art|the] [n|floor .],,,,,,,,,,MotherofAlex_Alex030301_50
51,Mother,Alex030301,you can lay in bed .,Alex,86.888,88.195,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[pro:per|you] [mod|can] [v|lay] [prep|in] [n|bed .],,,,,,,,,,MotherofAlex_Alex030301_51
52,Mother,Alex030301,and you'll take a break .,Alex,88.195,90.147,[],[1|4|LINK] [2|4|SUBJ 3|4|AUX] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT],[coord|and] [pro:per|you~mod|will] [v|take] [det:art|a] [v|break .],,,,,,,,,,MotherofAlex_Alex030301_52
53,Alex,Alex030301,no .,Alex,90.147,93.098,[],[1|0|INCROOT 2|1|PUNCT],[co|no .],,,,,,,,,,AlexofAlex_Alex030301_53
54,Mother,Alex030301,and you can come back when you are ready to behave .,Alex,0.0,0.0,[],[1|4|LINK] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|8|LINK] [7|8|SUBJ] [8|4|CJCT] [9|8|PRED] [10|11|INF] [11|9|XCOMP 12|4|PUNCT],[coord|and] [pro:per|you] [mod|can] [v|come] [adv|back] [conj|when] [pro:per|you] [cop|be&PRES] [adj|ready] [inf|to] [v|behave .],,,,,,,,,,MotherofAlex_Alex030301_54
55,Alex,Alex030301,xxx .,Alex,93.098,95.803,MOT talking over CHI,[],[],,,,,,,,,,AlexofAlex_Alex030301_55
56,Mother,Alex030301,now which would you like ?,Alex,0.0,0.0,[],[1|0|INCROOT] [2|4|LINK] [3|4|AUX] [4|1|CMOD] [5|4|COM 6|1|PUNCT],[adv|now] [pro:rel|which] [mod|will&COND] [pro:per|you] [co|like ?],,,,,,,,,,MotherofAlex_Alex030301_56
57,Alex,Alex030301,{ &-um (x) } sit down in Alex's chair .,Alex,95.803,100.212,[],[] [1|0|ROOT] [2|1|JCT] [3|1|JCT] [4|6|MOD 5|4|POSS] [6|3|POBJ 7|1|PUNCT],[] [v|sit] [adv|down] [prep|in] [n:prop|Alex~poss|s] [n|chair .],,,,,,,,,,AlexofAlex_Alex030301_57
58,Alex,Alex030301,yyy .,Alex,100.212,102.787,[],[],[],,,,,,,,,,AlexofAlex_Alex030301_58
59,Mother,Alex030301,that's a fabulous choice .,Alex,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|a] [adj|fabulous] [n|choice .],,,,,,,,,,MotherofAlex_Alex030301_59
60,Mother,Alex030301,fabulous choice .,Alex,102.787,104.795,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|fabulous] [n|choice .],,,,,,,,,,MotherofAlex_Alex030301_60
61,Mother,Alex030301,I'm very proud of you for making a good decision .,Alex,0.0,0.0,[],[1|4|SUBJ 2|4|AUX] [3|4|JCT] [4|0|ROOT] [5|4|JCT] [6|5|POBJ] [7|4|JCT] [8|7|POBJ] [9|11|DET] [10|11|MOD] [11|8|OBJ 12|4|PUNCT],[pro:sub|I~aux|be&1S] [adv|very] [adj|proud] [prep|of] [pro:per|you] [prep|for] [n:gerund|make-PRESP] [det:art|a] [adj|good] [n|decision .],,,,,,,,,,MotherofAlex_Alex030301_61
62,Alex,Alex030301,xxx yyy the tv .,Alex,104.795,108.582,[],[] [] [1|2|DET] [2|0|INCROOT 3|2|PUNCT],[] [] [det:art|the] [n|tv .],,,,,,,,,,AlexofAlex_Alex030301_62
63,Alex,Alex030301,yyy .,Alex,108.582,110.127,[],[],[],,,,,,,,,,AlexofAlex_Alex030301_63
64,Mother,Alex030301,those are your peaches (t:t:trail off),Alex,110.127,112.078,[],[1|2|SUBJ] [2|0|ROOT] [3|4|MOD] [4|2|PRED 5|2|PUNCT],[pro:dem|those] [cop|be&PRES] [det:poss|your] [n|peach-PL (mt:trail off)],,,,,,,,,,MotherofAlex_Alex030301_64
65,Alex,Alex030301,Mommy please .,Alex,112.078,114.36,[],[1|0|INCROOT] [2|1|COM 3|1|PUNCT],[n:prop|Mommy] [co|please .],,,,,,,,,,AlexofAlex_Alex030301_65
66,Mother,Alex030301,that you asked me for .,Alex,0.0,0.0,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|3|JCT 6|3|PUNCT],[pro:rel|that] [pro:per|you] [v|ask-PAST] [pro:obj|me] [prep|for .],,,,,,,,,,MotherofAlex_Alex030301_66
67,Alex,Alex030301,xxx .,Alex,114.36,116.982,muffled,[],[],,,,,,,,,,AlexofAlex_Alex030301_67
