Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Lily,Lily010925,xxx .,Lily,0.0,3.111,[],[],[],,,,,,,,,,LilyofLily_Lily010925_1
2,Mother,Lily010925,xxx .,Lily,0.0,0.0,laughing,[],[],,,,,,,,,,MotherofLily_Lily010925_2
3,Mother,Lily010925,she has gotten so funny lately .,Lily,3.111,6.208,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|JCT] [5|3|PRED] [6|5|JCT 7|3|PUNCT],[pro:sub|she] [aux|have&3S] [part|get&PASTP] [adv|so] [adj|fun&dn-Y] [adv|late&dadj-LY .],,,,,,,,,,MotherofLily_Lily010925_3
4,Mother,Lily010925,xxx .,Lily,0.0,0.0,sudden cut,[],[],,,,,,,,,,MotherofLily_Lily010925_4
5,Mother,Lily010925,"god they're just so funny at this age , the stuff that comes out of their mouths .",Lily,0.0,0.0,[],[1|6|COM] [2|6|SUBJ 3|6|AUX] [4|6|JCT] [5|6|JCT] [6|0|ROOT] [7|6|JCT] [8|9|DET] [9|7|POBJ 10|6|LP] [11|12|DET] [12|6|ENUM] [13|14|LINK] [14|12|CMOD] [15|14|JCT] [16|15|JCT] [17|18|MOD] [18|16|POBJ 19|6|PUNCT],[co|god] [pro:sub|they~aux|be&PRES] [adv|just] [adv|so] [adj|fun&dn-Y] [prep|at] [pro:dem|this] [n|age cm|cm] [det:art|the] [n|stuff] [pro:rel|that] [v|come-3S] [adv|out] [prep|of] [det:poss|their] [n|mouth-PL .],,,,,,,,,,MotherofLily_Lily010925_5
6,Lily,Lily010925,xxx .,Lily,6.208,10.808,sneeze .,[],[],,,,,,,,,,LilyofLily_Lily010925_6
7,Mother,Lily010925,bless you .,Lily,10.808,12.661,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|bless] [pro:per|you .],,,,,,,,,,MotherofLily_Lily010925_7
8,CameraOperator,Lily010925,xxx .,Lily,12.661,15.863,too quiet to hear,[],[],,,,,,,,,,CameraOperatorofLily_Lily010925_8
9,Mother,Lily010925,what are you drawing ?,Lily,15.863,19.848,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|INCROOT 5|4|PUNCT],[pro:int|what] [aux|be&PRES] [pro:per|you] [n|drawing ?],,,,,,,,,,MotherofLily_Lily010925_9
10,Mother,Lily010925,"xxx , pretty .",Lily,19.848,29.08,gasp,[1|0|INCROOT] [2|1|JCT 3|1|PUNCT],[cm|cm] [adv|pretty .],,,,,,,,,,MotherofLily_Lily010925_10
11,Lily,Lily010925,a { umbrella (?) } .,Lily,29.08,31.313,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|a] [n|umbrella .],,,,,,,,,,LilyofLily_Lily010925_11
12,Mother,Lily010925,you're drawing an umbrella ?,Lily,31.313,32.855,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[pro:per|you~aux|be&PRES] [part|draw-PRESP] [det:art|a] [n|umbrella ?],,,,,,,,,,MotherofLily_Lily010925_12
13,Lily,Lily010925,a { umbrella (?) } .,Lily,32.855,37.098,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|a] [n|umbrella .],,,,,,,,,,LilyofLily_Lily010925_13
14,Mother,Lily010925,very nice honey .,Lily,37.098,42.863,[],[1|2|JCT] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[adv|very] [adj|nice] [n|honey .],,,,,,,,,,MotherofLily_Lily010925_14
15,Lily,Lily010925,yyy blue .,Lily,42.863,44.196,[],[] [1|0|INCROOT 2|1|PUNCT],[] [adj|blue .],,,,,,,,,,LilyofLily_Lily010925_15
16,Mother,Lily010925,and some blue .,Lily,44.196,45.323,[],[1|3|LINK] [2|3|QUANT] [3|0|INCROOT 4|3|PUNCT],[coord|and] [qn|some] [n|blue .],,,,,,,,,,MotherofLily_Lily010925_16
17,Mother,Lily010925,very pretty .,Lily,45.323,47.628,[],[1|2|JCT] [2|0|INCROOT 3|2|PUNCT],[adv|very] [adj|pretty .],,,,,,,,,,MotherofLily_Lily010925_17
18,Mother,Lily010925,all done drawing ?,Lily,47.628,52.376,[],[1|3|MOD] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[post|all] [part|do&PASTP] [n|drawing ?],,,,,,,,,,MotherofLily_Lily010925_18
19,Lily,Lily010925,yyy done .,Lily,52.376,53.913,[],[] [1|0|INCROOT 2|1|PUNCT],[] [part|do&PASTP .],,,,,,,,,,LilyofLily_Lily010925_19
20,Mother,Lily010925,all done .,Lily,53.913,54.848,[],[1|2|JCT] [2|0|ROOT 3|2|PUNCT],[post|all] [part|do&PASTP .],,,,,,,,,,MotherofLily_Lily010925_20
21,Mother,Lily010925,oops .,Lily,54.848,61.408,[],[1|0|INCROOT 2|1|PUNCT],[co|oops .],,,,,,,,,,MotherofLily_Lily010925_21
22,Mother,Lily010925,"oh , you're gonna go show Manuela ?",Lily,0.0,0.0,[],[1|7|COM 2|1|LP] [3|7|SUBJ 4|7|AUX] [5|7|AUX] [6|7|SRL] [7|0|ROOT] [8|7|APP 9|7|PUNCT],[co|oh cm|cm] [pro:per|you~aux|be&PRES] [mod:aux|gonna] [v|go] [n|show] [n:prop|Manuela ?],,,,,,,,,,MotherofLily_Lily010925_22
23,Mother,Lily010925,xxx .,Lily,61.408,63.393,laughing,[],[],,,,,,,,,,MotherofLily_Lily010925_23
24,CameraOperator,Lily010925,what do you have there ?,Lily,63.393,66.545,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT 6|4|PUNCT],[pro:int|what] [mod|do] [pro:per|you] [v|have] [adv|there ?],,,,,,,,,,CameraOperatorofLily_Lily010925_24
25,CameraOperator,Lily010925,lemme (replacement:replacement:let me) see .,Lily,0.0,0.0,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP 4|1|PUNCT],[v|let&ZERO pro:obj|me] [v|see .],,,,,,,,,,CameraOperatorofLily_Lily010925_25
26,Mother,Lily010925,can you bring it over and show it ?,Lily,0.0,0.0,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|3|JCT] [6|3|CONJ] [7|6|COORD] [8|7|OBJ 9|3|PUNCT],[mod|can] [pro:per|you] [v|bring] [pro:per|it] [adv|over] [coord|and] [v|show] [pro:per|it ?],,,,,,,,,,MotherofLily_Lily010925_26
27,Lily,Lily010925,yyy yyy floppy floppy and and trees duck and a cake and &-um floppy a cake .,Lily,66.545,83.306,[],[] [] [1|0|INCROOT] [2|1|PRED] [3|2|CONJ] [4|3|COORD] [5|6|MOD] [6|4|COORD] [7|6|CONJ] [8|9|DET] [9|7|COORD] [10|9|CONJ] [] [11|10|COORD] [12|13|DET] [13|11|OBJ 14|1|PUNCT],[] [] [adj|flop&dv-Y] [adj|flop&dv-Y] [coord|and] [coord|and] [n|tree-PL] [n|duck] [coord|and] [det:art|a] [n|cake] [coord|and] [] [adj|flop&dv-Y] [det:art|a] [n|cake .],,,,,,,,,,LilyofLily_Lily010925_27
28,Mother,Lily010925,"oh , floppy .",Lily,0.0,0.0,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[co|oh cm|cm] [adj|flop&dv-Y .],,,,,,,,,,MotherofLily_Lily010925_28
29,Mother,Lily010925,"cake , and what's that ?",Lily,0.0,0.0,[],[1|0|INCROOT 2|1|LP] [3|1|CONJ] [4|5|SUBJ 5|3|COORD] [6|5|PRED 7|1|PUNCT],[n|cake cm|cm] [coord|and] [pro:int|what~cop|be&3S] [pro:dem|that ?],,,,,,,,,,MotherofLily_Lily010925_29
30,CameraOperator,Lily010925,"that's right , there's xxx .",Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|5|JCT 4|3|LP] [5|6|SUBJ 6|2|PRED] [7|2|PUNCT],[pro:dem|that~cop|be&3S] [adv|right cm|cm] [pro:exist|there~aux|be&3S] [.],,,,,,,,,,CameraOperatorofLily_Lily010925_30
31,Lily,Lily010925,&-um a football .,Lily,83.306,86.673,[],[] [1|2|DET] [2|0|INCROOT 3|2|PUNCT],[] [det:art|a] [n|+n|foot+n|ball .],,,,,,,,,,LilyofLily_Lily010925_31
32,CameraOperator,Lily010925,cake .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[n|cake .],,,,,,,,,,CameraOperatorofLily_Lily010925_32
33,Mother,Lily010925,a football .,Lily,0.0,0.0,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|a] [n|+n|foot+n|ball .],,,,,,,,,,MotherofLily_Lily010925_33
34,CameraOperator,Lily010925,oh .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,CameraOperatorofLily_Lily010925_34
35,CameraOperator,Lily010925,what's that ?,Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],,,,,,,,,,CameraOperatorofLily_Lily010925_35
36,Lily,Lily010925,duck .,Lily,86.673,87.66,[],[1|0|INCROOT 2|1|PUNCT],[n|duck .],,,,,,,,,,LilyofLily_Lily010925_36
