Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,William,William020028,no .,William,0.0,4.053,[],[1|0|INCROOT 2|1|PUNCT],[co|no .],,,,,,,,,,WilliamofWilliam_William020028_1
2,William,William020028,xxx .,William,4.053,7.843,whispering,[],[],,,,,,,,,,WilliamofWilliam_William020028_2
3,Mother,William020028,"it's all gone , yes .",William,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|4|JCT] [4|2|PRED 5|4|LP] [6|2|COM 7|2|PUNCT],[pro:per|it~cop|be&3S] [adv|all] [part|go&PASTP cm|cm] [co|yes .],,,,,,,,,,MotherofWilliam_William020028_3
4,Mother,William020028,these are nice warm socks .,William,7.843,19.046,[],[1|2|SUBJ] [2|0|ROOT] [3|5|MOD] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:dem|these] [cop|be&PRES] [adj|nice] [adj|warm] [n|sock-PL .],,,,,,,,,,MotherofWilliam_William020028_4
5,Mother,William020028,hm: ?,William,19.046,20.916,[],[1|0|INCROOT 2|1|PUNCT],[co|hm ?],,,,,,,,,,MotherofWilliam_William020028_5
6,William,William020028,shoes .,William,20.916,24.778,[],[1|0|INCROOT 2|1|PUNCT],[n|shoe-PL .],,,,,,,,,,WilliamofWilliam_William020028_6
7,Mother,William020028,yeah .,William,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofWilliam_William020028_7
8,Mother,William020028,we have_to put your (t:t:self interruption),William,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:sub|we] [mod:aux|have_to] [v|put&ZERO] [det:poss|your (mt:self interruption)],,,,,,,,,,MotherofWilliam_William020028_8
9,Mother,William020028,put your pants on an<d> then your shoes on .,William,0.0,0.0,[],[1|0|ROOT] [2|3|MOD] [3|1|OBJ] [4|1|JCT] [5|1|CONJ] [6|5|COORD] [7|8|MOD] [8|6|OBJ] [9|8|NJCT 10|1|PUNCT],[v|put&ZERO] [det:poss|your] [n:pt|pants] [adv|on] [coord|and] [adv:tem|then] [det:poss|your] [n|shoe-PL] [adv|on .],,,,,,,,,,MotherofWilliam_William020028_9
10,Mother,William020028,then yer (replacement:replacement:your) shoes .,William,24.778,32.305,[],[1|3|JCT] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[adv:tem|then] [det:poss|your] [n|shoe-PL .],,,,,,,,,,MotherofWilliam_William020028_10
