Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Father,Violet011115,you all set ?,Violet,3.393,5.5,[],[1|3|SUBJ] [2|3|JCT] [3|0|INCROOT 4|3|PUNCT],[pro:per|you] [adv|all] [n|set ?],,,,,,,,,,FatherofViolet_Violet011115_1
2,Mother,Violet011115,"yep (replacement:replacement:yes) , I think so .",Violet,0.0,0.0,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|4|COM 6|4|PUNCT],[co|yes cm|cm] [pro:sub|I] [v|think] [co|so .],,,,,,,,,,MotherofViolet_Violet011115_2
3,Father,Violet011115,xxx .,Violet,0.0,0.0,[],[],[],,,,,,,,,,FatherofViolet_Violet011115_3
4,Violet,Violet011115,yyy .,Violet,5.501,8.355,[],[],[],,,,,,,,,,VioletofViolet_Violet011115_4
5,Violet,Violet011115,yyy .,Violet,8.356,9.66,[],[],[],,,,,,,,,,VioletofViolet_Violet011115_5
6,Violet,Violet011115,{ back (?) } .,Violet,9.66,11.361,[],[1|0|INCROOT 2|1|PUNCT],[adv|back .],,,,,,,,,,VioletofViolet_Violet011115_6
7,Mother,Violet011115,"yeah , I'm gonna give it to her today .",Violet,0.0,0.0,[],[1|6|COM 2|1|LP] [3|6|SUBJ 4|6|AUX] [5|6|AUX] [6|0|ROOT] [7|6|OBJ] [8|6|JCT] [9|10|MOD] [10|8|POBJ 11|6|PUNCT],[co|yeah cm|cm] [pro:sub|I~aux|be&1S] [mod:aux|gonna] [v|give] [pro:per|it] [prep|to] [det:poss|her] [adv:tem|today .],,,,,,,,,,MotherofViolet_Violet011115_7
8,Violet,Violet011115,xxx .,Violet,11.361,13.351,[],[],[],,,,,,,,,,VioletofViolet_Violet011115_8
9,Violet,Violet011115,back { itch (?) } yyy .,Violet,13.354,15.37,[],[1|2|MOD] [2|0|INCROOT] [3|2|PUNCT],[adj|back] [n|itch] [.],,,,,,,,,,VioletofViolet_Violet011115_9
10,Violet,Violet011115,back is { nice (?) } .,Violet,15.37,17.61,[],[1|2|JCT] [2|0|ROOT] [3|2|PRED 4|2|PUNCT],[adv|back] [cop|be&3S] [adj|nice .],,,,,,,,,,VioletofViolet_Violet011115_10
