Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Violet,Violet020501,xxx can I see it ?,Violet,0.0,6.756,the tv is on the background .[],[] [1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[] [mod|can] [pro:sub|I] [v|see] [pro:per|it ?],,,,,,,,,,VioletofViolet_Violet020501_1
2,Mother,Violet020501,you wanna look in there ?,Violet,6.756,7.798,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|3|JCT 6|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|look] [adv|in] [adv|there ?],,,,,,,,,,MotherofViolet_Violet020501_2
3,Violet,Violet020501,yeah .,Violet,7.798,8.823,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,VioletofViolet_Violet020501_3
4,Mother,Violet020501,"see , what do you see ?",Violet,0.0,0.0,[],[1|6|COM 2|1|LP] [3|6|SUBJ] [4|6|AUX] [5|6|SUBJ] [6|0|ROOT 7|6|PUNCT],[co|see cm|cm] [pro:int|what] [mod|do] [pro:per|you] [v|see ?],,,,,,,,,,MotherofViolet_Violet020501_4
5,Violet,Violet020501,yeah .,Violet,8.823,12.635,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,VioletofViolet_Violet020501_5
6,Violet,Violet020501,yyy .,Violet,12.635,15.145,[],[],[],,,,,,,,,,VioletofViolet_Violet020501_6
7,Mother,Violet020501,the chair in there ?,Violet,15.145,17.096,[],[1|2|DET] [2|0|INCROOT] [3|2|NJCT] [4|3|POBJ 5|2|PUNCT],[det:art|the] [n|chair] [prep|in] [adv|there ?],,,,,,,,,,MotherofViolet_Violet020501_7
8,Violet,Violet020501,yeah .,Violet,17.096,18.766,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,VioletofViolet_Violet020501_8
9,Mother,Violet020501,"<o>kay , let's go in there .",Violet,0.0,0.0,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|3|OBJ] [5|3|XCOMP] [6|5|JCT] [7|6|POBJ 8|1|PUNCT],[co|okay cm|cm] [v|let~pro:obj|us] [v|go] [prep|in] [adv|there .],,,,,,,,,,MotherofViolet_Violet020501_9
10,Violet,Violet020501,I wanna see the yyy too .,Violet,18.768,22.235,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|DET] [] [5|3|JCT 6|3|PUNCT],[pro:sub|I] [mod:aux|wanna] [v|see] [det:art|the] [] [post|too .],,,,,,,,,,VioletofViolet_Violet020501_10
11,Mother,Violet020501,I hope the t@l v@l isn't too loud for it .,Violet,22.235,24.355,[],[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|OBJ] [5|6|SUBJ] [6|4|XMOD 7|6|NEG] [8|9|JCT] [9|6|PRED] [10|6|JCT] [11|10|POBJ 12|2|PUNCT],[pro:sub|I] [v|hope] [det:art|the] [n:let|t] [n:let|v] [cop|be&3S~neg|not] [adv|too] [adj|loud] [prep|for] [pro:per|it .],,,,,,,,,,MotherofViolet_Violet020501_11
12,Violet,Violet020501,let's go march yyy this .,Violet,24.355,28.75,"CHI is marching , singing a song .",[1|0|ROOT 2|1|OBJ] [3|4|SRL] [4|1|XCOMP] [] [5|4|OBJ 6|1|PUNCT],[v|let~pro:obj|us] [v|go] [v|march] [] [pro:dem|this .],,,,,,,,,,VioletofViolet_Violet020501_12
13,Violet,Violet020501,look what we brought today .,Violet,28.75,31.616,[],[1|2|COM] [2|4|LINK] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT 6|4|PUNCT],[co|look] [0pro|what] [pro:sub|we] [v|bring&PAST] [adv:tem|today .],,,,,,,,,,VioletofViolet_Violet020501_13
14,Violet,Violet020501,yyy yyy we can bring my (t:t:trail off),Violet,31.616,36.821,[],[] [] [1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[] [] [pro:sub|we] [mod|can] [v|bring] [det:poss|my (mt:trail off)],,,,,,,,,,VioletofViolet_Violet020501_14
15,Violet,Violet020501,mickey mouse club .,Violet,36.823,40.19,[],[1|3|MOD] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[n|mickey] [n|mouse] [n|club .],,,,,,,,,,VioletofViolet_Violet020501_15
16,Violet,Violet020501,blanket .,Violet,40.19,41.768,[],[1|0|INCROOT 2|1|PUNCT],[n|blanket .],,,,,,,,,,VioletofViolet_Violet020501_16
17,Violet,Violet020501,we can bring my yyy mickey mouse blanket .,Violet,41.768,45.84,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|7|MOD] [] [5|7|MOD] [6|7|MOD] [7|3|OBJ 8|3|PUNCT],[pro:sub|we] [mod|can] [v|bring] [det:poss|my] [] [n|mickey] [n|mouse] [n|blanket .],,,,,,,,,,VioletofViolet_Violet020501_17
18,Violet,Violet020501,yyy .,Violet,45.84,48.146,[],[],[],,,,,,,,,,VioletofViolet_Violet020501_18
19,Mother,Violet020501,I'm coming .,Violet,0.0,0.0,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT 4|3|PUNCT],[pro:sub|I~aux|be&1S] [part|come-PRESP .],,,,,,,,,,MotherofViolet_Violet020501_19
20,Violet,Violet020501,blanket .,Violet,48.146,49.731,[],[1|0|INCROOT 2|1|PUNCT],[n|blanket .],,,,,,,,,,VioletofViolet_Violet020501_20
21,Violet,Violet020501,yyy yyy .,Violet,49.731,51.768,[],[],[],,,,,,,,,,VioletofViolet_Violet020501_21
22,Violet,Violet020501,yyy .,Violet,51.768,53.553,[],[],[],,,,,,,,,,VioletofViolet_Violet020501_22
23,Violet,Violet020501,xxx mom I'm sitting right here .,Violet,53.553,62.961,a little microphone disturbance .whispering,[] [1|4|LINK] [2|4|SUBJ 3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|4|JCT 7|4|PUNCT],[] [n|mom] [pro:sub|I~aux|be&1S] [part|sit-PRESP] [adv|right] [adv|here .],,,,,,,,,,VioletofViolet_Violet020501_23
24,Mother,Violet020501,I coming .,Violet,62.961,63.928,[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[pro:sub|I] [part|come-PRESP .],,,,,,,,,,MotherofViolet_Violet020501_24
25,Mother,Violet020501,I got Harry the dirty dog .,Violet,63.928,66.775,[],[1|2|SUBJ] [2|0|ROOT] [3|6|MOD] [4|6|DET] [5|6|MOD] [6|2|OBJ 7|2|PUNCT],[pro:sub|I] [v|get&PAST] [n:prop|Harry] [det:art|the] [adj|dirt&dn-Y] [n|dog .],,,,,,,,,,MotherofViolet_Violet020501_25
26,Violet,Violet020501,no .,Violet,66.775,69.681,[],[1|0|INCROOT 2|1|PUNCT],[co|no .],,,,,,,,,,VioletofViolet_Violet020501_26
27,Mother,Violet020501,<re>member we read that one at the library ?,Violet,0.0,0.0,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|5|NJCT] [7|8|DET] [8|6|POBJ 9|3|PUNCT],[v|remember] [pro:sub|we] [v|read&ZERO] [pro:dem|that] [pro:indef|one] [prep|at] [det:art|the] [n|library ?],,,,,,,,,,MotherofViolet_Violet020501_27
28,Violet,Violet020501,yeah .,Violet,69.681,70.488,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,VioletofViolet_Violet020501_28
29,Mother,Violet020501,do you want to read it ?,Violet,70.488,71.75,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|INF] [5|3|XCOMP] [6|5|OBJ 7|3|PUNCT],[mod|do] [pro:per|you] [v|want] [inf|to] [v|read&ZERO] [pro:per|it ?],,,,,,,,,,MotherofViolet_Violet020501_29
