Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,William020529,you want it in the tunnel (t:t:self interruption),William,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|JCT] [5|6|DET] [6|4|POBJ 7|2|PUNCT],[pro:per|you] [v|want] [pro:per|it] [prep|in] [det:art|the] [n|tunnel (mt:self interruption)],,,,,,,,,,MotherofWilliam_William020529_1
2,Mother,William020529,"oh you , okay , you wanna make sure we use the tunnel .",William,0.0,4.483,[],[1|4|COM] [2|4|SUBJ 3|2|LP] [4|8|SUBJ 5|4|LP] [6|4|ENUM] [7|8|AUX] [8|0|ROOT] [9|8|JCT] [10|11|SUBJ] [11|8|COMP] [12|13|DET] [13|11|OBJ 14|8|PUNCT],[co|oh] [pro:per|you cm|cm] [adj|okay cm|cm] [pro:per|you] [mod:aux|wanna] [v|make] [adv|sure] [pro:sub|we] [v|use] [det:art|the] [n|tunnel .],,,,,,,,,,MotherofWilliam_William020529_2
3,Mother,William020529,well that makes sense .,William,4.483,6.86,[],[1|0|INCROOT] [2|3|LINK] [3|1|CMOD] [4|3|OBJ 5|1|PUNCT],[co|well] [pro:rel|that] [v|make-3S] [n|sense .],,,,,,,,,,MotherofWilliam_William020529_3
4,Mother,William020529,we can do that .,William,6.86,7.716,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:sub|we] [mod|can] [v|do] [pro:dem|that .],,,,,,,,,,MotherofWilliam_William020529_4
5,William,William020529,I want the fire+engine show !,William,7.716,12.113,[],[1|2|SUBJ] [2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|OBJ 6|2|PUNCT],[pro:sub|I] [v|want] [det:art|the] [n|+n|fire+n|engine] [n|show !],,,,,,,,,,WilliamofWilliam_William020529_5
6,Mother,William020529,"we're not gonna watch the fire+engine show , you've already watched tv this morning .",William,12.113,16.021,[],[1|5|SUBJ 2|5|AUX] [3|2|NEG] [4|5|AUX] [5|0|ROOT] [6|8|DET] [7|8|MOD] [8|5|OBJ 9|8|LP] [10|13|SUBJ 11|13|AUX] [12|13|JCT] [13|8|XMOD] [14|16|MOD] [15|16|DET] [16|13|OBJ 17|5|PUNCT],[pro:sub|we~aux|be&PRES] [neg|not] [mod:aux|gonna] [v|watch] [det:art|the] [n|+n|fire+n|engine] [n|show cm|cm] [pro:per|you~aux|have] [adv|already] [part|watch-PASTP] [n|tv] [pro:dem|this] [n|morning .],,,,,,,,,,MotherofWilliam_William020529_6
7,Mother,William020529,okay ?,William,16.021,17.428,[],[1|0|INCROOT 2|1|PUNCT],[co|okay ?],,,,,,,,,,MotherofWilliam_William020529_7
8,Mother,William020529,so we're gonna do some other things for the rest of the day .,William,17.428,21.855,[],[1|3|JCT] [2|3|SUBJ 3|5|AUX] [4|5|AUX] [5|0|ROOT] [6|8|QUANT] [7|8|QUANT] [8|5|OBJ] [9|5|JCT] [10|11|DET] [11|9|POBJ] [12|11|NJCT] [13|14|DET] [14|12|POBJ 15|5|PUNCT],[adv|so] [pro:sub|we~aux|be&PRES] [mod:aux|gonna] [v|do] [qn|some] [qn|other] [n|thing-PL] [prep|for] [det:art|the] [n|rest] [prep|of] [det:art|the] [n|day .],,,,,,,,,,MotherofWilliam_William020529_8
9,William,William020529,"help me , help me !",William,21.855,23.6,[],[1|0|ROOT] [2|1|OBJ 3|1|LP] [4|1|ENUM] [5|1|OBJ 6|1|PUNCT],[v|help] [pro:obj|me cm|cm] [v|help] [pro:obj|me !],,,,,,,,,,WilliamofWilliam_William020529_9
10,Mother,William020529,"I can help you , I'd love to help you .",William,23.6,25.546,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|LP] [6|8|SUBJ 7|8|AUX] [8|3|COMP] [9|10|INF] [10|8|XCOMP] [11|10|OBJ 12|3|PUNCT],[pro:sub|I] [mod|can] [v|help] [pro:per|you cm|cm] [pro:sub|I~mod|genmod] [v|love] [inf|to] [v|help] [pro:per|you .],,,,,,,,,,MotherofWilliam_William020529_10
