Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,William020127,"okay , bud .",William,0.0,3.855,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[co|okay cm|cm] [n|bud .],,,,,,,,,,MotherofWilliam_William020127_1
2,Mother,William020127,what wouldja (replacement:replacement:would you) like to do ?,William,3.855,13.088,[],[1|4|LINK] [2|4|AUX 3|4|SUBJ] [4|0|ROOT] [5|6|INF] [6|4|XCOMP 7|4|PUNCT],[pro:int|what] [mod|will&COND pro:per|you] [v|like] [inf|to] [v|do ?],,,,,,,,,,MotherofWilliam_William020127_2
3,Mother,William020127,"this morning , dyou (replacement:replacement:do you) wanna play with your train or (t:t:self interruption)",William,0.0,0.0,[],[1|2|DET] [2|7|SUBJ 3|2|LP] [4|7|AUX 5|4|OBJ] [6|7|AUX] [7|0|ROOT] [8|7|JCT] [9|10|MOD] [10|8|POBJ] [11|10|CONJ 12|7|PUNCT],[pro:dem|this] [n|morning cm|cm] [v|do pro:per|you] [mod:aux|wanna] [v|play] [prep|with] [det:poss|your] [n|train] [coord|or (mt:self interruption)],,,,,,,,,,MotherofWilliam_William020127_3
4,Mother,William020127,"ya (replacement:replacement:you) know I brought this down , Yaya got this for you for Christmas .",William,13.088,18.191,[],[1|2|SUBJ] [2|9|LINK] [3|4|SUBJ] [4|2|COMP] [5|4|OBJ] [6|4|JCT 7|4|LP] [8|9|SUBJ] [9|0|ROOT] [10|9|OBJ] [11|9|JCT] [12|11|POBJ] [13|12|JCT] [14|13|POBJ 15|9|PUNCT],[pro:per|you] [v|know] [pro:sub|I] [v|bring&PAST] [pro:dem|this] [adv|down cm|cm] [n:prop|Yaya] [v|get&PAST] [pro:dem|this] [prep|for] [pro:per|you] [prep|for] [n:prop|Christmas .],,,,,,,,,,MotherofWilliam_William020127_4
5,Mother,William020127,you've never even (t:t:self interruption),William,0.0,0.0,[],[1|4|SUBJ 2|4|AUX] [3|4|JCT] [4|0|ROOT 5|4|PUNCT],[pro:per|you~aux|have] [adv|never] [adj|even (mt:self interruption)],,,,,,,,,,MotherofWilliam_William020127_5
6,Mother,William020127,you never even opened it .,William,18.191,20.543,[],[1|4|SUBJ] [2|4|JCT] [3|4|SUBJ] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[pro:per|you] [adv|never] [adj|even] [v|open-PAST] [pro:per|it .],,,,,,,,,,MotherofWilliam_William020127_6
7,Mother,William020127,xxx thinking that (.) you could play with this a little today too .,William,20.543,24.503,[],[] [1|0|INCROOT] [2|5|LINK] [3|5|SUBJ] [4|5|AUX] [5|1|CMOD] [6|5|JCT] [7|10|DET] [8|10|DET] [9|10|MOD] [10|5|JCT] [11|10|PQ 12|1|PUNCT],[] [part|think-PRESP] [pro:rel|that] [pro:per|you] [mod|could] [v|play] [prep|with] [pro:dem|this] [det:art|a] [adj|little] [adv:tem|today] [post|too .],,,,,,,,,,MotherofWilliam_William020127_7
8,Mother,William020127,William .,William,24.503,25.653,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|William .],,,,,,,,,,MotherofWilliam_William020127_8
9,Mother,William020127,you wanna open your present ?,William,25.653,27.361,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|MOD] [5|3|OBJ 6|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|open] [det:poss|your] [n|present ?],,,,,,,,,,MotherofWilliam_William020127_9
10,Mother,William020127,"William , wouldja (replacement:replacement:would you) like to open your present ?",William,27.361,32.978,[],[1|5|SUBJ 2|1|LP] [3|5|AUX 4|5|SUBJ] [5|0|ROOT] [6|7|INF] [7|5|XCOMP] [8|9|MOD] [9|7|OBJ 10|5|PUNCT],[n:prop|William cm|cm] [mod|will&COND pro:per|you] [v|like] [inf|to] [v|open] [det:poss|your] [n|present ?],,,,,,,,,,MotherofWilliam_William020127_10
