Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Lily010326,ooh there's Baby Lily she's na:ked: .,Lily,0.0,12.808,MOT and CHI are looking at a picture album,[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|7|SUBJ] [5|7|JCT] [6|7|SUBJ 7|3|PRED] [8|7|PRED 9|3|PUNCT],[v|ooh] [pro:exist|there~cop|be&3S] [n:prop|Baby] [n:prop|Lily] [pro:sub|she~cop|be&3S] [adj|naked .],,,,,,,,,,MotherofLily_Lily010326_1
2,Mother,Lily010326,naked ba:by: .,Lily,12.808,16.125,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|naked] [n|baby .],,,,,,,,,,MotherofLily_Lily010326_2
3,Mother,Lily010326,naked ba:by: .,Lily,16.125,19.908,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|naked] [n|baby .],,,,,,,,,,MotherofLily_Lily010326_3
4,Mother,Lily010326,n:aked .,Lily,19.908,23.06,[],[1|0|INCROOT 2|1|PUNCT],[adj|naked .],,,,,,,,,,MotherofLily_Lily010326_4
5,Lily,Lily010326,yyy yyy .,Lily,23.061,23.971,[],[],[],,,,,,,,,,LilyofLily_Lily010326_5
6,Lily,Lily010326,yyy .,Lily,23.973,24.795,[],[],[],,,,,,,,,,LilyofLily_Lily010326_6
7,Mother,Lily010326,yeah .,Lily,24.796,25.69,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofLily_Lily010326_7
8,Mother,Lily010326,you're not naked you have clothes on .,Lily,25.691,27.626,[],[1|4|SUBJ 2|4|AUX] [3|2|NEG] [4|0|ROOT] [5|6|SUBJ] [6|4|CMOD] [7|6|OBJ] [8|6|JCT 9|4|PUNCT],[pro:per|you~aux|be&PRES] [neg|not] [adj|naked] [pro:per|you] [v|have] [n:pt|clothes] [adv|on .],,,,,,,,,,MotherofLily_Lily010326_8
9,Mother,Lily010326,silence .,Lily,27.628,38.0,[],[1|0|INCROOT 2|1|PUNCT],[n|silence .],,,,,,,,,,MotherofLily_Lily010326_9
10,Lily,Lily010326,yyy .,Lily,38.001,39.1,[],[],[],,,,,,,,,,LilyofLily_Lily010326_10
11,Mother,Lily010326,huh .,Lily,39.1,42.316,[],[1|0|INCROOT 2|1|PUNCT],[co|huh .],,,,,,,,,,MotherofLily_Lily010326_11
12,Lily,Lily010326,yyy yyy .,Lily,42.316,49.108,[],[],[],,,,,,,,,,LilyofLily_Lily010326_12
13,Mother,Lily010326,&wup .,Lily,0.0,0.0,[],[],[],,,,,,,,,,MotherofLily_Lily010326_13
14,Lily,Lily010326,yyy yyy .,Lily,49.108,50.62,[],[],[],,,,,,,,,,LilyofLily_Lily010326_14
15,Mother,Lily010326,"yeah , that's grandma .",Lily,50.62,52.63,MOT is answering the telephone,[1|5|COM 2|1|LP] [3|5|LINK 4|5|AUX] [5|0|ROOT 6|5|PUNCT],[co|yeah cm|cm] [pro:rel|that~aux|be&3S] [grand#n|ma .],,,,,,,,,,MotherofLily_Lily010326_15
16,Mother,Lily010326,hello .,Lily,52.63,61.556,[],[1|0|INCROOT 2|1|PUNCT],[co|hello .],,,,,,,,,,MotherofLily_Lily010326_16
17,Mother,Lily010326,speaking .,Lily,61.556,65.861,[],[1|0|INCROOT 2|1|PUNCT],[part|speak-PRESP .],,,,,,,,,,MotherofLily_Lily010326_17
18,Mother,Lily010326,you know what this isn't actually a good time can you call back later ?,Lily,65.861,79.916,[],[1|2|SUBJ] [2|13|SUBJ] [3|5|LINK] [4|5|SUBJ] [5|13|AUX 6|5|NEG] [7|13|JCT] [8|10|DET] [9|10|MOD] [10|13|SUBJ] [11|13|AUX] [12|13|SUBJ] [13|0|ROOT] [14|13|JCT] [15|13|JCT 16|13|PUNCT],[pro:per|you] [v|know] [pro:int|what] [pro:dem|this] [cop|be&3S~neg|not] [adv|actual&dadj-LY] [det:art|a] [adj|good] [n|time] [mod|can] [pro:per|you] [v|call] [adv|back] [adv|later ?],,,,,,,,,,MotherofLily_Lily010326_18
19,Mother,Lily010326,okay .,Lily,79.916,81.26,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofLily_Lily010326_19
20,Mother,Lily010326,thanks so much .,Lily,81.26,84.211,[],[1|0|ROOT] [2|3|JCT] [3|1|JCT 4|1|PUNCT],[v|thank-3S] [adv|so] [qn|much .],,,,,,,,,,MotherofLily_Lily010326_20
21,Mother,Lily010326,bye .,Lily,84.211,84.925,[],[1|0|INCROOT 2|1|PUNCT],[co|bye .],,,,,,,,,,MotherofLily_Lily010326_21
22,Mother,Lily010326,"the credit card the credit card whatever , we're offering you (.) nothing , for a fee .",Lily,84.925,93.045,[],[1|3|DET] [2|3|MOD] [3|0|INCROOT] [4|6|DET] [5|6|MOD] [6|3|XMOD] [7|11|JCT 8|7|LP] [9|11|SUBJ 10|11|AUX] [11|6|XMOD] [12|13|SUBJ] [13|11|OBJ 14|11|LP] [15|11|JCT] [16|17|DET] [17|15|POBJ 18|3|PUNCT],[det:art|the] [n|credit] [n|card] [det:art|the] [n|credit] [n|card] [det:int|whatever cm|cm] [pro:sub|we~aux|be&PRES] [part|offer-PRESP] [pro:per|you] [pro:indef|nothing cm|cm] [prep|for] [det:art|a] [n|fee .],,,,,,,,,,MotherofLily_Lily010326_22
23,Lily,Lily010326,yyy .,Lily,93.045,94.588,[],[],[],,,,,,,,,,LilyofLily_Lily010326_23
24,Mother,Lily010326,hi .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|hi .],,,,,,,,,,MotherofLily_Lily010326_24
25,Lily,Lily010326,yyy .,Lily,94.588,95.015,[],[],[],,,,,,,,,,LilyofLily_Lily010326_25
