Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Violet,Violet030823,xxx .,Violet,4.145,13.31,inaudible .,[],[],,,,,,,,,,VioletofViolet_Violet030823_1
2,Mother,Violet030823,okay Vi<olet> I'm gonna put your backpack (t:t:trail off),Violet,0.0,0.0,[],[1|6|COM] [2|6|LINK] [3|6|SUBJ 4|6|AUX] [5|6|AUX] [6|0|ROOT] [7|8|MOD] [8|6|OBJ 9|6|PUNCT],[co|okay] [n:prop|Violet] [pro:sub|I~aux|be&1S] [mod:aux|gonna] [v|put&ZERO] [det:poss|your] [n|+n|back+n|pack (mt:trail off)],,,,,,,,,,MotherofViolet_Violet030823_2
3,Mother,Violet030823,here we go .,Violet,13.31,14.695,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|here] [pro:sub|we] [v|go .],,,,,,,,,,MotherofViolet_Violet030823_3
4,Mother,Violet030823,put this on then you can wait wait wait just put this on then you can still do it okay ?,Violet,14.696,20.61,[],[1|0|ROOT] [2|1|OBJ] [3|1|JCT] [4|3|POBJ] [5|7|SUBJ] [6|7|AUX] [7|4|CMOD] [8|7|OBJ] [9|8|OBJ] [10|9|JCT] [11|9|XJCT] [12|11|OBJ] [13|11|JCT] [14|13|POBJ] [15|17|SUBJ] [16|17|AUX] [17|14|CMOD] [18|17|OBJ] [19|18|OBJ] [20|18|COM 21|1|PUNCT],[v|put&ZERO] [pro:dem|this] [prep|on] [adv:tem|then] [pro:per|you] [mod|can] [v|wait] [v|wait] [v|wait] [adv|just] [part|put&PASTP] [pro:dem|this] [prep|on] [adv:tem|then] [pro:per|you] [mod|can] [v|still] [v|do] [pro:per|it] [co|okay ?],,,,,,,,,,MotherofViolet_Violet030823_4
5,Mother,Violet030823,you can't get the microphone part wet .,Violet,20.61,25.796,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|7|DET] [6|7|MOD] [7|4|OBJ] [8|7|XMOD 9|4|PUNCT],[pro:per|you] [mod|can~neg|not] [v|get] [det:art|the] [n|microphone] [n|part] [part|wet&PASTP .],,,,,,,,,,MotherofViolet_Violet030823_5
6,Violet,Violet030823,I'm on video .,Violet,25.796,28.17,[],[1|2|SUBJ 2|0|ROOT] [3|2|JCT] [4|3|POBJ 5|2|PUNCT],[pro:sub|I~cop|be&1S] [prep|on] [n|video .],,,,,,,,,,VioletofViolet_Violet030823_6
7,Mother,Violet030823,woo !,Violet,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|woo !],,,,,,,,,,MotherofViolet_Violet030823_7
8,Violet,Violet030823,xxx .,Violet,28.17,30.655,garbled .,[],[],,,,,,,,,,VioletofViolet_Violet030823_8
9,Violet,Violet030823,xxx .,Violet,30.655,32.878,garbled .,[],[],,,,,,,,,,VioletofViolet_Violet030823_9
10,Mother,Violet030823,hey Maxwell .,Violet,32.878,44.851,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|hey] [n:prop|Maxwell .],,,,,,,,,,MotherofViolet_Violet030823_10
11,Mother,Violet030823,xxx .,Violet,44.853,55.771,[],[],[],,,,,,,,,,MotherofViolet_Violet030823_11
12,Mother,Violet030823,xxx .,Violet,55.771,100.021,[],[],[],,,,,,,,,,MotherofViolet_Violet030823_12
13,Mother,Violet030823,xxx .,Violet,100.023,108.876,[],[],[],,,,,,,,,,MotherofViolet_Violet030823_13
14,Mother,Violet030823,alright .,Violet,108.876,110.458,[],[1|0|INCROOT 2|1|PUNCT],[co|alright .],,,,,,,,,,MotherofViolet_Violet030823_14
15,Mother,Violet030823,what's going on in here ?,Violet,110.458,111.8,[],[1|3|LINK 2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|3|JCT] [6|5|POBJ 7|3|PUNCT],[pro:int|what~aux|be&3S] [part|go-PRESP] [adv|on] [prep|in] [adv|here ?],,,,,,,,,,MotherofViolet_Violet030823_15
16,Mother,Violet030823,still washing ?,Violet,111.8,114.541,[],[1|2|JCT] [2|0|ROOT 3|2|PUNCT],[adv|still] [part|wash-PRESP ?],,,,,,,,,,MotherofViolet_Violet030823_16
17,Mother,Violet030823,is your picture finished ?,Violet,114.541,120.295,[],[1|4|LINK] [2|3|MOD] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[cop|be&3S] [det:poss|your] [n|picture] [v|finish-PAST ?],,,,,,,,,,MotherofViolet_Violet030823_17
18,Violet,Violet030823,yeah .,Violet,120.295,122.64,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,VioletofViolet_Violet030823_18
19,Mother,Violet030823,so it's just drying then ?,Violet,122.64,124.335,[],[1|3|JCT] [2|3|SUBJ 3|0|ROOT] [4|3|PRED] [5|3|XJCT] [6|5|JCT 7|3|PUNCT],[adv|so] [pro:per|it~cop|be&3S] [adj|just] [part|dry-PRESP] [adv:tem|then ?],,,,,,,,,,MotherofViolet_Violet030823_19
20,Violet,Violet030823,yyy .,Violet,124.335,125.498,[],[],[],,,,,,,,,,VioletofViolet_Violet030823_20
21,Mother,Violet030823,did you wash off those &-uh paints ?,Violet,125.498,128.561,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|6|DET] [] [6|4|POBJ 7|3|PUNCT],[mod|do&PAST] [pro:per|you] [v|wash] [prep|off] [pro:dem|those] [] [n|paint-PL ?],,,,,,,,,,MotherofViolet_Violet030823_21
22,Mother,Violet030823,the the paintbrushes .,Violet,128.561,130.416,[],[1|3|DET] [2|3|DET] [3|0|INCROOT 4|3|PUNCT],[det:art|the] [det:art|the] [n|+n|paint+n|brush-PL .],,,,,,,,,,MotherofViolet_Violet030823_22
23,Violet,Violet030823,yeah .,Violet,130.416,133.846,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,VioletofViolet_Violet030823_23
24,Violet,Violet030823,I'm washing them off .,Violet,133.846,136.56,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|3|JCT 6|3|PUNCT],[pro:sub|I~aux|be&1S] [part|wash-PRESP] [pro:obj|them] [adv|off .],,,,,,,,,,VioletofViolet_Violet030823_24
25,Mother,Violet030823,let me see <th>em .,Violet,136.56,138.39,[],[1|0|ROOT] [2|1|OBJ] [3|1|XCOMP] [4|3|OBJ 5|1|PUNCT],[v|let&ZERO] [pro:obj|me] [v|see] [pro:obj|them .],,,,,,,,,,MotherofViolet_Violet030823_25
26,Mother,Violet030823,that looks pretty good .,Violet,138.39,143.696,[],[1|2|LINK] [2|0|ROOT] [3|2|JCT] [4|2|JCT 5|2|PUNCT],[pro:rel|that] [v|look-3S] [adv|pretty] [adj|good .],,,,,,,,,,MotherofViolet_Violet030823_26
27,Violet,Violet030823,xxx (t:t:interruption),Violet,143.696,146.143,MOT talking over CHI .,[1|0|ROOT],[(mt:interruption)],,,,,,,,,,VioletofViolet_Violet030823_27
