Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Alex010811,"books all mornin (replacement:replacement:morning) , we played the drums .",Alex,0.0,4.193,[],[1|3|SUBJ] [2|3|JCT] [3|6|LINK 4|3|LP] [5|6|SUBJ] [6|0|ROOT] [7|8|DET] [8|6|OBJ 9|6|PUNCT],[n|book-PL] [adv|all] [n|morning cm|cm] [pro:sub|we] [v|play-PAST] [det:art|the] [n|drum-PL .],,,,,,,,,,MotherofAlex_Alex010811_1
2,Mother,Alex010811,we did play+dough .,Alex,4.193,7.376,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:sub|we] [v|do&PAST] [n|+n|play+n|dough .],,,,,,,,,,MotherofAlex_Alex010811_2
3,Mother,Alex010811,we're runninouta (replacement:replacement:running out of) things to do because it's too hot to go outside .,Alex,7.376,12.493,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT 4|3|JCT 5|3|JCT] [6|5|POBJ] [7|8|INF] [8|3|XCOMP] [9|11|LINK] [10|11|SUBJ 11|8|COMP] [12|13|JCT] [13|11|PRED] [14|15|INF] [15|13|XCOMP] [16|15|JCT 17|3|PUNCT],[pro:sub|we~aux|be&PRES] [part|run-PRESP adv|out prep|of] [n|thing-PL] [inf|to] [v|do] [conj|because] [pro:per|it~cop|be&3S] [adv|too] [adj|hot] [inf|to] [v|go] [adv|outside .],,,,,,,,,,MotherofAlex_Alex010811_3
4,Mother,Alex010811,"and here's your beads , I'll givya (replacement:replacement:give you) beads .",Alex,12.493,16.413,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|5|MOD] [5|3|PRED 6|3|LP] [7|9|SUBJ 8|9|AUX] [9|3|CJCT 10|11|SUBJ] [11|9|COMP 12|3|PUNCT],[coord|and] [pro:exist|here~cop|be&3S] [det:poss|your] [n|bead-PL cm|cm] [pro:sub|I~mod|will] [v|give pro:per|you] [v|bead-3S .],,,,,,,,,,MotherofAlex_Alex010811_4
5,Mother,Alex010811,the toy .,Alex,16.413,18.686,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|the] [n|toy .],,,,,,,,,,MotherofAlex_Alex010811_5
6,Mother,Alex010811,xxx .,Alex,0.0,0.0,[],[],[],,,,,,,,,,MotherofAlex_Alex010811_6
7,Alex,Alex010811,xxx .,Alex,18.686,19.346,[],[],[],,,,,,,,,,AlexofAlex_Alex010811_7
8,Mother,Alex010811,"wow , on my shoe .",Alex,19.346,24.953,[],[1|0|INCROOT 2|1|LP] [3|1|JCT] [4|5|MOD] [5|3|POBJ 6|1|PUNCT],[co|wow cm|cm] [prep|on] [det:poss|my] [n|shoe .],,,,,,,,,,MotherofAlex_Alex010811_8
9,Alex,Alex010811,yyy yyy .,Alex,24.953,28.241,[],[],[],,,,,,,,,,AlexofAlex_Alex010811_9
10,Alex,Alex010811,it's { green (?) } .,Alex,28.241,30.363,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|it~cop|be&3S] [adj|green .],,,,,,,,,,AlexofAlex_Alex010811_10
