Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Alex020300,okay .,Alex,0.0,2.17,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofAlex_Alex020300_1
2,Alex,Alex020300,yyy another one another one .,Alex,2.17,7.653,[],[] [1|2|QUANT] [2|0|INCROOT] [3|4|QUANT] [4|2|OBJ 5|2|PUNCT],[] [qn|another] [pro:indef|one] [qn|another] [pro:indef|one .],,,,,,,,,,AlexofAlex_Alex020300_2
3,Mother,Alex020300,okay would you like to put it back ?,Alex,7.653,8.931,[],[1|4|COM] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|6|INF] [6|4|XCOMP] [7|6|OBJ] [8|6|JCT 9|4|PUNCT],[co|okay] [mod|will&COND] [pro:per|you] [v|like] [inf|to] [v|put&ZERO] [pro:per|it] [adv|back ?],,,,,,,,,,MotherofAlex_Alex020300_3
4,Alex,Alex020300,another one another one .,Alex,8.931,13.901,[],[1|2|QUANT] [2|0|INCROOT] [3|4|QUANT] [4|2|OBJ 5|2|PUNCT],[qn|another] [pro:indef|one] [qn|another] [pro:indef|one .],,,,,,,,,,AlexofAlex_Alex020300_4
5,Mother,Alex020300,"okay let me fix it though , lookit (replacement:replacement:look) .",Alex,0.0,0.0,[],[1|2|COM] [2|0|ROOT] [3|2|OBJ] [4|2|XCOMP] [5|4|OBJ] [6|8|JCT 7|6|LP] [8|4|COMP 9|2|PUNCT],[co|okay] [v|let&ZERO] [pro:obj|me] [v|fix] [pro:per|it] [adv|though cm|cm] [v|look .],,,,,,,,,,MotherofAlex_Alex020300_5
6,Alex,Alex020300,another one .,Alex,0.0,0.0,[],[1|2|QUANT] [2|0|INCROOT 3|2|PUNCT],[qn|another] [pro:indef|one .],,,,,,,,,,AlexofAlex_Alex020300_6
7,Mother,Alex020300,I have_to get this staple out .,Alex,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|3|JCT 7|3|PUNCT],[pro:sub|I] [mod:aux|have_to] [v|get] [pro:dem|this] [n|staple] [adv|out .],,,,,,,,,,MotherofAlex_Alex020300_7
8,Alex,Alex020300,yyy yyy .,Alex,13.901,15.568,[],[],[],,,,,,,,,,AlexofAlex_Alex020300_8
9,Mother,Alex020300,"okay waimit (replacement:replacement:wait a minute) , I'll help you .",Alex,15.568,17.505,[],[1|2|COM] [2|0|ROOT 3|4|DET 4|2|OBJ 5|4|LP] [6|8|SUBJ 7|8|AUX] [8|2|COMP] [9|8|OBJ 10|2|PUNCT],[co|okay] [v|wait det:art|a n|minute cm|cm] [pro:sub|I~mod|will] [v|help] [pro:per|you .],,,,,,,,,,MotherofAlex_Alex020300_9
10,Mother,Alex020300,and then we'll fix the phone .,Alex,17.505,20.178,[],[1|5|LINK] [2|5|JCT] [3|5|SUBJ 4|5|AUX] [5|0|ROOT] [6|7|DET] [7|5|OBJ 8|5|PUNCT],[coord|and] [adv:tem|then] [pro:sub|we~mod|will] [v|fix] [det:art|the] [n|phone .],,,,,,,,,,MotherofAlex_Alex020300_10
