Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Violet010407,where are you ?,Violet,6.398,7.613,[],[1|3|LINK] [2|3|AUX] [3|0|INCROOT 4|3|PUNCT],[adv:int|where] [aux|be&PRES] [pro:per|you ?],,,,,,,,,,MotherofViolet_Violet010407_1
2,Mother,Violet010407,put your backpack on .,Violet,7.613,10.633,[],[1|0|ROOT] [2|3|MOD] [3|1|OBJ] [4|1|JCT 5|1|PUNCT],[v|put&ZERO] [det:poss|your] [n|+n|back+n|pack] [adv|on .],,,,,,,,,,MotherofViolet_Violet010407_2
3,Mother,Violet010407,"there we go , oh what a nice back+pack you have Violet .",Violet,10.633,16.146,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|LP] [5|6|COM] [6|3|COMP] [7|9|DET] [8|9|MOD] [9|6|OBJ] [10|11|SUBJ] [11|9|CMOD] [12|11|OBJ 13|3|PUNCT],[adv|there] [pro:sub|we] [v|go cm|cm] [co|oh] [pro:int|what] [det:art|a] [adj|nice] [n|+n|back+n|pack] [pro:per|you] [v|have] [n:prop|Violet .],,,,,,,,,,MotherofViolet_Violet010407_3
4,Mother,Violet010407,"oh is that pretty , now we gotta figure this out .",Violet,16.146,21.288,[],[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|6|JCT 5|4|LP] [6|2|JCT] [7|9|SUBJ] [8|9|AUX] [9|2|CJCT] [10|9|OBJ] [11|9|JCT 12|2|PUNCT],[co|oh] [cop|be&3S] [pro:dem|that] [adv|pretty cm|cm] [adv|now] [pro:sub|we] [mod:aux|gotta] [v|figure] [pro:dem|this] [adv|out .],,,,,,,,,,MotherofViolet_Violet010407_4
5,Mother,Violet010407,let me make sure it's goin<g> .,Violet,21.288,48.511,[],[1|0|ROOT] [2|1|OBJ] [3|1|XCOMP] [4|3|JCT] [5|7|SUBJ 6|7|AUX] [7|3|COMP 8|1|PUNCT],[v|let&ZERO] [pro:obj|me] [v|make] [adv|sure] [pro:per|it~aux|be&3S] [part|go-PRESP .],,,,,,,,,,MotherofViolet_Violet010407_5
6,Mother,Violet010407,alright you wanna do some work at the table ?,Violet,48.513,52.576,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|6|QUANT] [6|4|OBJ] [7|4|JCT] [8|9|DET] [9|7|POBJ 10|4|PUNCT],[co|alright] [pro:per|you] [mod:aux|wanna] [v|do] [qn|some] [n|work] [prep|at] [det:art|the] [n|table ?],,,,,,,,,,MotherofViolet_Violet010407_6
7,Mother,Violet010407,I'm gonna do some work and your gonna do some coloring .,Violet,52.576,55.985,[],[1|4|SUBJ 2|4|AUX] [3|4|AUX] [4|0|ROOT] [5|6|QUANT] [6|4|OBJ] [7|10|LINK] [8|10|SUBJ] [9|10|AUX] [10|4|CJCT] [11|12|QUANT] [12|10|OBJ 13|4|PUNCT],[pro:sub|I~aux|be&1S] [mod:aux|gonna] [v|do] [qn|some] [n|work] [coord|and] [det:poss|your] [mod:aux|gonna] [v|do] [qn|some] [n:gerund|color-PRESP .],,,,,,,,,,MotherofViolet_Violet010407_7
8,Mother,Violet010407,<o>kay ?,Violet,55.985,59.298,[],[1|0|INCROOT 2|1|PUNCT],[co|okay ?],,,,,,,,,,MotherofViolet_Violet010407_8
9,Mother,Violet010407,you're gonna help me wrap a present too .,Violet,59.298,64.087,[],[1|4|SUBJ 2|4|AUX] [3|4|AUX] [4|0|ROOT] [5|4|OBJ] [6|4|XCOMP] [7|8|DET] [8|6|OBJ] [9|8|PQ 10|4|PUNCT],[pro:per|you~aux|be&PRES] [mod:aux|gonna] [v|help] [pro:obj|me] [v|wrap] [det:art|a] [n|present] [post|too .],,,,,,,,,,MotherofViolet_Violet010407_9
10,Mother,Violet010407,wanna help me wrap a present ?,Violet,64.087,66.528,[],[1|2|AUX] [2|0|ROOT] [3|2|OBJ] [4|2|XCOMP] [5|6|DET] [6|4|OBJ 7|2|PUNCT],[mod:aux|wanna] [v|help] [pro:obj|me] [v|wrap] [det:art|a] [n|present ?],,,,,,,,,,MotherofViolet_Violet010407_10
