Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Naima,Naima010821,aqua shoes .,Naima,0.0,1.588,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|aqua] [n|shoe-PL .],,,,,,,,,,NaimaofNaima_Naima010821_1
2,Naima,Naima010821,aqua shoes .,Naima,1.588,3.063,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|aqua] [n|shoe-PL .],,,,,,,,,,NaimaofNaima_Naima010821_2
3,Mother,Naima010821,what are you doing with your aqua shoes ?,Naima,2.7,4.56,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|8|MOD] [7|8|MOD] [8|5|POBJ 9|4|PUNCT],[pro:int|what] [aux|be&PRES] [pro:per|you] [part|do-PRESP] [prep|with] [det:poss|your] [n|aqua] [n|shoe-PL ?],,,,,,,,,,MotherofNaima_Naima010821_3
4,Mother,Naima010821,you taking them down ?,Naima,4.56,6.811,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|JCT 5|2|PUNCT],[pro:per|you] [part|take-PRESP] [pro:obj|them] [adv|down ?],,,,,,,,,,MotherofNaima_Naima010821_4
5,Naima,Naima010821,xxx .,Naima,6.811,8.756,[],[],[],,,,,,,,,,NaimaofNaima_Naima010821_5
6,Naima,Naima010821,xxx .,Naima,8.756,17.368,[],[],[],,,,,,,,,,NaimaofNaima_Naima010821_6
7,Mother,Naima010821,"and the duck puzzle is there , too .",Naima,0.0,0.0,[],[1|5|LINK] [2|4|DET] [3|4|MOD] [4|5|SUBJ] [5|0|ROOT] [6|5|JCT 7|5|LP] [8|5|ENUM 9|5|PUNCT],[coord|and] [det:art|the] [n|duck] [n|puzzle] [cop|be&3S] [adv|there cm|cm] [post|too .],,,,,,,,,,MotherofNaima_Naima010821_7
8,Naima,Naima010821,yyy do it .,Naima,17.368,19.348,[],[] [1|0|INCROOT] [2|1|OBJ 3|1|PUNCT],[] [mod|do] [pro:per|it .],,,,,,,,,,NaimaofNaima_Naima010821_8
9,Mother,Naima010821,I'll just put it in the backpack xxx .,Naima,19.348,21.191,[],[1|4|SUBJ 2|4|AUX] [3|4|JCT] [4|0|ROOT] [5|4|OBJ] [6|4|JCT] [7|8|DET] [8|6|POBJ] [9|4|PUNCT],[pro:sub|I~mod|will] [adv|just] [v|put&ZERO] [pro:per|it] [prep|in] [det:art|the] [n|+n|back+n|pack] [.],,,,,,,,,,MotherofNaima_Naima010821_9
10,Mother,Naima010821,where are (t:t:self interruption),Naima,0.0,0.0,[],[1|2|LINK] [2|0|ROOT 3|2|PUNCT],[adv:int|where] [cop|be&PRES (mt:self interruption)],,,,,,,,,,MotherofNaima_Naima010821_10
11,Mother,Naima010821,do we have all the pieces for the duck puzzle ?,Naima,21.191,24.04,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|6|QUANT] [5|6|DET] [6|3|OBJ] [7|6|NJCT] [8|10|DET] [9|10|MOD] [10|7|POBJ 11|3|PUNCT],[mod|do] [pro:sub|we] [v|have] [qn|all] [det:art|the] [n|piece-PL] [prep|for] [det:art|the] [n|duck] [n|puzzle ?],,,,,,,,,,MotherofNaima_Naima010821_11
12,Mother,Naima010821,do you know if we have all those pieces ?,Naima,24.04,29.116,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|6|LINK] [5|6|SUBJ] [6|3|CJCT] [7|9|QUANT] [8|9|DET] [9|6|OBJ 10|3|PUNCT],[mod|do] [pro:per|you] [v|know] [conj|if] [pro:sub|we] [v|have] [qn|all] [pro:dem|those] [n|piece-PL ?],,,,,,,,,,MotherofNaima_Naima010821_12
13,Naima,Naima010821,there !,Naima,29.116,30.681,[],[1|0|INCROOT 2|1|PUNCT],[adv|there !],,,,,,,,,,NaimaofNaima_Naima010821_13
14,Naima,Naima010821,there's a pink yyy .,Naima,30.681,33.1,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED] [5|2|PUNCT],[pro:exist|there~cop|be&3S] [det:art|a] [n|pink] [.],,,,,,,,,,NaimaofNaima_Naima010821_14
15,Naima,Naima010821,xxx play with blocks .,Naima,33.1,36.163,[],[] [1|0|INCROOT] [2|1|JCT] [3|2|POBJ 4|1|PUNCT],[] [n|play] [prep|with] [n|block-PL .],,,,,,,,,,NaimaofNaima_Naima010821_15
16,Mother,Naima010821,"oh , you wanna play with the blocks ?",Naima,36.163,38.631,[],[1|5|COM 2|1|LP] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|5|JCT] [7|8|DET] [8|6|POBJ 9|5|PUNCT],[co|oh cm|cm] [pro:per|you] [mod:aux|wanna] [v|play] [prep|with] [det:art|the] [n|block-PL ?],,,,,,,,,,MotherofNaima_Naima010821_16
17,Naima,Naima010821,"somebody , somebody see , yyy somebody see , somebody yyy .",Naima,38.631,46.753,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM] [4|6|COM 5|4|LP] [] [6|3|COMP] [7|9|COM 8|7|LP] [9|6|OBJ] [10|1|PUNCT],[pro:indef|somebody cm|cm] [pro:indef|somebody] [co|see cm|cm] [] [pro:indef|somebody] [co|see cm|cm] [pro:indef|somebody] [.],,,,,,,,,,NaimaofNaima_Naima010821_17
18,Mother,Naima010821,somebody (t:t:trail off),Naima,46.753,48.15,[],[1|0|INCROOT 2|1|PUNCT],[pro:indef|somebody (mt:trail off)],,,,,,,,,,MotherofNaima_Naima010821_18
19,Naima,Naima010821,somebody will sit at that table and eat .,Naima,48.0,50.958,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|6|DET] [6|4|POBJ] [7|8|SUBJ] [8|3|CJCT 9|3|PUNCT],[pro:indef|somebody] [0aux|will] [v|sit] [prep|at] [pro:dem|that] [n|table] [0conj|and] [v|eat .],,,,,,,,,,NaimaofNaima_Naima010821_19
20,Mother,Naima010821,"oh , you're gonna make a table , somebody's gonna (replacement:replacement:going to) sit at that table to eat ?",Naima,50.958,53.991,[],[1|6|COM 2|1|LP] [3|6|SUBJ 4|6|AUX] [5|6|AUX] [6|0|ROOT] [7|8|DET] [8|6|OBJ 9|8|LP] [10|12|SUBJ 11|12|AUX] [12|8|XMOD 13|14|INF] [14|12|XCOMP] [15|14|JCT] [16|17|DET] [17|15|POBJ] [18|19|INF] [19|14|XCOMP 20|6|PUNCT],[co|oh cm|cm] [pro:per|you~aux|be&PRES] [mod:aux|gonna] [v|make] [det:art|a] [n|table cm|cm] [pro:indef|somebody~aux|be&3S] [part|go-PRESP inf|to] [v|sit] [prep|at] [pro:dem|that] [n|table] [inf|to] [v|eat ?],,,,,,,,,,MotherofNaima_Naima010821_20
21,Mother,Naima010821,great .,Naima,53.991,55.62,[],[1|0|INCROOT 2|1|PUNCT],[adj|great .],,,,,,,,,,MotherofNaima_Naima010821_21
22,Naima,Naima010821,Pooh .,Naima,55.62,58.258,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Pooh .],,,,,,,,,,NaimaofNaima_Naima010821_22
23,Naima,Naima010821,that's Pooh .,Naima,58.258,61.221,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:dem|that~cop|be&3S] [n:prop|Pooh .],,,,,,,,,,NaimaofNaima_Naima010821_23
24,Mother,Naima010821,oh .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,MotherofNaima_Naima010821_24
25,Mother,Naima010821,"yeah , that's about Pooh bear , isn't it ?",Naima,61.221,65.378,[],[1|4|COM 2|1|LP] [3|4|LINK 4|0|ROOT] [5|4|JCT] [6|9|LINK] [7|9|SUBJ 8|7|LP] [9|5|POBJ 10|9|NEG] [11|9|PRED 12|4|PUNCT],[co|yeah cm|cm] [pro:rel|that~aux|be&3S] [prep|about] [n:prop|Pooh] [n|bear cm|cm] [cop|be&3S~neg|not] [pro:per|it ?],,,,,,,,,,MotherofNaima_Naima010821_25
26,Mother,Naima010821,Winnie the Pooh and Eeyore's tail .,Naima,65.378,71.045,[],[1|0|INCROOT] [2|3|DET] [3|1|OBJ] [4|3|CONJ] [5|7|MOD 6|5|POSS] [7|4|COORD 8|1|PUNCT],[n:prop|Winnie] [det:art|the] [n:prop|Pooh] [coord|and] [n:prop|Eeyore~poss|s] [n|tail .],,,,,,,,,,MotherofNaima_Naima010821_26
27,Naima,Naima010821,yyy yyy .,Naima,71.045,74.111,[],[],[],,,,,,,,,,NaimaofNaima_Naima010821_27
