Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Lily020115,"like an hour when my microphone never worked and we didn't realize it until they got back and they were like , we have_to come back .",Lily,0.0,0.0,[],[1|0|INCROOT] [2|3|DET] [3|1|POBJ] [4|8|LINK] [5|6|MOD] [6|8|SUBJ] [7|8|JCT] [8|1|CJCT] [9|13|LINK] [10|13|SUBJ] [11|13|AUX 12|11|NEG] [13|8|CJCT] [14|13|OBJ] [15|17|JCT] [16|17|SUBJ] [17|13|COMP] [18|17|JCT] [19|22|LINK] [20|22|SUBJ] [21|22|AUX] [22|17|COMP 23|22|LP] [24|26|SUBJ] [25|26|AUX] [26|22|ENUM] [27|26|OBJ 28|1|PUNCT],[prep|like] [det:art|a] [n|hour] [conj|when] [det:poss|my] [n|microphone] [adv|never] [part|work-PASTP] [coord|and] [pro:sub|we] [mod|do&PAST~neg|not] [v|realize] [pro:per|it] [prep|until] [pro:sub|they] [v|get&PAST] [adv|back] [coord|and] [pro:sub|they] [aux|be&PAST] [co|like cm|cm] [pro:sub|we] [mod:aux|have_to] [v|come] [n|back .],,,,,,,,,,MotherofLily_Lily020115_1
2,Lily,Lily020115,"look , Stephanie , I'm running , wee .",Lily,0.0,6.548,[],[1|7|COM 2|1|LP] [3|1|ENUM 4|3|LP] [5|7|SUBJ 6|7|AUX] [7|0|ROOT 8|7|LP] [9|7|PRED 10|7|PUNCT],[co|look cm|cm] [n:prop|Stephanie cm|cm] [pro:sub|I~aux|be&1S] [part|run-PRESP cm|cm] [adj|wee .],,,,,,,,,,LilyofLily_Lily020115_2
3,Lily,Lily020115,whoa .,Lily,6.548,8.073,[],[1|0|INCROOT 2|1|PUNCT],[co|whoa .],,,,,,,,,,LilyofLily_Lily020115_3
4,Mother,Lily020115,are you showing Stephanie you're running ?,Lily,8.073,10.128,[],[1|7|AUX] [2|7|SUBJ] [3|7|AUX] [4|7|JCT] [5|7|SUBJ 6|7|AUX] [7|0|ROOT 8|7|PUNCT],[aux|be&PRES] [pro:per|you] [part|show-PRESP] [n:prop|Stephanie] [pro:per|you~aux|be&PRES] [part|run-PRESP ?],,,,,,,,,,MotherofLily_Lily020115_4
5,Lily,Lily020115,yeah .,Lily,10.128,11.185,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020115_5
6,Mother,Lily020115,yes .,Lily,11.185,12.275,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,MotherofLily_Lily020115_6
7,Mother,Lily020115,"sweetie when Dora and Boots went to the city of lost toys , what toys were they looking for ?",Lily,12.275,21.678,[],[1|6|COM] [2|6|LINK] [3|6|SUBJ] [4|3|CONJ] [5|4|COORD] [6|0|ROOT] [7|6|JCT] [8|9|DET] [9|7|POBJ] [10|9|NJCT] [11|10|POBJ] [12|11|OBJ 13|12|LP] [14|15|MOD] [15|16|SUBJ] [16|12|CJCT] [17|16|PRED] [18|17|XJCT] [19|18|JCT 20|6|PUNCT],[co|sweetie] [conj|when] [n:prop|Dora] [coord|and] [n:prop|Boots] [v|go&PAST] [prep|to] [det:art|the] [n|city] [prep|of] [v|lose&PAST] [n|toy-PL cm|cm] [pro:int|what] [n|toy-PL] [cop|be&PAST] [pro:sub|they] [part|look-PRESP] [prep|for ?],,,,,,,,,,MotherofLily_Lily020115_7
8,Lily,Lily020115,yyy .,Lily,21.278,22.613,[],[],[],,,,,,,,,,LilyofLily_Lily020115_8
9,Mother,Lily020115,"what toy , what does Dora have ?",Lily,22.616,24.22,[],[1|2|MOD] [2|7|LINK 3|2|LP] [4|7|SUBJ] [5|7|AUX] [6|7|SUBJ] [7|0|ROOT 8|7|PUNCT],[pro:int|what] [n|toy cm|cm] [det:int|what] [mod|do&3S] [n:prop|Dora] [v|have ?],,,,,,,,,,MotherofLily_Lily020115_9
10,Mother,Lily020115,what kinda (replacement:replacement:kind of) toy ?,Lily,24.22,25.243,[],[1|0|INCROOT] [2|1|OBJ 3|2|NJCT] [4|3|POBJ 5|1|PUNCT],[pro:int|what] [n|kind prep|of] [n|toy ?],,,,,,,,,,MotherofLily_Lily020115_10
