Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Lily,Lily020305,mommy .,Lily,0.0,5.216,CHI is whining,[1|0|INCROOT 2|1|PUNCT],[n|mommy .],,,,,,,,,,LilyofLily_Lily020305_1
2,Mother,Lily020305,I'm right here look .,Lily,5.216,6.665,[],[1|5|SUBJ 2|5|AUX] [3|5|JCT] [4|5|JCT] [5|0|ROOT 6|5|PUNCT],[pro:sub|I~aux|be&1S] [adv|right] [adv|here] [v|look .],,,,,,,,,,MotherofLily_Lily020305_2
3,Lily,Lily020305,no my other backpack on .,Lily,6.656,12.04,[],[1|2|COM] [2|4|COM] [3|4|QUANT] [4|0|ROOT] [5|4|JCT 6|4|PUNCT],[co|no] [co|my] [qn|other] [n|+n|back+n|pack] [adv|on .],,,,,,,,,,LilyofLily_Lily020305_3
4,Mother,Lily020305,oh alright .,Lily,0.0,0.0,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|oh] [co|alright .],,,,,,,,,,MotherofLily_Lily020305_4
5,Mother,Lily020305,sweetie sweetie mommy's doing it you don't have_to cry .,Lily,12.04,16.09,[],[1|5|COM] [2|5|COM] [3|5|SUBJ 4|5|AUX] [5|11|LINK] [6|5|OBJ] [7|11|SUBJ] [8|11|AUX 9|8|NEG] [10|11|AUX] [11|0|ROOT 12|11|PUNCT],[co|sweetie] [co|sweetie] [n|mommy~aux|be&3S] [part|do-PRESP] [pro:per|it] [pro:per|you] [mod|do~neg|not] [mod:aux|have_to] [v|cry .],,,,,,,,,,MotherofLily_Lily020305_5
6,Mother,Lily020305,it's okay .,Lily,16.09,17.778,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|it~cop|be&3S] [adj|okay .],,,,,,,,,,MotherofLily_Lily020305_6
7,Mother,Lily020305,goodness .,Lily,17.778,22.48,[],[1|0|INCROOT 2|1|PUNCT],[co|goodness .],,,,,,,,,,MotherofLily_Lily020305_7
8,Mother,Lily020305,honey honey .,Lily,22.48,24.315,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|honey] [n|honey .],,,,,,,,,,MotherofLily_Lily020305_8
9,Mother,Lily020305,honey ?,Lily,24.315,25.243,[],[1|0|INCROOT 2|1|PUNCT],[co|honey ?],,,,,,,,,,MotherofLily_Lily020305_9
10,Mother,Lily020305,let's calm down a little bit .,Lily,25.243,27.858,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|3|JCT] [5|7|DET] [6|7|MOD] [7|4|POBJ 8|1|PUNCT],[v|let~pro:obj|us] [v|calm] [prep|down] [det:art|a] [adj|little] [n|bit .],,,,,,,,,,MotherofLily_Lily020305_10
