Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,William,William030418,soccer .,William,0.0,2.632,[],[1|0|INCROOT 2|1|PUNCT],[n|soccer .],,,,,,,,,,WilliamofWilliam_William030418_1
2,Mother,William030418,this is on act two .,William,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|5|MOD] [5|3|POBJ 6|2|PUNCT],[pro:dem|this] [cop|be&3S] [prep|on] [n|act] [det:num|two .],,,,,,,,,,MotherofWilliam_William030418_2
3,William,William030418,"Amanda , .",William,0.0,0.0,[],[1|0|INCROOT 2|1|LP 3|1|PUNCT],[n:prop|Amanda cm|cm .],,,,,,,,,,WilliamofWilliam_William030418_3
4,Father,William030418,xxx .,William,0.0,0.0,[],[],[],,,,,,,,,,FatherofWilliam_William030418_4
5,William,William030418,I play soccer .,William,2.632,4.144,[],[1|2|SUBJ] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[pro:sub|I] [n|play] [n|soccer .],,,,,,,,,,WilliamofWilliam_William030418_5
6,Mother,William030418,"good , you're all set .",William,0.0,0.0,[],[1|0|INCROOT 2|1|LP] [3|6|SUBJ 4|6|AUX] [5|6|QUANT] [6|1|ENUM 7|1|PUNCT],[adj|good cm|cm] [pro:per|you~aux|be&PRES] [qn|all] [n|set .],,,,,,,,,,MotherofWilliam_William030418_6
7,William,William030418,mom I'm xxx .,William,4.145,6.385,the video gets static,[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|3|PUNCT],[n|mom] [pro:sub|I~aux|be&1S] [.],,,,,,,,,,WilliamofWilliam_William030418_7
8,William,William030418,Amanda I play soccer .,William,6.388,8.79,[],[1|4|MOD] [2|4|MOD] [3|4|MOD] [4|0|ROOT 5|4|PUNCT],[n:prop|Amanda] [pro:sub|I] [n|play] [n|soccer .],,,,,,,,,,WilliamofWilliam_William030418_8
9,CameraOperator,William030418,great !,William,8.79,9.716,[],[1|0|INCROOT 2|1|PUNCT],[adj|great !],,,,,,,,,,CameraOperatorofWilliam_William030418_9
10,William,William030418,my game is xxx .,William,9.716,13.38,[],[1|2|MOD] [2|3|SUBJ] [3|0|ROOT] [4|3|PUNCT],[det:poss|my] [n|game] [cop|be&3S] [.],,,,,,,,,,WilliamofWilliam_William030418_10
11,William,William030418,"Daddy , Daddy wanna play ?",William,13.38,16.325,[],[1|5|LINK 2|1|LP] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT 6|5|PUNCT],[n:prop|Daddy cm|cm] [n:prop|Daddy] [mod:aux|wanna] [v|play ?],,,,,,,,,,WilliamofWilliam_William030418_11
12,William,William030418,I xxx .,William,0.0,0.0,[],[1|0|INCROOT] [2|1|PUNCT],[pro:sub|I] [.],,,,,,,,,,WilliamofWilliam_William030418_12
13,William,William030418,yep (replacement:replacement:yes) .,William,16.325,19.63,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,WilliamofWilliam_William030418_13
14,Mother,William030418,"see , it's a red light , and it's on .",William,0.0,0.0,[],[1|4|COM 2|1|LP] [3|4|SUBJ 4|0|ROOT] [5|7|DET] [6|7|MOD] [7|4|PRED 8|7|LP] [9|11|LINK] [10|11|SUBJ 11|4|CJCT] [12|11|JCT 13|4|PUNCT],[co|see cm|cm] [pro:per|it~cop|be&3S] [det:art|a] [adj|red] [n|light cm|cm] [coord|and] [pro:per|it~cop|be&3S] [adv|on .],,,,,,,,,,MotherofWilliam_William030418_14
15,William,William030418,it might be in the (t:t:trail off),William,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[pro:per|it] [mod|might] [cop|be] [prep|in] [det:art|the (mt:trail off)],,,,,,,,,,WilliamofWilliam_William030418_15
