Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Naima,Naima020703,xxx .,Naima,0.0,7.03,CHI is singing,[],[],,,,,,,,,,NaimaofNaima_Naima020703_1
2,Mother,Naima020703,okay .,Naima,7.03,15.1,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofNaima_Naima020703_2
3,Naima,Naima020703,yyy yyy yyy yyy yyy .,Naima,15.1,19.44,[],[],[],,,,,,,,,,NaimaofNaima_Naima020703_3
4,Naima,Naima020703,yyy .,Naima,19.44,23.16,[],[],[],,,,,,,,,,NaimaofNaima_Naima020703_4
5,Mother,Naima020703,let sit right here and look at those books .,Naima,0.0,0.0,[],[1|0|ROOT] [2|1|OBJ] [3|1|JCT] [4|1|JCT] [5|1|CONJ] [6|5|COORD] [7|6|JCT] [8|9|DET] [9|7|POBJ 10|1|PUNCT],[v|let&ZERO] [v|sit] [adv|right] [adv|here] [coord|and] [v|look] [prep|at] [pro:dem|those] [n|book-PL .],,,,,,,,,,MotherofNaima_Naima020703_5
6,Naima,Naima020703,Mommy this book is my favorite because it has words .,Naima,23.16,28.325,[],[1|4|LINK] [2|3|DET] [3|4|SUBJ] [4|0|ROOT] [5|6|COM] [6|4|PRED] [7|10|LINK] [8|10|SUBJ] [9|10|AUX] [10|4|CJCT 11|4|PUNCT],[n:prop|Mommy] [pro:dem|this] [n|book] [cop|be&3S] [co|my] [adj|favorite] [conj|because] [pro:per|it] [aux|have&3S] [n|word-PL .],,,,,,,,,,NaimaofNaima_Naima020703_6
7,Mother,Naima020703,because it has words in it .,Naima,28.325,29.99,[],[1|4|LINK] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|5|POBJ 7|4|PUNCT],[conj|because] [pro:per|it] [aux|have&3S] [n|word-PL] [prep|in] [pro:per|it .],,,,,,,,,,MotherofNaima_Naima020703_7
8,Naima,Naima020703,yeah .,Naima,29.99,30.685,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,NaimaofNaima_Naima020703_8
9,Mother,Naima020703,ah .,Naima,30.685,33.475,[],[1|0|INCROOT 2|1|PUNCT],[co|ah .],,,,,,,,,,MotherofNaima_Naima020703_9
10,Mother,Naima020703,I'm going to read the book but I'm also going to put this transmitter in your pocket .,Naima,33.475,41.36,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|INF] [5|3|XCOMP] [6|7|DET] [7|5|OBJ] [8|10|LINK] [9|10|SUBJ 10|5|CJCT] [11|10|JCT] [12|10|PRED] [13|14|INF] [14|12|XCOMP] [15|16|DET] [16|14|OBJ] [17|14|JCT] [18|19|MOD] [19|17|POBJ 20|3|PUNCT],[pro:sub|I~aux|be&1S] [part|go-PRESP] [inf|to] [v|read&ZERO] [det:art|the] [n|book] [conj|but] [pro:sub|I~cop|be&1S] [adv|also] [part|go-PRESP] [inf|to] [v|put&ZERO] [pro:dem|this] [n|transmit&dv-AGT] [prep|in] [det:poss|your] [n|pocket .],,,,,,,,,,MotherofNaima_Naima020703_10
11,Naima,Naima020703,why ?,Naima,39.965,41.36,[],[1|0|INCROOT 2|1|PUNCT],[adv:int|why ?],,,,,,,,,,NaimaofNaima_Naima020703_11
12,Mother,Naima020703,oh_my_goodness is it too big for the pocket .,Naima,41.36,45.45,[],[1|3|COM] [2|3|AUX] [3|5|SUBJ] [4|5|JCT] [5|0|ROOT] [6|5|JCT] [7|8|DET] [8|6|POBJ 9|5|PUNCT],[co|oh_my_goodness] [aux|be&3S] [pro:per|it] [adv|too] [adj|big] [prep|for] [det:art|the] [n|pocket .],,,,,,,,,,MotherofNaima_Naima020703_12
13,Mother,Naima020703,no is not too big .,Naima,45.45,53.78,[],[1|5|COM] [2|5|AUX] [3|2|NEG] [4|5|JCT] [5|0|ROOT 6|5|PUNCT],[co|no] [aux|be&3S] [neg|not] [adv|too] [adj|big .],,,,,,,,,,MotherofNaima_Naima020703_13
14,Mother,Naima020703,it's just right .,Naima,53.78,56.43,[],[1|2|SUBJ 2|0|ROOT] [3|4|MOD] [4|2|PRED 5|2|PUNCT],[pro:per|it~cop|be&3S] [adj|just] [n|right .],,,,,,,,,,MotherofNaima_Naima020703_14
15,Mother,Naima020703,there you go .,Naima,56.43,57.41,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|there] [pro:per|you] [v|go .],,,,,,,,,,MotherofNaima_Naima020703_15
16,Mother,Naima020703,and Mommy is gonna wear one too and we look at the book .,Naima,57.41,60.94,[],[1|5|LINK] [2|5|SUBJ] [3|5|AUX] [4|5|AUX] [5|0|ROOT] [6|5|OBJ] [7|5|JCT] [8|10|LINK] [9|10|SUBJ] [10|5|CJCT] [11|10|JCT] [12|13|DET] [13|11|POBJ 14|5|PUNCT],[coord|and] [n:prop|Mommy] [aux|be&3S] [mod:aux|gonna] [v|wear] [det:num|one] [adv|too] [coord|and] [pro:sub|we] [v|look] [prep|at] [det:art|the] [n|book .],,,,,,,,,,MotherofNaima_Naima020703_16
17,Mother,Naima020703,today is October seventeenth .,Naima,60.94,63.585,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PRED] [4|3|PRED 5|2|PUNCT],[adv:tem|today] [cop|be&3S] [n:prop|October] [adj|seventeenth .],,,,,,,,,,MotherofNaima_Naima020703_17
18,Naima,Naima020703,yyy why Mommy's gonna where the other one ?,Naima,63.585,67.555,[],[] [1|2|LINK] [2|5|SUBJ 3|5|AUX] [4|5|AUX] [5|8|LINK] [6|8|DET] [7|8|QUANT] [8|0|INCROOT 9|8|PUNCT],[] [adv:int|why] [n:prop|Mommy~aux|be&3S] [mod:aux|gonna] [pro:rel|where] [det:art|the] [qn|other] [pro:indef|one ?],,,,,,,,,,NaimaofNaima_Naima020703_18
19,Mother,Naima020703,oh you can leave it just there .,Naima,67.555,69.325,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|OBJ] [6|7|JCT] [7|4|JCT 8|4|PUNCT],[co|oh] [pro:per|you] [mod|can] [v|leave] [pro:per|it] [adv|just] [adv|there .],,,,,,,,,,MotherofNaima_Naima020703_19
20,Mother,Naima020703,we can look at this new book .,Naima,69.325,71.33,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|7|DET] [6|7|MOD] [7|4|POBJ 8|3|PUNCT],[pro:sub|we] [mod|can] [v|look] [prep|at] [pro:dem|this] [adj|new] [n|book .],,,,,,,,,,MotherofNaima_Naima020703_20
21,Mother,Naima020703,ha who's on the cover .,Naima,0.0,0.0,[],[1|2|COM] [2|0|ROOT 3|2|POSS] [4|2|JCT] [5|6|DET] [6|4|POBJ 7|2|PUNCT],[co|ha] [pro:int|who~poss|s] [prep|on] [det:art|the] [n|cover .],,,,,,,,,,MotherofNaima_Naima020703_21
22,Naima,Naima020703,it's (t:t:self interruption),Naima,71.33,76.39,[],[1|2|SUBJ 2|0|ROOT 3|2|PUNCT],[pro:per|it~cop|be&3S (mt:self interruption)],,,,,,,,,,NaimaofNaima_Naima020703_22
23,Mother,Naima020703,who do we see on the cover .,Naima,0.0,0.0,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|7|DET] [7|5|POBJ 8|4|PUNCT],[pro:int|who] [mod|do] [pro:sub|we] [v|see] [prep|on] [det:art|the] [n|cover .],,,,,,,,,,MotherofNaima_Naima020703_23
24,Naima,Naima020703,what is Tigger doing there ?,Naima,76.39,79.3,[],[1|2|LINK] [2|0|ROOT] [3|2|PRED] [4|3|XMOD] [5|4|JCT 6|2|PUNCT],[pro:int|what] [cop|be&3S] [n:prop|Tigger] [part|do-PRESP] [adv|there ?],,,,,,,,,,NaimaofNaima_Naima020703_24
25,Mother,Naima020703,There is Tigger oh there he is Tigger is right there .,Naima,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PUNCT] [4|7|COM] [5|7|JCT] [6|7|SUBJ] [7|3|ROOT] [8|7|PRED] [9|8|INCROOT] [10|11|JCT] [11|9|JCT 12|9|PUNCT],[n:prop|There] [cop|be&3S] [n:prop|Tigger] [co|oh] [adv|there] [pro:sub|he] [cop|be&3S] [n:prop|Tigger] [aux|be&3S] [adv|right] [adv|there .],,,,,,,,,,MotherofNaima_Naima020703_25
26,Naima,Naima020703,and Pooh .,Naima,79.3,83.515,[],[1|0|INCROOT] [2|1|COORD 3|1|PUNCT],[coord|and] [n:prop|Pooh .],,,,,,,,,,NaimaofNaima_Naima020703_26
27,Mother,Naima020703,and Pooh .,Naima,0.0,0.0,[],[1|0|INCROOT] [2|1|COORD 3|1|PUNCT],[coord|and] [n:prop|Pooh .],,,,,,,,,,MotherofNaima_Naima020703_27
28,Mother,Naima020703,and who else .,Naima,83.515,84.765,[],[1|0|INCROOT] [2|1|COORD] [3|2|PQ 4|1|PUNCT],[coord|and] [pro:int|who] [post|else .],,,,,,,,,,MotherofNaima_Naima020703_28
29,Naima,Naima020703,nobody .,Naima,85.14,86.745,[],[1|0|INCROOT 2|1|PUNCT],[pro:indef|nobody .],,,,,,,,,,NaimaofNaima_Naima020703_29
30,Mother,Naima020703,what about up there .,Naima,86.745,88.18,[],[1|3|LINK] [2|3|JCT] [3|0|ROOT] [4|3|JCT 5|3|PUNCT],[pro:int|what] [adv|about] [adv|up] [adv|there .],,,,,,,,,,MotherofNaima_Naima020703_30
31,Mother,Naima020703,is that Kanga and Roo .,Naima,88.18,92.675,[],[1|0|ROOT] [2|3|LINK] [3|1|CMOD] [4|3|CONJ] [5|4|COORD 6|1|PUNCT],[cop|be&3S] [pro:rel|that] [n:prop|Kanga] [coord|and] [n:prop|Roo .],,,,,,,,,,MotherofNaima_Naima020703_31
32,Naima,Naima020703,yes what are they doing ?,Naima,92.675,96.39,[],[1|5|COM] [2|5|SUBJ] [3|5|AUX] [4|5|SUBJ] [5|0|ROOT 6|5|PUNCT],[co|yes] [pro:int|what] [aux|be&PRES] [pro:sub|they] [part|do-PRESP ?],,,,,,,,,,NaimaofNaima_Naima020703_32
33,Naima,Naima020703,what are they doing ?,Naima,96.39,100.94,[],[1|4|SUBJ] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[det:int|what] [aux|be&PRES] [pro:sub|they] [part|do-PRESP ?],,,,,,,,,,NaimaofNaima_Naima020703_33
34,Mother,Naima020703,looks like they are looking at a piece of paper .,Naima,100.94,104.075,[],[1|0|ROOT] [2|5|LINK] [3|5|SUBJ] [4|5|AUX] [5|1|COMP] [6|5|JCT] [7|8|DET] [8|6|POBJ] [9|8|NJCT] [10|9|POBJ 11|1|PUNCT],[cop|look-3S] [conj|like] [pro:sub|they] [aux|be&PRES] [part|look-PRESP] [prep|at] [det:art|a] [n|piece] [prep|of] [n|paper .],,,,,,,,,,MotherofNaima_Naima020703_34
35,Naima,Naima020703,read no .,Naima,104.075,106.74,[],[1|0|ROOT] [2|1|COM 3|1|PUNCT],[v|read&ZERO] [co|no .],,,,,,,,,,NaimaofNaima_Naima020703_35
36,Mother,Naima020703,there's Eeyore and Owl too .,Naima,106.74,108.98,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED] [4|3|CONJ] [5|4|COORD] [6|5|PQ 7|2|PUNCT],[pro:exist|there~cop|be&3S] [n:prop|Eeyore] [coord|and] [n:prop|Owl] [post|too .],,,,,,,,,,MotherofNaima_Naima020703_36
37,Mother,Naima020703,oh .,Naima,108.98,111.54,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,MotherofNaima_Naima020703_37
