Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Lily,Lily030010,hey Mommy .,Lily,0.0,2.042,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|hey] [n:prop|Mommy .],,,,,,,,,,LilyofLily_Lily030010_1
2,Mother,Lily030010,xxx .,Lily,2.042,2.923,[],[],[],,,,,,,,,,MotherofLily_Lily030010_2
3,Mother,Lily030010,xxx .,Lily,2.923,4.715,[],[],[],,,,,,,,,,MotherofLily_Lily030010_3
4,Mother,Lily030010,xxx .,Lily,4.715,5.677,[],[],[],,,,,,,,,,MotherofLily_Lily030010_4
5,Lily,Lily030010,yyy .,Lily,5.677,7.725,[],[],[],,,,,,,,,,LilyofLily_Lily030010_5
6,Mother,Lily030010,xxx mommy xxx .,Lily,7.725,9.307,[],[] [1|0|INCROOT] [2|1|PUNCT],[] [n|mommy] [.],,,,,,,,,,MotherofLily_Lily030010_6
7,Mother,Lily030010,xxx .,Lily,9.307,11.618,[],[],[],,,,,,,,,,MotherofLily_Lily030010_7
8,Mother,Lily030010,xxx .,Lily,11.618,13.942,[],[],[],,,,,,,,,,MotherofLily_Lily030010_8
9,Mother,Lily030010,ah .,Lily,13.942,18.792,[],[1|0|INCROOT 2|1|PUNCT],[co|ah .],,,,,,,,,,MotherofLily_Lily030010_9
10,Mother,Lily030010,hey sweetie you wanna look at my food book with me ?,Lily,18.792,21.722,[],[1|5|COM] [2|5|COM] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|5|JCT] [7|9|MOD] [8|9|MOD] [9|6|POBJ] [10|9|NJCT] [11|10|POBJ 12|5|PUNCT],[co|hey] [co|sweetie] [pro:per|you] [mod:aux|wanna] [v|look] [prep|at] [det:poss|my] [n|food] [n|book] [prep|with] [pro:obj|me ?],,,,,,,,,,MotherofLily_Lily030010_10
11,Mother,Lily030010,you wanna see it ?,Lily,21.722,24.295,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|see] [pro:per|it ?],,,,,,,,,,MotherofLily_Lily030010_11
12,Lily,Lily030010,no .,Lily,24.295,26.143,[],[1|0|INCROOT 2|1|PUNCT],[co|no .],,,,,,,,,,LilyofLily_Lily030010_12
13,Mother,Lily030010,really well look it talks all about bread .,Lily,26.143,29.32,[],[1|3|JCT] [2|3|JCT] [3|0|ROOT] [4|3|OBJ] [5|3|XCOMP] [6|5|JCT] [7|6|JCT] [8|7|POBJ 9|3|PUNCT],[adv|real&dadj-LY] [adv|well] [v|look] [pro:per|it] [v|talk-3S] [adv|all] [prep|about] [n|bread .],,,,,,,,,,MotherofLily_Lily030010_13
14,Lily,Lily030010,no I yyy .,Lily,29.32,31.17,[],[1|2|COM] [2|0|ROOT] [3|2|PUNCT],[co|no] [pro:sub|I] [.],,,,,,,,,,LilyofLily_Lily030010_14
