Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,William010412,where's the train that goes on there William ?,William,0.0,4.368,[],[1|2|LINK 2|0|ROOT] [3|4|DET] [4|2|PRED] [5|6|LINK] [6|4|CMOD] [7|6|JCT] [8|9|JCT] [9|7|POBJ 10|2|PUNCT],[adv:int|where~cop|be&3S] [det:art|the] [n|train] [pro:rel|that] [v|go-3S] [prep|on] [adv|there] [n:prop|William ?],,,,,,,,,,MotherofWilliam_William010412_1
2,Mother,William010412,can we find the train ?,William,4.368,9.508,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[mod|can] [pro:sub|we] [v|find] [det:art|the] [n|train ?],,,,,,,,,,MotherofWilliam_William010412_2
3,Mother,William010412,can we find the train ?,William,9.508,13.561,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[mod|can] [pro:sub|we] [v|find] [det:art|the] [n|train ?],,,,,,,,,,MotherofWilliam_William010412_3
4,Mother,William010412,wanna stay here with Mommy ?,William,13.561,16.056,[],[1|2|AUX] [2|0|ROOT] [3|2|JCT] [4|2|JCT] [5|4|POBJ 6|2|PUNCT],[mod:aux|wanna] [cop|stay] [adv|here] [prep|with] [n:prop|Mommy ?],,,,,,,,,,MotherofWilliam_William010412_4
5,Mother,William010412,oh you stay here with Mommy .,William,16.056,18.633,CHI is crying,[1|3|COM] [2|3|SUBJ] [3|0|INCROOT] [4|3|NJCT] [5|4|JCT] [6|5|POBJ 7|3|PUNCT],[co|oh] [pro:per|you] [n|stay] [adv|here] [prep|with] [n:prop|Mommy .],,,,,,,,,,MotherofWilliam_William010412_5
6,Mother,William010412,can you stay with Mommy ?,William,18.633,19.763,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[mod|can] [pro:per|you] [cop|stay] [prep|with] [n:prop|Mommy ?],,,,,,,,,,MotherofWilliam_William010412_6
7,Mother,William010412,"o:h , you stay with Mommy , come on .",William,19.763,23.3,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|5|POBJ 7|8|SUBJ] [8|4|CJCT] [9|8|JCT 10|4|PUNCT],[co|oh cm|cm] [pro:per|you] [cop|stay] [prep|with] [n:prop|Mommy cm|cm] [v|come] [adv|on .],,,,,,,,,,MotherofWilliam_William010412_7
8,Mother,William010412,cmon (replacement:replacement:come on) .,William,23.3,24.511,[],[1|0|ROOT 2|1|JCT 3|1|PUNCT],[v|come adv|on .],,,,,,,,,,MotherofWilliam_William010412_8
9,Mother,William010412,okay .,William,24.511,26.715,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofWilliam_William010412_9
10,Mother,William010412,hi .,William,26.715,27.778,[],[1|0|INCROOT 2|1|PUNCT],[co|hi .],,,,,,,,,,MotherofWilliam_William010412_10
11,Mother,William010412,hi .,William,27.778,29.385,[],[1|0|INCROOT 2|1|PUNCT],[co|hi .],,,,,,,,,,MotherofWilliam_William010412_11
12,Mother,William010412,hi .,William,29.385,31.52,[],[1|0|INCROOT 2|1|PUNCT],[co|hi .],,,,,,,,,,MotherofWilliam_William010412_12
13,William,William010412,xxx .,William,31.52,33.978,[],[],[],,,,,,,,,,WilliamofWilliam_William010412_13
14,Mother,William010412,who's that ?,William,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|who~cop|be&3S] [pro:dem|that ?],,,,,,,,,,MotherofWilliam_William010412_14
15,William,William010412,James .,William,33.978,36.105,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|James .],,,,,,,,,,WilliamofWilliam_William010412_15
16,Mother,William010412,James ?,William,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|James ?],,,,,,,,,,MotherofWilliam_William010412_16
17,Mother,William010412,yeah .,William,36.105,37.038,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofWilliam_William010412_17
18,Mother,William010412,who's that ?,William,37.038,37.931,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|who~cop|be&3S] [pro:dem|that ?],,,,,,,,,,MotherofWilliam_William010412_18
19,William,William010412,Katie !,William,37.931,40.368,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Katie !],,,,,,,,,,WilliamofWilliam_William010412_19
20,Mother,William010412,"Katie , yes .",William,0.0,0.0,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[n:prop|Katie cm|cm] [co|yes .],,,,,,,,,,MotherofWilliam_William010412_20
21,Mother,William010412,<a>n<d> who's that ?,William,40.368,41.585,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|3|PRED 5|3|PUNCT],[coord|and] [pro:int|who~cop|be&3S] [pro:dem|that ?],,,,,,,,,,MotherofWilliam_William010412_21
22,William,William010412,Katie .,William,41.585,43.311,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Katie .],,,,,,,,,,WilliamofWilliam_William010412_22
23,Mother,William010412,who's that ?,William,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|who~cop|be&3S] [pro:dem|that ?],,,,,,,,,,MotherofWilliam_William010412_23
24,William,William010412,Sarah .,William,43.311,45.248,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Sarah .],,,,,,,,,,WilliamofWilliam_William010412_24
25,Mother,William010412,"Sarah , yeah .",William,0.0,0.0,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[n:prop|Sarah cm|cm] [co|yeah .],,,,,,,,,,MotherofWilliam_William010412_25
