Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Naima020527,xxx .,Naima,0.0,0.0,[],[],[],,,,,,,,,,MotherofNaima_Naima020527_1
2,Naima,Naima020527,yyy yyy { tiger (?) } yyy xxx { dance (?) } .,Naima,0.0,8.741,[],[] [] [1|2|MOD] [] [] [2|0|ROOT 3|2|PUNCT],[] [] [n|tiger] [] [] [n|dance .],,,,,,,,,,NaimaofNaima_Naima020527_2
3,Mother,Naima020527,"oh , now you're talking about (t:t:trail off)",Naima,0.0,0.0,[],[1|6|COM 2|1|LP] [3|6|JCT] [4|6|SUBJ 5|6|AUX] [6|0|ROOT] [7|6|JCT 8|6|PUNCT],[co|oh cm|cm] [adv|now] [pro:per|you~aux|be&PRES] [part|talk-PRESP] [adv|about (mt:trail off)],,,,,,,,,,MotherofNaima_Naima020527_3
4,Mother,Naima020527,now you're talking about the wiggle song .,Naima,8.741,10.585,[],[1|4|JCT] [2|4|SUBJ 3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|8|DET] [7|8|MOD] [8|5|POBJ 9|4|PUNCT],[adv|now] [pro:per|you~aux|be&PRES] [part|talk-PRESP] [prep|about] [det:art|the] [n|wiggle] [n|song .],,,,,,,,,,MotherofNaima_Naima020527_4
5,Naima,Naima020527,yyy yyy why does (.) yyy .,Naima,10.585,16.04,[],[] [] [1|2|LINK] [2|0|ROOT] [3|2|PUNCT],[] [] [adv:int|why] [v|do&3S] [.],,,,,,,,,,NaimaofNaima_Naima020527_5
6,Naima,Naima020527,xxx Mommy yyy do the elephant { man (?) } do the elephant dance .,Naima,16.04,22.51,[],[] [1|2|SUBJ] [] [2|0|ROOT] [3|5|DET] [4|5|MOD] [5|6|SUBJ] [6|2|COMP] [7|9|DET] [8|9|MOD] [9|6|OBJ 10|2|PUNCT],[] [n:prop|Mommy] [] [v|do] [det:art|the] [n|elephant] [n|man] [v|do] [det:art|the] [n|elephant] [n|dance .],,,,,,,,,,NaimaofNaima_Naima020527_6
7,Mother,Naima020527,mm .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|mm .],,,,,,,,,,MotherofNaima_Naima020527_7
8,Mother,Naima020527,that's just what that phrase means .,Naima,22.51,24.96,[],[1|2|SUBJ 2|0|ROOT] [3|4|JCT] [4|7|LINK] [5|6|DET] [6|7|SUBJ] [7|2|PRED 8|2|PUNCT],[pro:dem|that~cop|be&3S] [adv|just] [pro:int|what] [pro:dem|that] [n|phrase] [v|mean-3S .],,,,,,,,,,MotherofNaima_Naima020527_8
9,Naima,Naima020527,hm: .,Naima,24.96,30.898,[],[1|0|INCROOT 2|1|PUNCT],[co|hm .],,,,,,,,,,NaimaofNaima_Naima020527_9
10,Naima,Naima020527,do the monkey yyy yyy .,Naima,30.848,34.248,CHI is making animal noises,[1|0|ROOT] [2|3|DET] [3|1|OBJ] [] [4|1|PUNCT],[v|do] [det:art|the] [n|monkey] [] [.],,,,,,,,,,NaimaofNaima_Naima020527_10
11,Mother,Naima020527,xxx .,Naima,0.0,0.0,[],[],[],,,,,,,,,,MotherofNaima_Naima020527_11
12,Naima,Naima020527,and do the tiger yyy yyy .,Naima,34.123,40.715,[],[1|2|LINK] [2|0|ROOT] [3|4|DET] [4|2|OBJ] [] [5|2|PUNCT],[coord|and] [v|do] [det:art|the] [n|tiger] [] [.],,,,,,,,,,NaimaofNaima_Naima020527_12
13,Mother,Naima020527,"mm , that's a good song .",Naima,0.0,0.0,[],[1|4|LINK 2|1|LP] [3|4|SUBJ 4|0|ROOT] [5|7|DET] [6|7|MOD] [7|4|PRED 8|4|PUNCT],[co|mm cm|cm] [pro:dem|that~cop|be&3S] [det:art|a] [adj|good] [n|song .],,,,,,,,,,MotherofNaima_Naima020527_13
14,Naima,Naima020527,and do the elephant xxx .,Naima,40.715,45.903,"the ""elephant"" noises could not be transcribed[]",[1|2|LINK] [2|0|ROOT] [3|4|DET] [4|2|OBJ] [5|2|PUNCT],[coord|and] [v|do] [det:art|the] [n|elephant] [.],,,,,,,,,,NaimaofNaima_Naima020527_14
15,Mother,Naima020527,xxx .,Naima,0.0,0.0,laughter,[],[],,,,,,,,,,MotherofNaima_Naima020527_15
16,Naima,Naima020527,xxx .,Naima,45.903,48.7,[],[],[],,,,,,,,,,NaimaofNaima_Naima020527_16
