Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,William030115,here's the tea house .,William,0.0,1.345,[],[1|2|SUBJ 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:exist|here~cop|be&3S] [det:art|the] [n|tea] [n|house .],,,,,,,,,,MotherofWilliam_William030115_1
2,William,William030115,here is tea .,William,1.346,2.386,[],[1|3|JCT] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[adv|here] [0aux|is] [n|tea .],,,,,,,,,,WilliamofWilliam_William030115_2
3,Mother,William030115,here's t<he> (t:t:interruption),William,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:exist|here~cop|be&3S] [det:art|the (mt:interruption)],,,,,,,,,,MotherofWilliam_William030115_3
4,William,William030115,there is tea .,William,2.387,3.48,[],[1|3|JCT] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[adv|there] [0aux|is] [n|tea .],,,,,,,,,,WilliamofWilliam_William030115_4
5,Mother,William030115,what kind of t<ea> (t:t:self interruption question),William,3.481,4.754,[],[1|0|INCROOT] [2|1|OBJ] [3|2|NJCT] [4|3|POBJ 5|1|PUNCT],[pro:int|what] [n|kind] [prep|of] [n|tea (mt:self interruption question)],,,,,,,,,,MotherofWilliam_William030115_5
6,Mother,William030115,what am I getting ?,William,0.0,0.0,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[pro:int|what] [aux|be&1S] [pro:sub|I] [part|get-PRESP ?],,,,,,,,,,MotherofWilliam_William030115_6
7,William,William030115,"there is tea , there's tea right there .",William,4.755,7.69,[],[1|3|JCT] [2|3|MOD] [3|0|INCROOT 4|3|LP] [5|6|SUBJ 6|3|ENUM] [7|6|PRED] [8|9|JCT] [9|7|NJCT 10|3|PUNCT],[adv|there] [0aux|is] [n|tea cm|cm] [pro:exist|there~cop|be&3S] [n|tea] [adv|right] [adv|there .],,,,,,,,,,WilliamofWilliam_William030115_7
8,Mother,William030115,"oh okay , is that my tea ?",William,7.691,9.161,[],[1|5|COM] [2|5|COM 3|2|LP] [4|5|AUX] [5|0|ROOT] [6|7|MOD] [7|5|OBJ 8|5|PUNCT],[co|oh] [co|okay cm|cm] [aux|be&3S] [det:dem|that] [det:poss|my] [n|tea ?],,,,,,,,,,MotherofWilliam_William030115_8
9,William,William030115,"yeah , go get it .",William,9.163,10.079,[],[1|4|COM 2|1|LP] [3|4|SRL] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[co|yeah cm|cm] [v|go] [v|get] [pro:per|it .],,,,,,,,,,WilliamofWilliam_William030115_9
10,Mother,William030115,okay .,William,10.08,10.673,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofWilliam_William030115_10
