Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Naima020416,xxx .,Naima,0.0,0.91,[],[],[],,,,,,,,,,MotherofNaima_Naima020416_1
2,Naima,Naima020416,"If you're happy and you know it , touch your toes .",Naima,0.91,4.57,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|3|PRED] [5|3|CONJ] [6|7|SUBJ] [7|5|COORD] [8|7|OBJ 9|7|LP] [10|12|MOD] [11|12|MOD] [12|7|OBJ 13|3|PUNCT],[n:prop|If] [pro:per|you~cop|be&PRES] [adj|happy] [coord|and] [pro:per|you] [v|know] [pro:per|it cm|cm] [n|touch] [det:poss|your] [n|toe-PL .],,,,,,,,,,NaimaofNaima_Naima020416_2
3,Naima,Naima020416,If you &hap (t:t:trail off),Naima,4.57,9.575,[],[1|0|INCROOT] [2|1|OBJ] [3|1|PUNCT],[n:prop|If] [pro:per|you] [(mt:trail off)],,,,,,,,,,NaimaofNaima_Naima020416_3
4,Mother,Naima020416,you could do ring around the rosie with bears .,Naima,9.575,11.83,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|3|JCT] [6|7|DET] [7|5|POBJ] [8|3|JCT] [9|8|POBJ 10|3|PUNCT],[pro:per|you] [mod|could] [v|do] [n|ring] [prep|around] [det:art|the] [n|rose&dadj-DIM] [prep|with] [n|bear-PL .],,,,,,,,,,MotherofNaima_Naima020416_4
5,Naima,Naima020416,"you , you , Mommy to do and and you going to (t:t:trail off)",Naima,11.83,18.68,[],[1|5|SUBJ 2|1|LP] [3|1|ENUM 4|3|LP] [5|0|ROOT] [6|5|JCT] [7|6|POBJ] [8|5|CONJ] [9|8|COORD] [10|11|SUBJ] [11|9|CMOD] [12|11|JCT 13|5|PUNCT],[pro:per|you cm|cm] [pro:per|you cm|cm] [n:prop|Mommy] [prep|to] [0aux|do] [coord|and] [0conj|and] [pro:per|you] [part|go-PRESP] [prep|to (mt:trail off)],,,,,,,,,,NaimaofNaima_Naima020416_5
6,Mother,Naima020416,I'm gonna be I've gotta clean bring the bears in here to do ring around the rosie .,Naima,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|4|AUX] [4|2|PRED] [5|9|SUBJ 6|9|AUX] [7|9|AUX] [8|9|JCT] [9|4|CMOD] [10|11|DET] [11|9|OBJ] [12|9|JCT] [13|12|POBJ] [14|9|JCT] [15|14|POBJ] [16|15|OBJ] [17|16|NJCT] [18|19|DET] [19|17|POBJ 20|2|PUNCT],[pro:sub|I~cop|be&1S] [mod:aux|gonna] [cop|be] [pro:sub|I~aux|have] [mod:aux|gotta] [adj|clean] [v|bring] [det:art|the] [n|bear-PL] [prep|in] [adv|here] [prep|to] [v|do] [n|ring] [prep|around] [det:art|the] [n|rose&dadj-DIM .],,,,,,,,,,MotherofNaima_Naima020416_6
7,Naima,Naima020416,"yes , { you (= I) } do .",Naima,0.0,0.0,[ˈhˈjɛ] h is preaspiration[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[co|yes cm|cm] [pro:per|you] [v|do .],,,,,,,,,,NaimaofNaima_Naima020416_7
8,Naima,Naima020416,xxx xxx .,Naima,22.095,25.92,inaudible,[],[],,,,,,,,,,NaimaofNaima_Naima020416_8
9,Mother,Naima020416,may be you could spin them on the stool to do it .,Naima,25.92,29.225,[],[1|2|AUX] [2|5|LINK] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|5|OBJ] [7|5|JCT] [8|9|DET] [9|7|POBJ] [10|11|INF] [11|5|XCOMP] [12|11|OBJ 13|5|PUNCT],[mod|may] [cop|be] [pro:per|you] [mod|could] [v|spin] [pro:obj|them] [prep|on] [det:art|the] [n|stool] [inf|to] [v|do] [pro:per|it .],,,,,,,,,,MotherofNaima_Naima020416_9
10,Naima,Naima020416,"ring around , posies .",Naima,29.225,36.31,[],[1|0|ROOT] [2|1|JCT 3|1|LP] [4|1|ENUM 5|1|PUNCT],[v|ring] [adv|around cm|cm] [n|posy-PL .],,,,,,,,,,NaimaofNaima_Naima020416_10
11,Mother,Naima020416,ring around the rose a pocket full of posies .,Naima,0.0,0.0,[],[1|0|INCROOT] [2|1|NJCT] [3|4|DET] [4|2|POBJ] [5|6|DET] [6|4|OBJ] [7|6|POSTMOD] [8|7|JCT] [9|8|POBJ 10|1|PUNCT],[n|ring] [prep|around] [det:art|the] [n|rose] [det:art|a] [n|pocket] [adj|full] [prep|of] [n|posy-PL .],,,,,,,,,,MotherofNaima_Naima020416_11
12,Mother,Naima020416,ashes ashes they all fall down .,Naima,0.0,0.0,[],[1|2|MOD] [2|5|LINK] [3|5|SUBJ] [4|3|PQ] [5|0|ROOT] [6|5|JCT 7|5|PUNCT],[n|ash-PL] [n|ash-PL] [pro:sub|they] [post|all] [v|fall] [adv|down .],,,,,,,,,,MotherofNaima_Naima020416_12
13,Naima,Naima020416,"ashes , all fall down !",Naima,36.31,42.115,[],[1|0|INCROOT 2|1|LP] [3|4|QUANT] [4|1|ENUM] [5|1|JCT 6|1|PUNCT],[n|ash-PL cm|cm] [qn|all] [n|fall] [adv|down !],,,,,,,,,,NaimaofNaima_Naima020416_13
14,Mother,Naima020416,cows are in the meadow eating butter cups .,Naima,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ] [6|2|XJCT] [7|8|MOD] [8|6|OBJ 9|2|PUNCT],[n|cow-PL] [cop|be&PRES] [prep|in] [det:art|the] [n|meadow] [part|eat-PRESP] [n|butter] [n|cup-PL .],,,,,,,,,,MotherofNaima_Naima020416_14
15,Naima,Naima020416,"meadow , eating (t:t:trail off)",Naima,42.115,48.185,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[adj|meadow cm|cm] [part|eat-PRESP (mt:trail off)],,,,,,,,,,NaimaofNaima_Naima020416_15
16,Mother,Naima020416,thunder lightening they all jump .,Naima,48.185,53.18,[],[1|2|SUBJ] [2|5|LINK] [3|5|SUBJ] [4|3|PQ] [5|0|ROOT 6|5|PUNCT],[n|thunder] [part|lighten-PRESP] [pro:sub|they] [post|all] [v|jump .],,,,,,,,,,MotherofNaima_Naima020416_16
