Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Naima010026,"okay , let's put on our microphones .",Naima,0.0,3.348,,[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|3|OBJ] [5|3|XJCT] [6|5|JCT] [7|8|MOD] [8|6|POBJ 9|1|PUNCT],[co|okay cm|cm] [v|let~pro:obj|us] [part|put&PASTP] [prep|on] [det:poss|our] [n|microphone-PL .],,,,,,,,,,MotherofNaima_Naima010026_1
2,Mother,Naima010026,"what're (replacement:replacement:what are) you doing , are you hiding ?",Naima,8.047,9.964,,[1|4|LINK 2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|LP] [6|8|AUX] [7|8|SUBJ] [8|4|XJCT 9|4|PUNCT],[pro:int|what aux|be&PRES] [pro:per|you] [part|do-PRESP cm|cm] [aux|be&PRES] [pro:per|you] [part|hide-PRESP ?],,,,,,,,,,MotherofNaima_Naima010026_2
3,Mother,Naima010026,are you hiding ?,Naima,10.143,12.413,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[cop|be&PRES] [pro:per|you] [part|hide-PRESP ?],,,,,,,,,,MotherofNaima_Naima010026_3
4,Mother,Naima010026,put this on .,Naima,12.413,17.946,[],[1|0|ROOT] [2|1|OBJ] [3|1|JCT 4|1|PUNCT],[v|put&ZERO] [pro:dem|this] [prep|on .],,,,,,,,,,MotherofNaima_Naima010026_4
5,Mother,Naima010026,let's take off your jacket .,Naima,17.946,20.558,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|3|JCT] [5|6|MOD] [6|4|POBJ 7|1|PUNCT],[v|let~pro:obj|us] [v|take] [prep|off] [det:poss|your] [n|jacket .],,,,,,,,,,MotherofNaima_Naima010026_5
6,Mother,Naima010026,put this on .,Naima,20.558,28.703,[],[1|0|ROOT] [2|1|OBJ] [3|1|JCT 4|1|PUNCT],[v|put&ZERO] [pro:dem|this] [prep|on .],,,,,,,,,,MotherofNaima_Naima010026_6
7,Mother,Naima010026,it's okay .,Naima,28.703,30.713,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|it~cop|be&3S] [adj|okay .],,,,,,,,,,MotherofNaima_Naima010026_7
8,Mother,Naima010026,"it's just a backpack , you're used to that .",Naima,30.713,33.916,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED] [4|5|DET] [5|3|OBJ 6|5|LP] [7|9|SUBJ 8|9|AUX] [9|5|CMOD] [10|9|JCT] [11|10|POBJ 12|2|PUNCT],[pro:per|it~cop|be&3S] [adj|just] [det:art|a] [n|+n|back+n|pack cm|cm] [pro:per|you~aux|be&PRES] [v|use-PAST] [prep|to] [pro:dem|that .],,,,,,,,,,MotherofNaima_Naima010026_8
9,Mother,Naima010026,you're used to that now .,Naima,33.916,36.683,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|4|POBJ] [6|3|JCT 7|3|PUNCT],[pro:per|you~aux|be&PRES] [v|use-PAST] [prep|to] [pro:dem|that] [adv|now .],,,,,,,,,,MotherofNaima_Naima010026_9
10,Mother,Naima010026,and then you can ignore it .,Naima,36.683,41.296,[],[1|5|LINK] [2|5|JCT] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|5|OBJ 7|5|PUNCT],[coord|and] [adv:tem|then] [pro:per|you] [mod|can] [v|ignore] [pro:per|it .],,,,,,,,,,MotherofNaima_Naima010026_10
