Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Lily020728,you wanna see the (t:t:self interruption),Lily,0.0,4.253,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|see] [det:art|the (mt:self interruption)],,,,,,,,,,MotherofLily_Lily020728_1
2,Mother,Lily020728,oh fruits and nuts .,Lily,0.0,0.0,[],[1|2|COM] [2|0|INCROOT] [3|2|CONJ] [4|3|COORD 5|2|PUNCT],[co|oh] [n|fruit-PL] [coord|and] [n|nut-PL .],,,,,,,,,,MotherofLily_Lily020728_2
3,Mother,Lily020728,in late summer and fall trees produce seeds .,Lily,4.253,7.765,[],[1|0|INCROOT] [2|3|MOD] [3|1|POBJ] [4|1|CONJ] [5|8|MOD] [6|8|MOD] [7|8|MOD] [8|4|COORD 9|1|PUNCT],[prep|in] [adj|late] [n|summer] [coord|and] [n|fall] [n|tree-PL] [n|produce] [n|seed-PL .],,,,,,,,,,MotherofLily_Lily020728_3
4,Mother,Lily020728,some come in nuts others (t:t:interruption),Lily,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|5|MOD] [5|2|OBJ 6|2|PUNCT],[pro:indef|some] [v|come] [adv|in] [adj|nuts] [n:pt|others (mt:interruption)],,,,,,,,,,MotherofLily_Lily020728_4
5,Lily,Lily020728,xxx .,Lily,7.765,11.975,[],[],[],,,,,,,,,,LilyofLily_Lily020728_5
6,Mother,Lily020728,alright you wanna do the cobweb cake ?,Lily,0.0,0.0,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|7|DET] [6|7|MOD] [7|4|OBJ 8|4|PUNCT],[co|alright] [pro:per|you] [mod:aux|wanna] [v|do] [det:art|the] [n|cobweb] [n|cake ?],,,,,,,,,,MotherofLily_Lily020728_6
7,Lily,Lily020728,yeah .,Lily,11.975,12.811,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020728_7
8,Mother,Lily020728,okay xxx hello fruity crumble yummy .,Lily,12.811,16.85,[],[1|4|COM] [] [2|4|COM] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT 6|4|PUNCT],[co|okay] [] [co|hello] [adj|fruit&dn-Y] [v|crumble] [adj|yum&dn-Y .],,,,,,,,,,MotherofLily_Lily020728_8
9,Mother,Lily020728,fall leaves (t:t:trail off),Lily,16.851,19.941,[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[n|fall] [v|leave-3S (mt:trail off)],,,,,,,,,,MotherofLily_Lily020728_9
10,Lily,Lily020728,read it read it !,Lily,19.941,21.795,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[v|read&ZERO] [pro:per|it] [v|read&ZERO] [pro:per|it !],,,,,,,,,,LilyofLily_Lily020728_10
11,Mother,Lily020728,okay well Honey I start reading and then you don't like that page maybe oh (t:t:self interruption),Lily,21.796,25.718,[],[1|2|MOD] [2|5|JCT] [3|5|JCT] [4|5|SUBJ] [5|0|ROOT] [6|5|OBJ] [7|6|CONJ] [8|12|JCT] [9|12|SUBJ] [10|12|AUX 11|10|NEG] [12|14|COM] [13|14|DET] [14|16|SUBJ] [15|16|JCT] [16|7|COORD 17|5|PUNCT],[adj|okay] [adv|well] [n:prop|Honey] [pro:sub|I] [v|start] [part|read-PRESP] [coord|and] [adv:tem|then] [pro:per|you] [mod|do~neg|not] [co|like] [pro:dem|that] [n|page] [adv|maybe] [co|oh (mt:self interruption)],,,,,,,,,,MotherofLily_Lily020728_11
12,Lily,Lily020728,mushrooms !,Lily,25.718,28.06,[],[1|0|INCROOT 2|1|PUNCT],[n|mushroom-PL !],,,,,,,,,,LilyofLily_Lily020728_12
13,Mother,Lily020728,mushroom hunt !,Lily,0.0,0.0,[],[1|2|MOD] [2|0|ROOT 3|2|PUNCT],[n|mushroom] [n|hunt !],,,,,,,,,,MotherofLily_Lily020728_13
14,Mother,Lily020728,early fall is the best time to go I didn't know this Honey (t:t:trail off),Lily,28.06,32.255,[],[1|2|MOD] [2|3|SUBJ] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|PRED] [7|8|INF] [8|6|XMOD] [9|12|SUBJ] [10|12|AUX 11|10|NEG] [12|8|COMP] [13|14|DET] [14|12|OBJ 15|3|PUNCT],[adj|early] [n|fall] [cop|be&3S] [det:art|the] [adj|good&SP] [n|time] [inf|to] [v|go] [pro:sub|I] [mod|do&PAST~neg|not] [v|know] [pro:dem|this] [n:prop|Honey (mt:trail off)],,,,,,,,,,MotherofLily_Lily020728_14
15,Mother,Lily020728,early fall is the best time to go hunting for toadstools and mushrooms .,Lily,32.255,36.096,[],[1|2|MOD] [2|3|SUBJ] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|PRED] [7|8|INF] [8|6|XMOD] [9|8|OBJ] [10|9|JCT] [11|10|POBJ] [12|11|CONJ] [13|12|COORD 14|3|PUNCT],[adj|early] [n|fall] [cop|be&3S] [det:art|the] [adj|good&SP] [n|time] [inf|to] [v|go] [part|hunt-PRESP] [prep|for] [n|+n|toad+n|stool-PL] [coord|and] [n|mushroom-PL .],,,,,,,,,,MotherofLily_Lily020728_15
16,Mother,Lily020728,we should tell Daddy that .,Lily,36.098,37.55,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|SUBJ] [5|3|OBJ 6|3|PUNCT],[pro:sub|we] [mod|should] [v|tell] [n:prop|Daddy] [pro:dem|that .],,,,,,,,,,MotherofLily_Lily020728_16
17,Lily,Lily020728,yeah .,Lily,37.55,38.653,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020728_17
18,Mother,Lily020728,you can find an astonishing variety in fields and forests and even in gardens .,Lily,38.653,43.571,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|OBJ] [7|6|NJCT] [8|7|POBJ] [9|6|CONJ] [10|9|COORD] [11|3|CONJ] [12|11|COORD] [13|12|JCT] [14|13|POBJ 15|3|PUNCT],[pro:per|you] [mod|can] [v|find] [det:art|a] [part|astonish-PRESP] [n|variety] [prep|in] [n|field-PL] [coord|and] [n|forest-PL] [coord|and] [adv|even] [prep|in] [n|garden-PL .],,,,,,,,,,MotherofLily_Lily020728_18
19,Mother,Lily020728,toadstools and mushrooms are fungi .,Lily,43.571,46.79,[],[1|0|INCROOT] [2|4|LINK] [3|4|SUBJ] [4|1|CMOD] [5|4|PRED 6|1|PUNCT],[n|+n|toad+n|stool-PL] [coord|and] [n|mushroom-PL] [cop|be&PRES] [n|fungus&PL .],,,,,,,,,,MotherofLily_Lily020728_19
20,Mother,Lily020728,these are plants that don't have any leaves or flowers but send tiny threads down into other plants or animal &-uh other plants or animal dung and feed on them .,Lily,46.79,56.988,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PRED] [4|7|LINK] [5|7|AUX 6|5|NEG] [7|3|CMOD] [8|9|QUANT] [9|7|OBJ] [10|9|CONJ] [11|10|COORD] [12|7|CONJ] [13|12|COORD] [14|15|MOD] [15|13|OBJ] [16|13|JCT] [17|13|JCT] [18|19|QUANT] [19|17|POBJ] [20|19|CONJ] [21|20|COORD] [] [22|23|QUANT] [23|21|CMOD] [24|23|CONJ] [25|26|MOD] [26|24|COORD] [27|23|CONJ] [28|27|COORD] [29|28|NJCT] [30|29|POBJ 31|2|PUNCT],[pro:dem|these] [cop|be&PRES] [n|plant-PL] [pro:rel|that] [mod|do~neg|not] [v|have] [qn|any] [n|leaf-PL] [coord|or] [n|flower-PL] [conj|but] [v|send] [adj|tiny] [n|thread-PL] [adv|down] [prep|into] [qn|other] [n|plant-PL] [coord|or] [n|animal] [] [qn|other] [n|plant-PL] [coord|or] [n|animal] [n|dung] [coord|and] [n|feed] [prep|on] [pro:obj|them .],,,,,,,,,,MotherofLily_Lily020728_20
21,Mother,Lily020728,some fungi grow on dead leaves and others grow on tree trunks or dead logs .,Lily,56.988,62.306,[],[1|2|QUANT] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|6|MOD] [6|3|OBJ] [7|9|LINK] [8|9|SUBJ] [9|6|CJCT] [10|9|JCT] [11|12|MOD] [12|10|POBJ] [13|12|CONJ] [14|15|MOD] [15|13|COORD 16|3|PUNCT],[qn|some] [n|fungus&PL] [v|grow] [adv|on] [adj|dead] [n|leaf-PL] [coord|and] [n:pt|others] [v|grow] [prep|on] [n|tree] [n|trunk-PL] [coord|or] [adj|dead] [n|log-PL .],,,,,,,,,,MotherofLily_Lily020728_21
22,Mother,Lily020728,here are some to look for .,Lily,62.306,64.143,[],[1|2|JCT] [2|0|ROOT] [3|2|PRED] [4|5|INF] [5|3|XCOMP] [6|5|JCT 7|2|PUNCT],[adv|here] [cop|be&PRES] [qn|some] [inf|to] [v|look] [prep|for .],,,,,,,,,,MotherofLily_Lily020728_22
23,Mother,Lily020728,"(langs:langs:single,fra) cepes (t:t:trail off)",Lily,64.143,68.025,[],[1|0|INCROOT 2|1|PUNCT],[L2|cepes (mt:trail off)],,,,,,,,,,MotherofLily_Lily020728_23
24,Mother,Lily020728,also known as the porcini I believe .,Lily,68.025,70.995,[],[1|2|JCT] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ] [6|7|SUBJ] [7|2|CJCT 8|2|PUNCT],[adv|also] [part|know&PASTP] [prep|as] [det:art|the] [n|porcini] [pro:sub|I] [v|believe .],,,,,,,,,,MotherofLily_Lily020728_24
25,Mother,Lily020728,has a dark brown cap with pores underneath instead of gills .,Lily,70.995,75.11,[],[1|0|ROOT] [2|3|DET] [3|1|OBJ] [4|5|MOD] [5|3|XMOD] [6|5|JCT] [7|6|POBJ] [8|7|NJCT] [9|8|POBJ] [10|9|JCT] [11|10|POBJ 12|1|PUNCT],[v|have&3S] [det:art|a] [n|dark] [adj|brown] [n|cap] [prep|with] [n|pore-PL] [prep|underneath] [adv|instead] [prep|of] [n|gill-PL .],,,,,,,,,,MotherofLily_Lily020728_25
26,Mother,Lily020728,ooh this is a poisonous one we are not allowed to eat that one .,Lily,75.11,79.71600000000001,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|PRED] [7|8|SUBJ] [8|6|CMOD] [9|8|NEG] [10|8|PRED] [11|12|INF] [12|10|XCOMP] [13|14|DET] [14|12|OBJ 15|3|PUNCT],[v|ooh] [pro:dem|this] [cop|be&3S] [det:art|a] [adj|poisonous] [pro:indef|one] [pro:sub|we] [cop|be&PRES] [neg|not] [part|allow-PASTP] [inf|to] [v|eat] [pro:dem|that] [pro:indef|one .],,,,,,,,,,MotherofLily_Lily020728_26
