Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Lily030100,xxx a real chop ?,Lily,0.0,1.482,[],[] [1|3|DET] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[] [det:art|a] [adj|real] [n|chop ?],,,,,,,,,,MotherofLily_Lily030100_1
2,Lily,Lily030100,it came from the farm .,Lily,1.482,5.297,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ 6|2|PUNCT],[pro:per|it] [v|come&PAST] [prep|from] [det:art|the] [n|farm .],,,,,,,,,,LilyofLily_Lily030100_2
3,Mother,Lily030100,oh came from the farm ?,Lily,5.297,6.59,[],[1|2|COM] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ 6|2|PUNCT],[co|oh] [v|come&PAST] [prep|from] [det:art|the] [n|farm ?],,,,,,,,,,MotherofLily_Lily030100_3
4,Lily,Lily030100,it's a farm chop .,Lily,6.59,8.55,[],[1|2|SUBJ 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:per|it~cop|be&3S] [det:art|a] [n|farm] [n|chop .],,,,,,,,,,LilyofLily_Lily030100_4
5,Mother,Lily030100,it's a farm chop .,Lily,8.55,9.867,[],[1|2|SUBJ 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:per|it~cop|be&3S] [det:art|a] [n|farm] [n|chop .],,,,,,,,,,MotherofLily_Lily030100_5
6,Mother,Lily030100,I'm guessing we have one less animal on the farm then .,Lily,9.867,12.997,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|SUBJ] [5|3|XCOMP] [6|8|MOD] [7|8|MOD] [8|5|OBJ] [9|8|NJCT] [10|11|DET] [11|12|SUBJ] [12|9|POBJ 13|3|PUNCT],[pro:sub|I~aux|be&1S] [part|guess-PRESP] [pro:sub|we] [v|have] [pro:indef|one] [adj|less] [n|animal] [prep|on] [det:art|the] [n|farm] [adv:tem|then .],,,,,,,,,,MotherofLily_Lily030100_6
7,Mother,Lily030100,xxx .,Lily,0.0,0.0,[],[],[],,,,,,,,,,MotherofLily_Lily030100_7
8,Lily,Lily030100,xxx .,Lily,12.997,16.222,[],[],[],,,,,,,,,,LilyofLily_Lily030100_8
9,Mother,Lily030100,who eats chops ?,Lily,16.222,20.23,[],[1|2|OBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:int|who] [v|eat-3S] [n|chop-PL ?],,,,,,,,,,MotherofLily_Lily030100_9
10,Mother,Lily030100,who do you know who eats chops ?,Lily,20.23,22.192,[],[1|2|OBJ] [2|0|ROOT] [3|4|SUBJ] [4|2|COMP] [5|6|SUBJ] [6|4|COMP] [7|6|OBJ 8|2|PUNCT],[pro:int|who] [v|do] [pro:per|you] [v|know] [pro:int|who] [v|eat-3S] [n|chop-PL ?],,,,,,,,,,MotherofLily_Lily030100_10
11,Lily,Lily030100,who ?,Lily,22.192,23.052,[],[1|0|INCROOT 2|1|PUNCT],[pro:rel|who ?],,,,,,,,,,LilyofLily_Lily030100_11
12,Mother,Lily030100,I don't know I thought maybe you knew someone .,Lily,23.052,24.815,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|6|SUBJ] [6|4|COMP] [7|6|JCT] [8|9|SUBJ] [9|6|COMP] [10|9|OBJ 11|4|PUNCT],[pro:sub|I] [mod|do~neg|not] [v|know] [pro:sub|I] [v|think&PAST] [adv|maybe] [pro:per|you] [v|know&PAST] [pro:indef|someone .],,,,,,,,,,MotherofLily_Lily030100_12
13,Lily,Lily030100,Alec .,Lily,24.815,28.532,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Alec .],,,,,,,,,,LilyofLily_Lily030100_13
14,Mother,Lily030100,oh Alec likes chops ?,Lily,28.532,29.842,[],[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[co|oh] [n:prop|Alec] [v|like-3S] [n|chop-PL ?],,,,,,,,,,MotherofLily_Lily030100_14
15,Mother,Lily030100,wow .,Lily,29.842,30.85,[],[1|0|INCROOT 2|1|PUNCT],[co|wow .],,,,,,,,,,MotherofLily_Lily030100_15
16,Mother,Lily030100,should we play with some play+dough honey ?,Lily,30.85,32.397,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|6|QUANT] [6|7|MOD] [7|4|POBJ 8|3|PUNCT],[mod|should] [pro:sub|we] [v|play] [prep|with] [qn|some] [n|+n|play+n|dough] [n|honey ?],,,,,,,,,,MotherofLily_Lily030100_16
17,Lily,Lily030100,yeah .,Lily,32.397,33.518,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily030100_17
18,Mother,Lily030100,alright .,Lily,33.518,34.267,[],[1|0|INCROOT 2|1|PUNCT],[co|alright .],,,,,,,,,,MotherofLily_Lily030100_18
19,Mother,Lily030100,let's see .,Lily,34.267,36.662,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP 4|1|PUNCT],[v|let~pro:obj|us] [v|see .],,,,,,,,,,MotherofLily_Lily030100_19
20,Mother,Lily030100,boy they sure seal these things up good these days don't they ?,Lily,36.662,42.05,[],[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|6|DET] [6|4|OBJ] [7|8|JCT] [8|13|JCT] [9|10|DET] [10|13|SUBJ] [11|13|AUX 12|11|NEG] [13|6|NJCT 14|3|PUNCT],[co|boy] [pro:sub|they] [v|sure] [v|seal] [pro:dem|these] [n|thing-PL] [adv|up] [adj|good] [pro:dem|these] [n|day-PL] [mod|do~neg|not] [pro:sub|they ?],,,,,,,,,,MotherofLily_Lily030100_20
