Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Naima,Naima020306,"and you're growing yyy , growing , growing , it'll be a tomato and you'll eat it xxx .",Naima,0.0,599.131,"change in recording , technical difficulties",[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|3|PRED] [5|4|LP] [6|4|XJCT 7|6|LP] [8|6|XJCT 9|8|LP] [10|12|SUBJ 11|12|AUX] [12|8|COMP] [13|14|DET] [14|12|PRED] [15|18|LINK] [16|18|SUBJ 17|18|AUX] [18|14|XMOD] [19|18|OBJ] [20|3|PUNCT],[coord|and] [pro:per|you~cop|be&PRES] [part|grow-PRESP] [cm|cm] [part|grow-PRESP cm|cm] [part|grow-PRESP cm|cm] [pro:per|it~mod|will] [cop|be] [det:art|a] [n|tomato] [coord|and] [pro:per|you~mod|will] [v|eat] [pro:per|it] [.],,,,,,,,,,NaimaofNaima_Naima020306_1
2,Mother,Naima020306,yeah .,Naima,599.131,600.433,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofNaima_Naima020306_2
3,Naima,Naima020306,"and you'll , you were using a towel in the garden .",Naima,600.433,609.423,[],[1|7|LINK] [2|7|SUBJ 3|7|AUX 4|3|LP] [5|7|SUBJ] [6|7|AUX] [7|0|ROOT] [8|9|DET] [9|7|OBJ] [10|7|JCT] [11|12|DET] [12|10|POBJ 13|7|PUNCT],[coord|and] [pro:per|you~mod|will cm|cm] [pro:per|you] [aux|be&PAST] [part|use-PRESP] [det:art|a] [n|towel] [prep|in] [det:art|the] [n|garden .],,,,,,,,,,NaimaofNaima_Naima020306_3
4,Mother,Naima020306,"who was using it , Mommy or Naima ?",Naima,609.423,611.523,[],[1|3|LINK] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|4|LP] [6|3|OBJ] [7|6|CONJ] [8|7|COORD 9|3|PUNCT],[pro:rel|who] [aux|be&PAST&13S] [part|use-PRESP] [pro:per|it cm|cm] [n:prop|Mommy] [coord|or] [n:prop|Naima ?],,,,,,,,,,MotherofNaima_Naima020306_4
5,Naima,Naima020306,Naima was using it .,Naima,611.523,613.1,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[n:prop|Naima] [aux|be&PAST&13S] [part|use-PRESP] [pro:per|it .],,,,,,,,,,NaimaofNaima_Naima020306_5
6,Mother,Naima020306,you could say I was using a trowel in the garden .,Naima,613.1,616.023,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|6|SUBJ] [5|6|AUX] [6|3|COMP] [7|8|DET] [8|6|OBJ] [9|6|JCT] [10|11|DET] [11|9|POBJ 12|3|PUNCT],[pro:per|you] [mod|could] [v|say] [pro:sub|I] [aux|be&PAST&13S] [part|use-PRESP] [det:art|a] [n|trowel] [prep|in] [det:art|the] [n|garden .],,,,,,,,,,MotherofNaima_Naima020306_6
7,Naima,Naima020306,I was using a towel in the garden .,Naima,616.023,619.296,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|3|JCT] [7|8|DET] [8|6|POBJ 9|3|PUNCT],[pro:sub|I] [aux|be&PAST&13S] [part|use-PRESP] [det:art|a] [n|towel] [prep|in] [det:art|the] [n|garden .],,,,,,,,,,NaimaofNaima_Naima020306_7
8,Mother,Naima020306,yeah .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofNaima_Naima020306_8
9,Mother,Naima020306,you've been saying I more to mean Naima .,Naima,619.296,624.55,[],[1|4|SUBJ 2|4|AUX] [3|4|AUX] [4|0|ROOT] [5|4|OBJ] [6|5|JCT] [7|8|INF] [8|6|XCOMP] [9|8|OBJ 10|4|PUNCT],[pro:per|you~aux|have] [aux|be&PASTP] [part|say-PRESP] [pro:sub|I] [adv|more] [inf|to] [v|mean] [n:prop|Naima .],,,,,,,,,,MotherofNaima_Naima020306_9
10,Naima,Naima020306,why ?,Naima,619.296,622.688,[],[1|0|INCROOT 2|1|PUNCT],[adv:int|why ?],,,,,,,,,,NaimaofNaima_Naima020306_10
11,Mother,Naima020306,this week .,Naima,624.55,627.753,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [n|week .],,,,,,,,,,MotherofNaima_Naima020306_11
