Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,William,William010427,yyy .,William,0.0,2.976,[],[],[],,,,,,,,,,WilliamofWilliam_William010427_1
2,Mother,William010427,mm .,William,0.0,0.0,mimicking CHI,[1|0|INCROOT 2|1|PUNCT],[co|mm .],,,,,,,,,,MotherofWilliam_William010427_2
3,William,William010427,yyy .,William,2.976,8.0,[],[],[],,,,,,,,,,WilliamofWilliam_William010427_3
4,Mother,William010427,mm: !,William,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|mm !],,,,,,,,,,MotherofWilliam_William010427_4
5,William,William010427,xxx .,William,8.0,11.815,[],[],[],,,,,,,,,,WilliamofWilliam_William010427_5
6,Mother,William010427,hi: sweetie leets@wp .,William,0.0,0.0,[],[1|3|COM] [2|3|COM] [3|0|ROOT 4|3|PUNCT],[co|hi] [co|sweetie] [wplay|leets .],,,,,,,,,,MotherofWilliam_William010427_6
7,Mother,William010427,cmon (replacement:replacement:come on) .,William,11.816,12.64,[],[1|0|ROOT 2|1|JCT 3|1|PUNCT],[v|come adv|on .],,,,,,,,,,MotherofWilliam_William010427_7
8,William,William010427,{ raisins (?) } .,William,12.64,16.308,[],[1|0|INCROOT 2|1|PUNCT],[n|raisin-PL .],,,,,,,,,,WilliamofWilliam_William010427_8
9,Mother,William010427,"shh raisins , yeah .",William,0.0,0.0,[],[1|2|COM] [2|0|INCROOT 3|2|LP] [4|2|ENUM 5|2|PUNCT],[co|shh] [n|raisin-PL cm|cm] [co|yeah .],,,,,,,,,,MotherofWilliam_William010427_9
10,William,William010427,yyy .,William,16.308,19.13,[],[],[],,,,,,,,,,WilliamofWilliam_William010427_10
11,Mother,William010427,didjou (replacement:replacement:did you) want another raisin ?,William,0.0,0.0,[],[1|0|ROOT 2|3|SUBJ] [3|1|COMP] [4|5|QUANT] [5|3|OBJ 6|1|PUNCT],[v|do&PAST pro:per|you] [v|want] [qn|another] [n|raisin ?],,,,,,,,,,MotherofWilliam_William010427_11
12,Mother,William010427,didjou (replacement:replacement:did you) want another raisin ?,William,19.13,21.93,[],[1|0|ROOT 2|3|SUBJ] [3|1|COMP] [4|5|QUANT] [5|3|OBJ 6|1|PUNCT],[v|do&PAST pro:per|you] [v|want] [qn|another] [n|raisin ?],,,,,,,,,,MotherofWilliam_William010427_12
13,Mother,William010427,not yet ?,William,21.93,24.683,[],[1|2|NEG] [2|0|INCROOT 3|2|PUNCT],[neg|not] [adv|yet ?],,,,,,,,,,MotherofWilliam_William010427_13
14,William,William010427,{ yet (?) } .,William,24.683,26.218,[],[1|0|INCROOT 2|1|PUNCT],[adv|yet .],,,,,,,,,,WilliamofWilliam_William010427_14
15,William,William010427,yyy .,William,26.218,27.418,[],[],[],,,,,,,,,,WilliamofWilliam_William010427_15
16,Mother,William010427,you do ?,William,27.418,29.211,[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[pro:per|you] [v|do ?],,,,,,,,,,MotherofWilliam_William010427_16
17,Mother,William010427,here .,William,29.211,30.37,[],[1|0|INCROOT 2|1|PUNCT],[adv|here .],,,,,,,,,,MotherofWilliam_William010427_17
18,Mother,William010427,can you get one ?,William,30.37,32.946,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[mod|can] [pro:per|you] [v|get] [pro:indef|one ?],,,,,,,,,,MotherofWilliam_William010427_18
