Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Violet010618,say hello .,Violet,0.0,1.931,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|say] [n|hello .],,,,,,,,,,MotherofViolet_Violet010618_1
2,Mother,Violet010618,say hello .,Violet,1.931,3.818,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|say] [n|hello .],,,,,,,,,,MotherofViolet_Violet010618_2
3,Mother,Violet010618,"&-uh , ow don't you bonk your head .",Violet,3.818,6.713,[],[1|6|LINK] [2|6|COM] [3|6|AUX 4|3|NEG] [5|6|SUBJ] [6|0|ROOT] [7|8|MOD] [8|6|OBJ 9|6|PUNCT],[cm|cm] [co|ow] [mod|do~neg|not] [pro:per|you] [v|bonk] [det:poss|your] [n|head .],,,,,,,,,,MotherofViolet_Violet010618_3
4,Mother,Violet010618,Vaivy say hello .,Violet,6.713,8.168,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[n:prop|Vaivy] [v|say] [n|hello .],,,,,,,,,,MotherofViolet_Violet010618_4
5,Mother,Violet010618,say hello .,Violet,8.485,10.331,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|say] [n|hello .],,,,,,,,,,MotherofViolet_Violet010618_5
6,Violet,Violet010618,yyy yyy yyy .,Violet,10.331,12.491,[],[],[],,,,,,,,,,VioletofViolet_Violet010618_6
7,Violet,Violet010618,yyy yyy yyy .,Violet,12.491,15.923,[],[],[],,,,,,,,,,VioletofViolet_Violet010618_7
8,Mother,Violet010618,say hello .,Violet,0.0,0.0,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|say] [n|hello .],,,,,,,,,,MotherofViolet_Violet010618_8
9,Mother,Violet010618,you didn't &-uh whoa (t:t:self interruption),Violet,0.0,0.0,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [] [4|0|INCROOT 5|4|PUNCT],[pro:per|you] [mod|do&PAST~neg|not] [] [co|whoa (mt:self interruption)],,,,,,,,,,MotherofViolet_Violet010618_9
10,Mother,Violet010618,alright don't dump that out .,Violet,17.66,23.9,[],[1|4|COM] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|OBJ] [6|4|JCT 7|4|PUNCT],[co|alright] [mod|do~neg|not] [v|dump] [pro:dem|that] [adv|out .],,,,,,,,,,MotherofViolet_Violet010618_10
11,Mother,Violet010618,you didn't say hello .,Violet,23.9,26.615,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[pro:per|you] [mod|do&PAST~neg|not] [v|say] [n|hello .],,,,,,,,,,MotherofViolet_Violet010618_11
12,Mother,Violet010618,how come you didn't say hello .,Violet,26.615,28.308,[],[1|2|LINK] [2|0|ROOT] [3|6|SUBJ] [4|6|AUX 5|4|NEG] [6|2|COMP] [7|6|OBJ 8|2|PUNCT],[adv:int|how] [v|come] [pro:per|you] [mod|do&PAST~neg|not] [v|say] [n|hello .],,,,,,,,,,MotherofViolet_Violet010618_12
13,Mother,Violet010618,huh .,Violet,28.308,31.586,[],[1|0|INCROOT 2|1|PUNCT],[co|huh .],,,,,,,,,,MotherofViolet_Violet010618_13
14,Mother,Violet010618,let's see if we can get this on here .,Violet,31.586,34.78,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|7|LINK] [5|7|SUBJ] [6|7|AUX] [7|3|CJCT] [8|7|OBJ] [9|7|JCT] [10|9|POBJ 11|1|PUNCT],[v|let~pro:obj|us] [v|see] [conj|if] [pro:sub|we] [mod|can] [v|get] [pro:dem|this] [prep|on] [adv|here .],,,,,,,,,,MotherofViolet_Violet010618_14
15,Mother,Violet010618,uhoh .,Violet,34.78,37.493,[],[1|0|INCROOT 2|1|PUNCT],[co|uhoh .],,,,,,,,,,MotherofViolet_Violet010618_15
16,Mother,Violet010618,somebody's (replacement:replacement:somebody is) gonna get it .,Violet,37.493,40.331,[],[1|4|SUBJ 2|4|AUX] [3|4|AUX] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[pro:indef|somebody aux|be&3S] [mod:aux|gonna] [v|get] [pro:per|it .],,,,,,,,,,MotherofViolet_Violet010618_16
17,Mother,Violet010618,who's makin<g> a mess ?,Violet,40.331,42.76,[],[1|3|LINK 2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[pro:rel|who~aux|be&3S] [part|make-PRESP] [det:art|a] [n|mess ?],,,,,,,,,,MotherofViolet_Violet010618_17
18,Violet,Violet010618,yyy .,Violet,42.76,45.863,[],[],[],,,,,,,,,,VioletofViolet_Violet010618_18
19,Mother,Violet010618,who's makin<g> a mess ?,Violet,45.863,48.423,[],[1|3|LINK 2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[pro:rel|who~aux|be&3S] [part|make-PRESP] [det:art|a] [n|mess ?],,,,,,,,,,MotherofViolet_Violet010618_19
20,Violet,Violet010618,yyy .,Violet,48.423,49.863,[],[],[],,,,,,,,,,VioletofViolet_Violet010618_20
21,Mother,Violet010618,is it you ?,Violet,49.863,51.438,[],[1|0|INCROOT] [2|1|OBJ] [3|2|OBJ 4|1|PUNCT],[aux|be&3S] [pro:per|it] [pro:per|you ?],,,,,,,,,,MotherofViolet_Violet010618_21
22,Violet,Violet010618,yyy .,Violet,51.438,52.663,[],[],[],,,,,,,,,,VioletofViolet_Violet010618_22
23,Mother,Violet010618,we don't need batteries .,Violet,53.16,54.886,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[pro:sub|we] [mod|do~neg|not] [v|need] [n|battery-PL .],,,,,,,,,,MotherofViolet_Violet010618_23
