Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Alex,Alex010707,yyy yyy yyy yyy .,Alex,0.0,2.161,[],[],[],,,,,,,,,,AlexofAlex_Alex010707_1
2,Mother,Alex010707,where is it ?,Alex,2.161,5.575,[],[1|3|LINK] [2|3|AUX] [3|0|INCROOT 4|3|PUNCT],[adv:int|where] [aux|be&3S] [pro:per|it ?],,,,,,,,,,MotherofAlex_Alex010707_2
3,Alex,Alex010707,yyy yyy yyy .,Alex,0.0,0.0,[],[],[],,,,,,,,,,AlexofAlex_Alex010707_3
4,Mother,Alex010707,he's stuck .,Alex,0.0,0.0,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT 4|3|PUNCT],[pro:sub|he~aux|be&3S] [part|stick&PASTP .],,,,,,,,,,MotherofAlex_Alex010707_4
5,Mother,Alex010707,he's stuck .,Alex,5.575,7.613,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT 4|3|PUNCT],[pro:sub|he~aux|be&3S] [part|stick&PASTP .],,,,,,,,,,MotherofAlex_Alex010707_5
6,Mother,Alex010707,why's he getting stuck ?,Alex,7.613,9.328,[],[1|5|LINK 2|5|AUX] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT 6|5|PUNCT],[adv:int|why~aux|be&3S] [pro:sub|he] [part|get-PRESP] [part|stick&PASTP ?],,,,,,,,,,MotherofAlex_Alex010707_6
7,Alex,Alex010707,yyy yyy yyy yyy yyy .,Alex,9.328,11.418,[],[],[],,,,,,,,,,AlexofAlex_Alex010707_7
8,Mother,Alex010707,oh you know what cause I think Mommy put it the wrong way let's try this way .,Alex,11.418,14.575,[],[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|OBJ] [6|7|SUBJ] [7|5|CMOD] [8|9|SUBJ] [9|7|COMP] [10|9|OBJ] [11|13|DET] [12|13|MOD] [13|14|SUBJ] [14|9|COMP 15|14|OBJ] [16|14|XCOMP] [17|18|DET] [18|16|OBJ 19|3|PUNCT],[co|oh] [pro:per|you] [v|know] [pro:int|what] [n|cause] [pro:sub|I] [v|think] [n:prop|Mommy] [v|put&ZERO] [pro:per|it] [det:art|the] [adj|wrong] [n|way] [v|let~pro:obj|us] [v|try] [pro:dem|this] [n|way .],,,,,,,,,,MotherofAlex_Alex010707_8
9,Alex,Alex010707,yyy .,Alex,14.575,18.195,[],[],[],,,,,,,,,,AlexofAlex_Alex010707_9
10,Mother,Alex010707,here he goes .,Alex,0.0,0.0,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|here] [pro:sub|he] [v|go-3S .],,,,,,,,,,MotherofAlex_Alex010707_10
11,Alex,Alex010707,wee .,Alex,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[adj|wee .],,,,,,,,,,AlexofAlex_Alex010707_11
12,Mother,Alex010707,wee: .,Alex,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[adj|wee .],,,,,,,,,,MotherofAlex_Alex010707_12
13,Alex,Alex010707,yyy yyy .,Alex,18.195,21.64,first vowel shortened[],[],[],,,,,,,,,,AlexofAlex_Alex010707_13
14,Alex,Alex010707,yyy yyy yyy .,Alex,21.64,24.775,first and third vowels shortened[],[],[],,,,,,,,,,AlexofAlex_Alex010707_14
15,Mother,Alex010707,oh the cow .,Alex,0.0,0.0,[],[1|3|COM] [2|3|DET] [3|0|INCROOT 4|3|PUNCT],[co|oh] [det:art|the] [n|cow .],,,,,,,,,,MotherofAlex_Alex010707_15
16,Alex,Alex010707,yyy yyy yyy yyy .,Alex,24.775,28.57,all vowels shortened[],[],[],,,,,,,,,,AlexofAlex_Alex010707_16
17,Alex,Alex010707,yyy .,Alex,28.571,35.325,[],[],[],,,,,,,,,,AlexofAlex_Alex010707_17
18,Mother,Alex010707,you wanna put him in here ?,Alex,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|3|JCT] [6|5|POBJ 7|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|put&ZERO] [pro:obj|him] [prep|in] [adv|here ?],,,,,,,,,,MotherofAlex_Alex010707_18
19,Alex,Alex010707,yyy .,Alex,0.0,0.0,pause after vowel[],[],[],,,,,,,,,,AlexofAlex_Alex010707_19
20,Mother,Alex010707,good boy .,Alex,0.0,0.0,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|good] [n|boy .],,,,,,,,,,MotherofAlex_Alex010707_20
21,Alex,Alex010707,yyy .,Alex,35.325,37.663,[],[],[],,,,,,,,,,AlexofAlex_Alex010707_21
22,Mother,Alex010707,good boy .,Alex,0.0,0.0,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|good] [n|boy .],,,,,,,,,,MotherofAlex_Alex010707_22
23,Mother,Alex010707,put him .,Alex,37.663,42.416,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|put&ZERO] [pro:obj|him .],,,,,,,,,,MotherofAlex_Alex010707_23
24,Alex,Alex010707,&aw .,Alex,0.0,0.0,[],[],[],,,,,,,,,,AlexofAlex_Alex010707_24
