Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Alex010726,you sit in this chair (t:t:self interruption),Alex,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ 6|2|PUNCT],[pro:per|you] [v|sit] [prep|in] [pro:dem|this] [n|chair (mt:self interruption)],,,,,,,,,,MotherofAlex_Alex010726_1
2,Mother,Alex010726,you escape from me so fast .,Alex,0.0,5.773,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|3|POBJ] [5|6|JCT] [6|2|JCT 7|2|PUNCT],[pro:per|you] [v|escape] [prep|from] [pro:obj|me] [adv|so] [adv|fast .],,,,,,,,,,MotherofAlex_Alex010726_2
3,Alex,Alex010726,yyy yyy do it .,Alex,5.773,9.706,[],[] [] [1|0|INCROOT] [2|1|OBJ 3|1|PUNCT],[] [] [mod|do] [pro:per|it .],,,,,,,,,,AlexofAlex_Alex010726_3
4,Mother,Alex010726,"okay , I have your spoon .",Alex,0.0,0.0,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|6|MOD] [6|4|OBJ 7|4|PUNCT],[co|okay cm|cm] [pro:sub|I] [v|have] [det:poss|your] [n|spoon .],,,,,,,,,,MotherofAlex_Alex010726_4
5,Alex,Alex010726,yyy .,Alex,9.706,14.836,[],[],[],,,,,,,,,,AlexofAlex_Alex010726_5
6,Mother,Alex010726,I have all your supplies .,Alex,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|5|QUANT] [4|5|MOD] [5|2|OBJ 6|2|PUNCT],[pro:sub|I] [v|have] [qn|all] [det:poss|your] [n|supply-PL .],,,,,,,,,,MotherofAlex_Alex010726_6
7,Alex,Alex010726,xxx .,Alex,0.0,0.0,crying .,[],[],,,,,,,,,,AlexofAlex_Alex010726_7
8,Mother,Alex010726,"there , very nice .",Alex,0.0,0.0,[],[1|4|JCT 2|1|LP] [3|4|JCT] [4|0|ROOT 5|4|PUNCT],[adv|there cm|cm] [adv|very] [adj|nice .],,,,,,,,,,MotherofAlex_Alex010726_8
9,Alex,Alex010726,xxx .,Alex,14.836,18.841,crying .,[],[],,,,,,,,,,AlexofAlex_Alex010726_9
10,Mother,Alex010726,this is going to be a delicious lunch .,Alex,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|INF] [5|3|XCOMP] [6|8|DET] [7|8|MOD] [8|5|PRED 9|3|PUNCT],[pro:dem|this] [aux|be&3S] [part|go-PRESP] [inf|to] [cop|be] [det:art|a] [adj|delicious] [n|lunch .],,,,,,,,,,MotherofAlex_Alex010726_10
11,Alex,Alex010726,b@l i@l o@l yyy b@l b@l b@l .,Alex,18.841,25.775,[],[1|0|INCROOT] [2|1|OBJ] [3|2|CONJ] [] [4|3|COORD] [5|4|CONJ] [6|5|COORD 7|1|PUNCT],[n:let|b] [n:let|i] [n:let|o] [] [n:let|b] [n:let|b] [n:let|b .],,,,,,,,,,AlexofAlex_Alex010726_11
12,Mother,Alex010726,that's the alphabet .,Alex,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|the] [n|alphabet .],,,,,,,,,,MotherofAlex_Alex010726_12
13,Alex,Alex010726,b@l b@l yyy .,Alex,25.775,31.235,[],[1|0|INCROOT] [2|1|ENUM] [3|1|PUNCT],[n:let|b] [n:let|b] [.],,,,,,,,,,AlexofAlex_Alex010726_13
14,Mother,Alex010726,say I'm counting up to three now .,Alex,0.0,0.0,[],[1|4|COM] [2|4|SUBJ 3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|4|JCT] [7|8|QUANT] [8|6|POBJ 9|4|PUNCT],[co|say] [pro:sub|I~aux|be&1S] [part|count-PRESP] [adv|up] [prep|to] [det:num|three] [adv|now .],,,,,,,,,,MotherofAlex_Alex010726_14
15,Alex,Alex010726,yyy yyy .,Alex,0.0,0.0,[],[],[],,,,,,,,,,AlexofAlex_Alex010726_15
16,Mother,Alex010726,I can count up to three .,Alex,31.235,33.611,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|3|JCT] [6|5|POBJ 7|3|PUNCT],[pro:sub|I] [mod|can] [v|count] [adv|up] [prep|to] [det:num|three .],,,,,,,,,,MotherofAlex_Alex010726_16
17,Alex,Alex010726,xxx yyy .,Alex,33.611,37.036,[],[],[],,,,,,,,,,AlexofAlex_Alex010726_17
18,Mother,Alex010726,alright .,Alex,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|alright .],,,,,,,,,,MotherofAlex_Alex010726_18
19,Alex,Alex010726,xxx .,Alex,37.036,41.078,mumbling .,[],[],,,,,,,,,,AlexofAlex_Alex010726_19
