Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Naima020100,xxx .,Naima,2.5,4.011,[],[],[],,,,,,,,,,MotherofNaima_Naima020100_1
2,Mother,Naima020100,supper+time .,Naima,12.5,13.686,"CHI is on screen , in her high chair , and MOT is talking from another room",[1|0|INCROOT 2|1|PUNCT],[n|+n|supper+n|time .],,,,,,,,,,MotherofNaima_Naima020100_2
3,Father,Naima020100,"alright , we used the apples .",Naima,15.0,17.0,FAT is also talking from another room,[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT],[co|alright cm|cm] [pro:sub|we] [v|use-PAST] [det:art|the] [n|apple-PL .],,,,,,,,,,FatherofNaima_Naima020100_3
4,Mother,Naima020100,"yeah but , there might be one or two , still .",Naima,17.0,20.076,[],[1|6|COM] [2|6|LINK 3|2|LP] [4|6|SUBJ] [5|6|AUX] [6|0|ROOT] [7|6|PRED] [8|7|CONJ] [9|11|QUANT 10|9|LP] [11|8|COORD 12|6|PUNCT],[co|yeah] [conj|but cm|cm] [adv|there] [mod|might] [cop|be] [pro:indef|one] [coord|or] [det:num|two cm|cm] [n|still .],,,,,,,,,,MotherofNaima_Naima020100_4
5,Mother,Naima020100,"&-uh , today is (t:t:trail off)",Naima,23.0,25.836,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[cm|cm] [adv:tem|today] [cop|be&3S (mt:trail off)],,,,,,,,,,MotherofNaima_Naima020100_5
6,Mother,Naima020100,"today is , April , fourteenth (t:t:trail off)",Naima,36.0,43.58,[],[1|2|SUBJ] [2|0|ROOT 3|2|LP] [4|2|ENUM 5|4|LP] [6|2|PRED 7|2|PUNCT],[adv:tem|today] [cop|be&3S cm|cm] [n:prop|April cm|cm] [adj|fourteenth (mt:trail off)],,,,,,,,,,MotherofNaima_Naima020100_6
7,Mother,Naima020100,mm <o>kay .,Naima,47.0,48.52,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|mm] [co|okay .],,,,,,,,,,MotherofNaima_Naima020100_7
8,Mother,Naima020100,where's that girl ?,Naima,48.52,52.64,[],[1|2|LINK 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[adv:int|where~cop|be&3S] [pro:dem|that] [n|girl ?],,,,,,,,,,MotherofNaima_Naima020100_8
9,Mother,Naima020100,what's goin (replacement:replacement:going) on ?,Naima,52.64,54.8,MOT enters the room where CHI is sitting,[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|JCT 5|3|PUNCT],[pro:int|what~aux|be&3S] [part|go-PRESP] [adv|on ?],,,,,,,,,,MotherofNaima_Naima020100_9
10,Mother,Naima020100,what are you doing Naima ?,Naima,54.8,57.08,[],[1|4|SUBJ] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[pro:int|what] [aux|be&PRES] [pro:per|you] [part|do-PRESP] [n:prop|Naima ?],,,,,,,,,,MotherofNaima_Naima020100_10
