Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Naima010915,this is later the same day the twenty ninth .,Naima,0.0,9.3,to camera,[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|6|DET] [5|6|MOD] [6|3|POBJ] [7|9|DET] [8|9|QUANT] [9|6|POSTMOD 10|2|PUNCT],[pro:dem|this] [cop|be&3S] [adv|later] [det:art|the] [adj|same] [n|day] [det:art|the] [det:num|twenty] [adj|ninth .],,,,,,,,,,MotherofNaima_Naima010915_1
2,Mother,Naima010915,is that the doll's doll you have there ?,Naima,9.3,12.45,to CHI,[1|0|ROOT] [2|6|LINK] [3|4|DET] [4|6|MOD 5|4|POSS] [6|1|PRED] [7|8|SUBJ] [8|6|CMOD] [9|8|JCT 10|1|PUNCT],[cop|be&3S] [pro:rel|that] [det:art|the] [n|doll~poss|s] [n|doll] [pro:per|you] [v|have] [adv|there ?],,,,,,,,,,MotherofNaima_Naima010915_2
3,Naima,Naima010915,xxx doll .,Naima,12.45,14.72,audio cuts out first word,[] [1|0|INCROOT 2|1|PUNCT],[] [n|doll .],,,,,,,,,,NaimaofNaima_Naima010915_3
4,Naima,Naima010915,doll yyy .,Naima,14.72,16.616,[],[1|0|INCROOT] [2|1|PUNCT],[n|doll] [.],,,,,,,,,,NaimaofNaima_Naima010915_4
5,Naima,Naima010915,xxx .,Naima,16.616,25.785,audio cuts out,[],[],,,,,,,,,,NaimaofNaima_Naima010915_5
6,Naima,Naima010915,yyy { for (?) } { sleep (?) } .,Naima,25.785,29.15,[],[] [1|0|INCROOT] [2|1|POBJ 3|1|PUNCT],[] [prep|for] [n|sleep .],,,,,,,,,,NaimaofNaima_Naima010915_6
7,Naima,Naima010915,{ that's (?) } { the (?) } yyy sleep sleep .,Naima,29.15,32.233,[],[1|2|SUBJ 2|0|ROOT] [3|5|DET] [] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|the] [] [n|sleep] [n|sleep .],,,,,,,,,,NaimaofNaima_Naima010915_7
8,Mother,Naima010915,oh is that the book xxx gave you ?,Naima,32.233,34.293,[],[1|2|SUBJ] [2|0|ROOT] [3|6|LINK] [4|5|DET] [5|6|SUBJ] [] [6|2|CMOD] [7|6|OBJ 8|2|PUNCT],[co|oh] [cop|be&3S] [pro:rel|that] [det:art|the] [n|book] [] [v|give&PAST] [pro:per|you ?],,,,,,,,,,MotherofNaima_Naima010915_8
9,Mother,Naima010915,shall we read that ?,Naima,34.293,37.243,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[mod|shall] [pro:sub|we] [v|read&ZERO] [pro:dem|that ?],,,,,,,,,,MotherofNaima_Naima010915_9
10,Naima,Naima010915,yeah .,Naima,37.243,39.298,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,NaimaofNaima_Naima010915_10
