Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Naima,Naima020625,xxx .,Naima,0.0,4.1,[],[],[],,,,,,,,,,NaimaofNaima_Naima020625_1
2,Mother,Naima020625,today is October tenth and I have skipped a week of taping .,Naima,4.1,12.978,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PRED] [4|3|PRED] [5|8|LINK] [6|8|SUBJ] [7|8|AUX] [8|2|XJCT] [9|10|DET] [10|8|OBJ] [11|10|NJCT] [12|11|POBJ 13|2|PUNCT],[adv:tem|today] [cop|be&3S] [n:prop|October] [adj|tenth] [coord|and] [pro:sub|I] [aux|have] [part|skip-PASTP] [det:art|a] [n|week] [prep|of] [n:gerund|tape-PRESP .],,,,,,,,,,MotherofNaima_Naima020625_2
3,Mother,Naima020625,the last tape (t:t:trail off),Naima,12.978,18.075,sound cuts out here and is on and off for a little bit,[1|3|DET] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[det:art|the] [adj|last] [n|tape (mt:trail off)],,,,,,,,,,MotherofNaima_Naima020625_3
4,Mother,Naima020625,Naima what are you doing ?,Naima,18.075,20.37,[],[1|5|LINK] [2|5|SUBJ] [3|5|AUX] [4|5|SUBJ] [5|0|ROOT 6|5|PUNCT],[n:prop|Naima] [pro:int|what] [aux|be&PRES] [pro:per|you] [part|do-PRESP ?],,,,,,,,,,MotherofNaima_Naima020625_4
5,Naima,Naima020625,xxx .,Naima,20.37,44.0,sound isn't working here,[],[],,,,,,,,,,NaimaofNaima_Naima020625_5
6,Mother,Naima020625,xxx there .,Naima,44.0,49.0,sound comes back in halfway through the word before there .,[] [1|0|INCROOT 2|1|PUNCT],[] [adv|there .],,,,,,,,,,MotherofNaima_Naima020625_6
7,Naima,Naima020625,toys .,Naima,49.0,50.696,[],[1|0|INCROOT 2|1|PUNCT],[n|toy-PL .],,,,,,,,,,NaimaofNaima_Naima020625_7
8,Mother,Naima020625,oh .,Naima,50.696,51.445,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,MotherofNaima_Naima020625_8
9,Naima,Naima020625,yyy .,Naima,51.445,53.23,[],[],[],,,,,,,,,,NaimaofNaima_Naima020625_9
10,Mother,Naima020625,toys .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[n|toy-PL .],,,,,,,,,,MotherofNaima_Naima020625_10
11,Naima,Naima020625,xxx { a (?) } toy xxx .,Naima,53.23,57.28,possible epenthesis here[],[] [1|2|DET] [2|0|INCROOT] [3|2|PUNCT],[] [det:art|a] [n|toy] [.],,,,,,,,,,NaimaofNaima_Naima020625_11
12,Mother,Naima020625,not lego toy<s> ?,Naima,57.28,59.718,"there could be more to this , but sound is only working for that phrase .[]",[1|2|NEG] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[neg|not] [n|lego] [n|toy-PL ?],,,,,,,,,,MotherofNaima_Naima020625_12
13,Naima,Naima020625,xxx .,Naima,59.718,61.323,[],[],[],,,,,,,,,,NaimaofNaima_Naima020625_13
14,Naima,Naima020625,xxx .,Naima,61.326,63.278,[],[],[],,,,,,,,,,NaimaofNaima_Naima020625_14
15,Naima,Naima020625,xxx .,Naima,63.278,67.833,singing,[],[],,,,,,,,,,NaimaofNaima_Naima020625_15
16,Mother,Naima020625,I see .,Naima,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[pro:sub|I] [v|see .],,,,,,,,,,MotherofNaima_Naima020625_16
17,Naima,Naima020625,yyy (t:t:interruption),Naima,67.833,73.505,[],[1|0|ROOT],[(mt:interruption)],,,,,,,,,,NaimaofNaima_Naima020625_17
18,Mother,Naima020625,what are you going to sell ?,Naima,0.0,0.0,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|6|INF] [6|4|XCOMP 7|4|PUNCT],[pro:int|what] [aux|be&PRES] [pro:per|you] [part|go-PRESP] [inf|to] [v|sell ?],,,,,,,,,,MotherofNaima_Naima020625_18
19,Mother,Naima020625,is this your counter here ?,Naima,0.0,0.0,[],[1|0|ROOT] [2|4|DET] [3|4|MOD] [4|1|PRED] [5|4|NJCT 6|1|PUNCT],[cop|be&3S] [pro:dem|this] [det:poss|your] [n|counter] [adv|here ?],,,,,,,,,,MotherofNaima_Naima020625_19
20,Naima,Naima020625,"no , that's not my counter .",Naima,73.505,78.456,[],[1|4|COM 2|1|LP] [3|4|SUBJ 4|0|ROOT] [5|4|NEG] [6|7|MOD] [7|4|PRED 8|4|PUNCT],[co|no cm|cm] [pro:dem|that~cop|be&3S] [neg|not] [det:poss|my] [n|counter .],,,,,,,,,,NaimaofNaima_Naima020625_20
21,Naima,Naima020625,what's that Mom ?,Naima,78.456,82.96000000000001,note epenthetic g[],[1|4|LINK 2|4|AUX] [3|4|LINK] [4|0|ROOT 5|4|PUNCT],[pro:int|what~aux|be&3S] [pro:rel|that] [n:prop|Mom ?],,,,,,,,,,NaimaofNaima_Naima020625_21
22,Mother,Naima020625,looks like an insect (.) in our rug !,Naima,0.0,0.0,[],[1|0|ROOT] [2|1|JCT] [3|4|DET] [4|2|POBJ] [5|1|JCT] [6|7|MOD] [7|5|POBJ 8|1|PUNCT],[v|look-3S] [prep|like] [det:art|a] [n|insect] [prep|in] [det:poss|our] [n|rug !],,,,,,,,,,MotherofNaima_Naima020625_22
