Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Naima020507,let's brush your teeth now Naima .,Naima,3.116,8.978,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|5|MOD] [5|3|OBJ] [6|7|JCT] [7|5|APP 8|1|PUNCT],[v|let~pro:obj|us] [v|brush] [det:poss|your] [n|tooth&PL] [adv|now] [n:prop|Naima .],,,,,,,,,,MotherofNaima_Naima020507_1
2,Naima,Naima020507,xxx why do the ship want to see the land ?,Naima,8.978,12.915,[],[] [1|2|LINK] [2|0|ROOT] [3|4|DET] [4|5|SUBJ] [5|2|COMP] [6|7|INF] [7|5|XCOMP] [8|9|DET] [9|7|OBJ 10|2|PUNCT],[] [adv:int|why] [v|do] [det:art|the] [n|ship] [v|want] [inf|to] [v|see] [det:art|the] [n|land ?],,,,,,,,,,NaimaofNaima_Naima020507_2
3,Naima,Naima020507,why ?,Naima,12.915,14.043,[],[1|0|INCROOT 2|1|PUNCT],[adv:int|why ?],,,,,,,,,,NaimaofNaima_Naima020507_3
4,Father,Naima020507,why do they what ?,Naima,14.043,16.235,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[adv:int|why] [mod|do] [pro:sub|they] [pro:int|what ?],,,,,,,,,,FatherofNaima_Naima020507_4
5,Naima,Naima020507,"why do , do the ships want to see the land ?",Naima,15.5,18.9,[],[1|2|LINK] [2|0|ROOT 3|2|LP] [4|2|XCOMP] [5|6|DET] [6|7|SUBJ] [7|4|COMP] [8|9|INF] [9|7|XCOMP] [10|11|DET] [11|9|OBJ 12|2|PUNCT],[adv:int|why] [v|do cm|cm] [v|do] [det:art|the] [n|ship-PL] [v|want] [inf|to] [v|see] [det:art|the] [n|land ?],,,,,,,,,,NaimaofNaima_Naima020507_5
6,Father,Naima020507,"well so they don't run into the land and break the ship , that's why .",Naima,18.9,24.3,[],[1|6|COM] [2|6|LINK] [3|6|SUBJ] [4|6|AUX 5|4|NEG] [6|0|ROOT] [7|6|JCT] [8|9|DET] [9|7|POBJ] [10|6|CONJ] [11|10|COORD] [12|13|DET] [13|11|OBJ 14|13|LP] [15|16|SUBJ 16|11|COMP] [17|16|PRED 18|6|PUNCT],[co|well] [conj|so] [pro:sub|they] [mod|do~neg|not] [v|run] [prep|into] [det:art|the] [n|land] [coord|and] [v|break] [det:art|the] [n|ship cm|cm] [pro:dem|that~cop|be&3S] [adv:int|why .],,,,,,,,,,FatherofNaima_Naima020507_6
7,Naima,Naima020507,why ?,Naima,24.0,25.571,[],[1|0|INCROOT 2|1|PUNCT],[adv:int|why ?],,,,,,,,,,NaimaofNaima_Naima020507_7
8,Father,Naima020507,"why , because ships are for the ocean they're just for floating in the water , they don't come on land .",Naima,25.571,32.105,[],[1|5|LINK 2|1|LP] [3|5|LINK] [4|5|SUBJ] [5|0|ROOT] [6|5|JCT] [7|8|DET] [8|6|POBJ] [9|21|SUBJ 10|21|AUX] [11|21|JCT] [12|21|JCT] [13|12|POBJ] [14|13|JCT] [15|16|DET] [16|14|POBJ 17|13|LP] [18|21|SUBJ] [19|21|AUX 20|19|NEG] [21|8|CMOD] [22|21|JCT] [23|22|POBJ 24|5|PUNCT],[adv:int|why cm|cm] [conj|because] [n|ship-PL] [cop|be&PRES] [prep|for] [det:art|the] [n|ocean] [pro:sub|they~aux|be&PRES] [adv|just] [prep|for] [n:gerund|float-PRESP] [prep|in] [det:art|the] [n|water cm|cm] [pro:sub|they] [mod|do~neg|not] [v|come] [prep|on] [n|land .],,,,,,,,,,FatherofNaima_Naima020507_8
9,Father,Naima020507,and sometimes if they hit the land they can break .,Naima,31.918,35.235,[],[1|5|LINK] [2|5|JCT] [3|5|LINK] [4|5|SUBJ] [5|0|ROOT] [6|7|DET] [7|5|OBJ] [8|10|SUBJ] [9|10|AUX] [10|7|CMOD 11|5|PUNCT],[coord|and] [adv|sometimes] [conj|if] [pro:sub|they] [v|hit&ZERO] [det:art|the] [n|land] [pro:sub|they] [mod|can] [v|break .],,,,,,,,,,FatherofNaima_Naima020507_9
10,Father,Naima020507,"and water can get on the ship and it could sink , so they want to stay away from the land .",Naima,35.235,39.86,[],[1|11|LINK] [2|11|SUBJ] [3|11|AUX] [4|11|AUX] [5|4|JCT] [6|7|DET] [7|5|POBJ] [8|11|LINK] [9|11|SUBJ] [10|11|AUX] [11|0|INCROOT 12|11|LP] [13|15|COM] [14|15|SUBJ] [15|11|CJCT] [16|17|INF] [17|15|XCOMP] [18|17|JCT] [19|17|JCT] [20|21|DET] [21|19|POBJ 22|11|PUNCT],[coord|and] [n|water] [mod|can] [aux|get] [prep|on] [det:art|the] [n|ship] [coord|and] [pro:per|it] [mod|could] [n|sink cm|cm] [co|so] [pro:sub|they] [v|want] [inf|to] [cop|stay] [adv|away] [prep|from] [det:art|the] [n|land .],,,,,,,,,,FatherofNaima_Naima020507_10
