Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Lily030025,chips .,Lily,0.0,2.717,MOT and CHI are baking,[1|0|INCROOT 2|1|PUNCT],[n|chip-PL .],,,,,,,,,,MotherofLily_Lily030025_1
2,Lily,Lily030025,yeah .,Lily,2.717,4.173,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily030025_2
3,Mother,Lily030025,yeah .,Lily,4.173,5.42,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofLily_Lily030025_3
4,Lily,Lily030025,mm .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|mm .],,,,,,,,,,LilyofLily_Lily030025_4
5,Lily,Lily030025,yum .,Lily,5.42,6.678,[],[1|0|INCROOT 2|1|PUNCT],[co|yum .],,,,,,,,,,LilyofLily_Lily030025_5
6,Mother,Lily030025,yummy .,Lily,6.678,9.617,[],[1|0|INCROOT 2|1|PUNCT],[adj|yum&dn-Y .],,,,,,,,,,MotherofLily_Lily030025_6
7,Mother,Lily030025,okay .,Lily,9.617,12.132,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofLily_Lily030025_7
8,Mother,Lily030025,let's add our flour in .,Lily,12.132,17.233,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|5|MOD] [5|3|OBJ] [6|3|JCT 7|1|PUNCT],[v|let~pro:obj|us] [v|add] [det:poss|our] [n|flour] [adv|in .],,,,,,,,,,MotherofLily_Lily030025_8
9,Lily,Lily030025,mommy ?,Lily,17.233,18.705,[],[1|0|INCROOT 2|1|PUNCT],[n|mommy ?],,,,,,,,,,LilyofLily_Lily030025_9
10,Mother,Lily030025,uhuh ?,Lily,18.705,19.213,[],[1|0|INCROOT 2|1|PUNCT],[co|uhuh ?],,,,,,,,,,MotherofLily_Lily030025_10
11,Lily,Lily030025,can I &-um have some donuts and chocolate chips yyy ?,Lily,19.213,26.14,[],[1|3|AUX] [2|3|SUBJ] [] [3|0|ROOT] [4|5|QUANT] [5|3|OBJ] [6|5|CONJ] [7|8|MOD] [8|6|COORD] [9|3|PUNCT],[mod|can] [pro:sub|I] [] [v|have] [qn|some] [n|donut-PL] [coord|and] [n|chocolate] [n|chip-PL] [?],,,,,,,,,,LilyofLily_Lily030025_11
12,Mother,Lily030025,yeah you havta (replacement:replacement:have_to) help me pour those so come over here .,Lily,26.14,28.893,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|OBJ] [6|4|COMP] [7|6|OBJ] [8|9|JCT] [9|6|COMP] [10|9|JCT] [11|9|JCT 12|4|PUNCT],[co|yeah] [pro:per|you] [mod:aux|have_to] [v|help] [pro:obj|me] [v|pour] [pro:dem|those] [adv|so] [v|come] [adv|over] [adv|here .],,,,,,,,,,MotherofLily_Lily030025_12
13,Mother,Lily030025,bring the chocolate chips .,Lily,28.893,31.003,[],[1|0|ROOT] [2|4|DET] [3|4|MOD] [4|1|OBJ 5|1|PUNCT],[v|bring] [det:art|the] [n|chocolate] [n|chip-PL .],,,,,,,,,,MotherofLily_Lily030025_13
14,Lily,Lily030025,where are they ?,Lily,31.003,33.485,[],[1|2|LINK] [2|0|ROOT] [3|2|PRED 4|2|PUNCT],[adv:int|where] [cop|be&PRES] [pro:sub|they ?],,,,,,,,,,LilyofLily_Lily030025_14
15,Mother,Lily030025,we put them up on the counter .,Lily,33.485,35.35,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|JCT] [5|2|JCT] [6|7|DET] [7|5|POBJ 8|2|PUNCT],[pro:sub|we] [v|put&ZERO] [pro:obj|them] [adv|up] [prep|on] [det:art|the] [n|counter .],,,,,,,,,,MotherofLily_Lily030025_15
16,Mother,Lily030025,okay .,Lily,35.35,38.577,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofLily_Lily030025_16
17,Mother,Lily030025,now .,Lily,38.577,40.808,[],[1|0|INCROOT 2|1|PUNCT],[adv|now .],,,,,,,,,,MotherofLily_Lily030025_17
18,Mother,Lily030025,let's have you right up here .,Lily,40.808,45.228,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|3|OBJ] [5|6|JCT] [6|3|JCT] [7|6|POBJ 8|1|PUNCT],[v|let~pro:obj|us] [v|have] [pro:per|you] [adv|right] [adv|up] [adv|here .],,,,,,,,,,MotherofLily_Lily030025_18
19,Mother,Lily030025,xxx .,Lily,45.228,46.583,[],[],[],,,,,,,,,,MotherofLily_Lily030025_19
20,Mother,Lily030025,ah .,Lily,46.583,47.55,[],[1|0|INCROOT 2|1|PUNCT],[co|ah .],,,,,,,,,,MotherofLily_Lily030025_20
21,Mother,Lily030025,okay .,Lily,47.55,49.355,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofLily_Lily030025_21
