Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Naima010124,okey_dokey .,Naima,0.0,5.235,[],[1|0|INCROOT 2|1|PUNCT],[co|okey_dokey .],,,,,,,,,,MotherofNaima_Naima010124_1
2,Mother,Naima010124,xxx .,Naima,5.235,14.561,extended silence,[],[],,,,,,,,,,MotherofNaima_Naima010124_2
3,Naima,Naima010124,yyy .,Naima,14.561,18.366,CHI grunting or complaining and difficult to transcribe[],[],[],,,,,,,,,,NaimaofNaima_Naima010124_3
4,Mother,Naima010124,xxx .,Naima,18.366,26.258,more silence,[],[],,,,,,,,,,MotherofNaima_Naima010124_4
5,Naima,Naima010124,yyy .,Naima,26.258,31.375,CHI looking and waving to video camera,[],[],,,,,,,,,,NaimaofNaima_Naima010124_5
6,Mother,Naima010124,who're (replacement:replacement:who are) you waving to now ?,Naima,31.375,35.768,[],[1|4|OBJ 2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|6|INF] [6|4|XCOMP 7|4|PUNCT],[pro:int|who aux|be&PRES] [pro:per|you] [part|wave-PRESP] [inf|to] [adv|now ?],,,,,,,,,,MotherofNaima_Naima010124_6
7,Mother,Naima010124,who're (replacement:replacement:who are) you waving to ?,Naima,35.768,38.161,[],[1|4|SUBJ 2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT 6|4|PUNCT],[pro:int|who aux|be&PRES] [pro:per|you] [part|wave-PRESP] [inf|to ?],,,,,,,,,,MotherofNaima_Naima010124_7
8,Mother,Naima010124,woah (t:t:self interruption),Naima,38.161,41.148,[],[1|0|INCROOT 2|1|PUNCT],[co|woah (mt:self interruption)],,,,,,,,,,MotherofNaima_Naima010124_8
9,Naima,Naima010124,Mommy .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Mommy .],,,,,,,,,,NaimaofNaima_Naima010124_9
10,Mother,Naima010124,yes baby ?,Naima,0.0,0.0,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|yes] [n|baby ?],,,,,,,,,,MotherofNaima_Naima010124_10
11,Mother,Naima010124,hi: .,Naima,41.148,45.83,[],[1|0|INCROOT 2|1|PUNCT],[co|hi .],,,,,,,,,,MotherofNaima_Naima010124_11
12,Mother,Naima010124,hi miss big girl .,Naima,45.83,48.448,[],[1|2|COM] [2|4|MOD] [3|4|MOD] [4|0|INCROOT 5|4|PUNCT],[co|hi] [n|miss] [adj|big] [n|girl .],,,,,,,,,,MotherofNaima_Naima010124_12
13,Mother,Naima010124,miss big girl (t:t:self interruption),Naima,0.0,0.0,[],[1|3|MOD] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[n|miss] [adj|big] [n|girl (mt:self interruption)],,,,,,,,,,MotherofNaima_Naima010124_13
14,Naima,Naima010124,Ma Mommy yyy Mommy (.) Mommy .,Naima,48.448,58.711,[],[1|3|LINK] [2|3|SUBJ] [] [3|0|ROOT] [4|3|APP 5|3|PUNCT],[n:prop|Ma] [n:prop|Mommy] [] [n:prop|Mommy] [n:prop|Mommy .],,,,,,,,,,NaimaofNaima_Naima010124_14
15,Mother,Naima010124,you you baby .,Naima,0.0,0.0,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[pro:per|you] [pro:per|you] [v|baby .],,,,,,,,,,MotherofNaima_Naima010124_15
16,Naima,Naima010124,Mommy .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[n:prop|Mommy .],,,,,,,,,,NaimaofNaima_Naima010124_16
