Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Lily020721,xxx .,Lily,0.0,1.343,not loud enough[],[],[],,,,,,,,,,MotherofLily_Lily020721_1
2,Mother,Lily020721,oh my gosh .,Lily,1.343,3.516,[],[1|3|COM] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[co|oh] [det:poss|my] [co|gosh .],,,,,,,,,,MotherofLily_Lily020721_2
3,Lily,Lily020721,yeah .,Lily,3.516,5.41,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020721_3
4,Mother,Lily020721,yeah .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofLily_Lily020721_4
5,Mother,Lily020721,what's he holding ?,Lily,5.41,6.613,[],[1|4|LINK 2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[pro:int|what~aux|be&3S] [pro:sub|he] [part|hold-PRESP ?],,,,,,,,,,MotherofLily_Lily020721_5
6,Lily,Lily020721,a soccer ball .,Lily,6.613,8.275,[],[1|3|DET] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[det:art|a] [n|soccer] [n|ball .],,,,,,,,,,LilyofLily_Lily020721_6
7,Mother,Lily020721,"soccer ball , do you remember what shapes are in a soccer ball ?",Lily,8.275,10.795,[],[1|2|MOD] [2|6|LINK 3|2|LP] [4|2|ENUM] [5|6|SUBJ] [6|0|ROOT] [7|8|MOD] [8|9|SUBJ] [9|6|COMP] [10|9|JCT] [11|13|DET] [12|13|MOD] [13|10|POBJ 14|6|PUNCT],[n|soccer] [n|ball cm|cm] [v|do] [pro:per|you] [v|remember] [pro:int|what] [n|shape-PL] [cop|be&PRES] [prep|in] [det:art|a] [n|soccer] [n|ball ?],,,,,,,,,,MotherofLily_Lily020721_7
8,Lily,Lily020721,&-uh .,Lily,10.795,12.386,[],[],[],,,,,,,,,,LilyofLily_Lily020721_8
9,Lily,Lily020721,I don't remember .,Lily,12.386,16.806,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT 5|4|PUNCT],[pro:sub|I] [mod|do~neg|not] [v|remember .],,,,,,,,,,LilyofLily_Lily020721_9
10,Mother,Lily020721,"xxx , you do too !",Lily,0.0,0.0,laughs,[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT 5|3|PUNCT],[cm|cm] [pro:per|you] [v|do] [post|too !],,,,,,,,,,MotherofLily_Lily020721_10
11,Mother,Lily020721,what's the black shape with five sides ?,Lily,16.808,18.946,[],[1|5|LINK 2|5|AUX] [3|5|DET] [4|5|MOD] [5|0|INCROOT] [6|5|NJCT] [7|8|QUANT] [8|6|POBJ 9|5|PUNCT],[pro:int|what~aux|be&3S] [det:art|the] [adj|black] [n|shape] [prep|with] [det:num|five] [n|side-PL ?],,,,,,,,,,MotherofLily_Lily020721_11
12,Lily,Lily020721,xxx xxx xxx .,Lily,18.946,22.95,[],[],[],,,,,,,,,,LilyofLily_Lily020721_12
13,Mother,Lily020721,is it an octagon ?,Lily,0.0,0.0,[],[1|0|INCROOT] [2|1|OBJ] [3|4|DET] [4|2|OBJ 5|1|PUNCT],[aux|be&3S] [pro:per|it] [det:art|a] [n|octagon ?],,,,,,,,,,MotherofLily_Lily020721_13
