Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,William021100,we'll have_to clean your hands when you're finished .,William,197.395,199.573,[],[1|4|SUBJ 2|4|AUX] [3|4|AUX] [4|0|ROOT] [5|6|MOD] [6|4|OBJ] [7|9|LINK] [8|9|SUBJ 9|4|CJCT] [10|9|PRED 11|4|PUNCT],[pro:sub|we~mod|will] [mod:aux|have_to] [v|clean] [det:poss|your] [n|hand-PL] [conj|when] [pro:per|you~cop|be&PRES] [part|finish-PASTP .],,,,,,,,,,MotherofWilliam_William021100_1
2,Mother,William021100,try to hold it up .,William,0.0,0.0,[],[1|0|ROOT] [2|3|INF] [3|1|XCOMP] [4|3|OBJ] [5|3|JCT 6|1|PUNCT],[v|try] [inf|to] [v|hold] [pro:per|it] [adv|up .],,,,,,,,,,MotherofWilliam_William021100_2
3,Mother,William021100,like this maybe .,William,199.573,200.881,[],[1|0|INCROOT] [2|3|DET] [3|1|POBJ 4|1|PUNCT],[prep|like] [pro:dem|this] [adv|maybe .],,,,,,,,,,MotherofWilliam_William021100_3
4,Mother,William021100,try to hold it higher if you can .,William,200.881,203.23,[],[1|0|ROOT] [2|3|INF] [3|1|XCOMP] [4|3|OBJ] [5|3|JCT] [6|8|LINK] [7|8|SUBJ] [8|5|INCROOT 9|8|PUNCT],[v|try] [inf|to] [v|hold] [pro:per|it] [adj|high-CP] [conj|if] [pro:per|you] [mod|can .],,,,,,,,,,MotherofWilliam_William021100_4
5,William,William021100,"I did it go more , yay .",William,203.23,210.155,[],[1|4|SUBJ] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT 6|4|LP] [7|4|COM 8|4|PUNCT],[pro:sub|I] [mod|do&PAST] [pro:per|it] [v|go] [adv|more cm|cm] [co|yay .],,,,,,,,,,WilliamofWilliam_William021100_5
6,Mother,William021100,xxx .,William,210.155,212.696,[],[],[],,,,,,,,,,MotherofWilliam_William021100_6
7,William,William021100,xxx .,William,0.0,0.0,[],[],[],,,,,,,,,,WilliamofWilliam_William021100_7
8,Mother,William021100,oh .,William,212.695,213.894,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,MotherofWilliam_William021100_8
9,William,William021100,it did it go { more (?) } yyy .,William,213.895,219.573,[],[1|2|SUBJ] [2|0|ROOT] [3|4|SUBJ] [4|2|COMP] [5|4|JCT] [6|2|PUNCT],[pro:per|it] [v|do&PAST] [pro:per|it] [v|go] [adv|more] [.],,,,,,,,,,WilliamofWilliam_William021100_9
10,Mother,William021100,xxx .,William,0.0,0.0,[],[],[],,,,,,,,,,MotherofWilliam_William021100_10
11,Mother,William021100,"let's try to stay on the paper , okay ?",William,0.0,0.0,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|5|INF] [5|3|XCOMP] [6|5|JCT] [7|8|DET] [8|6|POBJ 9|8|LP] [10|5|PRED 11|1|PUNCT],[v|let~pro:obj|us] [v|try] [inf|to] [cop|stay] [prep|on] [det:art|the] [n|paper cm|cm] [adj|okay ?],,,,,,,,,,MotherofWilliam_William021100_11
12,William,William021100,"it did it go more , yay .",William,219.573,226.2,[],[1|2|SUBJ] [2|0|ROOT] [3|4|SUBJ] [4|2|COMP] [5|4|JCT 6|4|LP] [7|4|COM 8|2|PUNCT],[pro:per|it] [v|do&PAST] [pro:per|it] [v|go] [adv|more cm|cm] [co|yay .],,,,,,,,,,WilliamofWilliam_William021100_12
13,Mother,William021100,"honey , honey , you know what ?",William,0.0,0.0,[],[1|6|COM 2|1|LP] [3|1|ENUM 4|3|LP] [5|6|SUBJ] [6|0|ROOT] [7|6|OBJ 8|6|PUNCT],[co|honey cm|cm] [n|honey cm|cm] [pro:per|you] [v|know] [pro:int|what ?],,,,,,,,,,MotherofWilliam_William021100_13
14,Mother,William021100,"these markers , you're gonna ruin them .",William,0.0,0.0,[],[1|2|DET] [2|0|INCROOT 3|2|LP] [4|7|SUBJ 5|7|AUX] [6|7|AUX] [7|2|CMOD] [8|7|OBJ 9|2|PUNCT],[pro:dem|these] [n|mark&dv-AGT-PL cm|cm] [pro:per|you~aux|be&PRES] [mod:aux|gonna] [v|ruin] [pro:obj|them .],,,,,,,,,,MotherofWilliam_William021100_14
15,Mother,William021100,these markers aren't meant to be slammed down like that .,William,226.2,228.638,[],[1|2|DET] [2|5|SUBJ] [3|5|AUX 4|3|NEG] [5|0|ROOT] [6|8|INF] [7|8|AUX] [8|5|XCOMP] [9|8|JCT] [10|8|JCT] [11|10|POBJ 12|5|PUNCT],[pro:dem|these] [n|mark&dv-AGT-PL] [aux|be&PRES~neg|not] [part|mean&PASTP] [inf|to] [aux|be] [part|slam-PASTP] [adv|down] [prep|like] [pro:dem|that .],,,,,,,,,,MotherofWilliam_William021100_15
16,Mother,William021100,those are the other markers .,William,228.638,231.24,[],[1|2|SUBJ] [2|0|ROOT] [3|5|DET] [4|5|QUANT] [5|2|PRED 6|2|PUNCT],[pro:dem|those] [cop|be&PRES] [det:art|the] [qn|other] [n|mark&dv-AGT-PL .],,,,,,,,,,MotherofWilliam_William021100_16
17,Mother,William021100,did you wanna play with those ?,William,0.0,0.0,[],[1|4|SUBJ] [2|1|OBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|4|JCT 7|4|PUNCT],[v|do&PAST] [pro:per|you] [mod:aux|wanna] [v|play] [prep|with] [pro:dem|those ?],,,,,,,,,,MotherofWilliam_William021100_17
18,Mother,William021100,they're different markers .,William,231.24,233.021,[],[1|4|SUBJ 2|4|AUX] [3|4|MOD] [4|0|INCROOT 5|4|PUNCT],[pro:sub|they~aux|be&PRES] [adj|different] [n|mark&dv-AGT-PL .],,,,,,,,,,MotherofWilliam_William021100_18
19,Mother,William021100,did you wanna play with those ?,William,233.021,235.07,[],[1|4|SUBJ] [2|1|OBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|4|JCT 7|4|PUNCT],[v|do&PAST] [pro:per|you] [mod:aux|wanna] [v|play] [prep|with] [pro:dem|those ?],,,,,,,,,,MotherofWilliam_William021100_19
20,William,William021100,yes .,William,235.07,237.423,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,WilliamofWilliam_William021100_20
21,Mother,William021100,okay .,William,237.423,238.38,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofWilliam_William021100_21
22,William,William021100,"okay , how about (t:t:trail off question)",William,238.38,241.626,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM] [4|3|JCT 5|1|PUNCT],[co|okay cm|cm] [adv:int|how] [adv|about (mt:trail off question)],,,,,,,,,,WilliamofWilliam_William021100_22
23,Mother,William021100,"oh , well these (t:t:interruption)",William,0.0,0.0,[],[1|4|COM 2|1|LP] [3|4|MOD] [4|0|ROOT 5|4|PUNCT],[co|oh cm|cm] [n|well] [pro:dem|these (mt:interruption)],,,,,,,,,,MotherofWilliam_William021100_23
24,William,William021100,purple .,William,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[adj|purple .],,,,,,,,,,WilliamofWilliam_William021100_24
25,Mother,William021100,"okay , did you wanna (t:t:interruption question)",William,241.626,243.56,[],[1|3|JCT 2|1|LP] [3|0|ROOT] [4|3|OBJ] [5|3|JCT 6|3|PUNCT],[adj|okay cm|cm] [v|do&PAST] [pro:per|you] [mod:aux|wanna (mt:interruption question)],,,,,,,,,,MotherofWilliam_William021100_25
26,William,William021100,the orange .,William,0.0,0.0,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|the] [n|orange .],,,,,,,,,,WilliamofWilliam_William021100_26
27,Mother,William021100,alright .,William,243.561,244.678,[],[1|0|INCROOT 2|1|PUNCT],[co|alright .],,,,,,,,,,MotherofWilliam_William021100_27
28,William,William021100,"orange , orange , oh .",William,244.678,249.19,[],[1|3|MOD 2|1|LP] [3|0|INCROOT 4|3|LP] [5|3|ENUM 6|3|PUNCT],[adj|orange cm|cm] [n|orange cm|cm] [co|oh .],,,,,,,,,,WilliamofWilliam_William021100_28
29,William,William021100,{ can you help (?) } me orange ?,William,249.19,251.821,[],[1|3|AUX 2|3|SUBJ 3|0|ROOT] [4|3|OBJ] [5|3|OBJ 6|3|PUNCT],[mod|can 0pro|you v|help] [pro:obj|me] [n|orange ?],,,,,,,,,,WilliamofWilliam_William021100_29
30,Mother,William021100,I can .,William,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[pro:sub|I] [mod|can .],,,,,,,,,,MotherofWilliam_William021100_30
31,Mother,William021100,"hold on one second , I'm gonna bring this over too .",William,251.821,254.205,[],[1|9|LINK] [2|1|NJCT] [3|4|QUANT] [4|2|POBJ 5|1|LP] [6|9|SUBJ 7|9|AUX] [8|9|AUX] [9|0|ROOT] [10|9|OBJ] [11|9|JCT] [12|11|PQ 13|9|PUNCT],[n|hold] [prep|on] [det:num|one] [n|second cm|cm] [pro:sub|I~aux|be&1S] [mod:aux|gonna] [v|bring] [pro:dem|this] [adv|over] [post|too .],,,,,,,,,,MotherofWilliam_William021100_31
32,Mother,William021100,"&-um , these are the markers that you can slam down with , not those .",William,254.205,260.47,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|PRED] [6|9|LINK] [7|9|SUBJ] [8|9|AUX] [9|5|CMOD] [10|9|JCT] [11|9|JCT 12|11|LP] [13|14|NEG] [14|11|POBJ 15|3|PUNCT],[cm|cm] [pro:dem|these] [cop|be&PRES] [det:art|the] [n|mark&dv-AGT-PL] [pro:rel|that] [pro:per|you] [mod|can] [v|slam] [adv|down] [prep|with cm|cm] [neg|not] [pro:dem|those .],,,,,,,,,,MotherofWilliam_William021100_32
33,Mother,William021100,"see , these are Do_A_Dot art .",William,0.0,0.0,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|6|MOD] [6|4|PRED 7|4|PUNCT],[co|see cm|cm] [pro:dem|these] [cop|be&PRES] [n:prop|Do_A_Dot] [n|art .],,,,,,,,,,MotherofWilliam_William021100_33
34,Mother,William021100,these are the kind that you (t:t:self interruption),William,260.47,263.28,[],[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|PUNCT] [5|6|LINK] [6|4|INCROOT 7|6|PUNCT],[pro:dem|these] [cop|be&PRES] [det:art|the] [n|kind] [pro:rel|that] [pro:per|you (mt:self interruption)],,,,,,,,,,MotherofWilliam_William021100_34
35,Mother,William021100,do you wanna play with this ?,William,0.0,0.0,[],[1|4|AUX] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|4|JCT 7|4|PUNCT],[mod|do] [pro:per|you] [mod:aux|wanna] [v|play] [prep|with] [pro:dem|this ?],,,,,,,,,,MotherofWilliam_William021100_35
36,William,William021100,yeah .,William,263.28,263.915,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,WilliamofWilliam_William021100_36
37,Mother,William021100,okay .,William,263.915,264.75,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofWilliam_William021100_37
38,William,William021100,red .,William,264.75,270.165,[],[1|0|INCROOT 2|1|PUNCT],[adj|red .],,,,,,,,,,WilliamofWilliam_William021100_38
39,Mother,William021100,that's orange .,William,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:dem|that~cop|be&3S] [adj|orange .],,,,,,,,,,MotherofWilliam_William021100_39
40,William,William021100,orange .,William,270.165,271.248,[],[1|0|INCROOT 2|1|PUNCT],[adj|orange .],,,,,,,,,,WilliamofWilliam_William021100_40
41,Mother,William021100,uhhuh .,William,271.248,272.061,[],[1|0|INCROOT 2|1|PUNCT],[co|uhhuh .],,,,,,,,,,MotherofWilliam_William021100_41
42,William,William021100,can you open it ?,William,272.061,272.933,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[mod|can] [pro:per|you] [v|open] [pro:per|it ?],,,,,,,,,,WilliamofWilliam_William021100_42
43,Mother,William021100,I can .,William,272.932,273.68,[],[1|2|SUBJ] [2|0|ROOT 3|2|PUNCT],[pro:sub|I] [mod|can .],,,,,,,,,,MotherofWilliam_William021100_43
