Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Alex010922,xxx .,Alex,0.0,0.0,[],[],[],,,,,,,,,,MotherofAlex_Alex010922_1
2,Alex,Alex010922,yyy .,Alex,0.0,1.276,[],[],[],,,,,,,,,,AlexofAlex_Alex010922_2
3,Mother,Alex010922,these are your crayons .,Alex,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|4|MOD] [4|2|PRED 5|2|PUNCT],[pro:dem|these] [cop|be&PRES] [det:poss|your] [n|crayon-PL .],,,,,,,,,,MotherofAlex_Alex010922_3
4,Alex,Alex010922,yyy .,Alex,1.276,3.505,[],[],[],,,,,,,,,,AlexofAlex_Alex010922_4
5,Alex,Alex010922,yyy xxx .,Alex,3.505,6.391,[],[],[],,,,,,,,,,AlexofAlex_Alex010922_5
6,Alex,Alex010922,yyy .,Alex,6.393,7.291,[],[],[],,,,,,,,,,AlexofAlex_Alex010922_6
7,Uncle,Alex010922,xxx .,Alex,7.291,12.28,obscured by noise of microphonenot in same room,[],[],,,,,,,,,,UncleofAlex_Alex010922_7
8,Mother,Alex010922,"no , shh (t:t:self interruption)",Alex,12.281,14.681,[],[1|3|COM 2|1|LP] [3|0|INCROOT 4|3|PUNCT],[co|no cm|cm] [co|shh (mt:self interruption)],,,,,,,,,,MotherofAlex_Alex010922_8
9,Mother,Alex010922,don't say that to her .,Alex,0.0,0.0,[],[1|3|AUX 2|1|NEG] [3|0|ROOT] [4|3|COMP] [5|4|JCT] [6|5|POBJ 7|3|PUNCT],[mod|do~neg|not] [v|say] [pro:rel|that] [prep|to] [pro:obj|her .],,,,,,,,,,MotherofAlex_Alex010922_9
10,Mother,Alex010922,and I did like a teenie tiny little package you can squeeze through .,Alex,14.683,19.716,[],[1|9|LINK] [2|9|SUBJ] [3|9|AUX] [4|3|JCT] [5|6|DET] [6|4|POBJ] [7|9|MOD] [8|9|MOD] [9|0|INCROOT] [10|12|MOD] [11|12|MOD] [12|9|CMOD] [13|12|PRED 14|9|PUNCT],[coord|and] [pro:sub|I] [mod|do&PAST] [prep|like] [det:art|a] [n|teen-DIM] [adj|tiny] [adj|little] [n|package] [pro:per|you] [n|can] [n|squeeze] [adj|through .],,,,,,,,,,MotherofAlex_Alex010922_10
11,Mother,Alex010922,if you're fit to the xxx (t:t:self interruption),Alex,19.716,22.21,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|3|XJCT] [5|4|JCT] [6|5|POBJ] [7|3|PUNCT],[conj|if] [pro:per|you~cop|be&PRES] [part|fit&PASTP] [prep|to] [det:art|the] [(mt:self interruption)],,,,,,,,,,MotherofAlex_Alex010922_11
12,Mother,Alex010922,okay xxx .,Alex,0.0,0.0,laughter[],[1|0|INCROOT] [2|1|PUNCT],[co|okay] [.],,,,,,,,,,MotherofAlex_Alex010922_12
13,Mother,Alex010922,okay .,Alex,22.21,26.57,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofAlex_Alex010922_13
