Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Violet010309,hi Violet .,Violet,0.0,28.85,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|hi] [n:prop|Violet .],,,,,,,,,,MotherofViolet_Violet010309_1
2,Mother,Violet010309,hi .,Violet,28.851,33.448,[],[1|0|INCROOT 2|1|PUNCT],[co|hi .],,,,,,,,,,MotherofViolet_Violet010309_2
3,Mother,Violet010309,you wanna do a book .,Violet,33.448,36.091,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|do] [det:art|a] [n|book .],,,,,,,,,,MotherofViolet_Violet010309_3
4,Mother,Violet010309,your turn .,Violet,36.091,45.526,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[det:poss|your] [n|turn .],,,,,,,,,,MotherofViolet_Violet010309_4
5,Mother,Violet010309,<o>kay .,Violet,45.526,46.638,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet010309_5
6,Mother,Violet010309,xxx go get some breakfast with daddy .,Violet,46.638,48.815,[],[] [1|2|SRL] [2|0|ROOT] [3|4|QUANT] [4|2|OBJ] [5|4|NJCT] [6|5|POBJ 7|2|PUNCT],[] [v|go] [v|get] [qn|some] [n|breakfast] [prep|with] [n|daddy .],,,,,,,,,,MotherofViolet_Violet010309_6
7,Violet,Violet010309,yyy .,Violet,48.815,53.905,[],[],[],,,,,,,,,,VioletofViolet_Violet010309_7
8,Violet,Violet010309,yyy .,Violet,53.905,55.521,[],[],[],,,,,,,,,,VioletofViolet_Violet010309_8
9,Violet,Violet010309,yyy yyy .,Violet,55.521,57.63,[],[],[],,,,,,,,,,VioletofViolet_Violet010309_9
10,Brother,Violet010309,get outta (replacement:replacement:out of) here .,Violet,57.63,59.818,[],[1|0|ROOT] [2|1|JCT 3|2|JCT] [4|3|POBJ 5|1|PUNCT],[v|get] [adv|out prep|of] [adv|here .],,,,,,,,,,BrotherofViolet_Violet010309_10
11,Mother,Violet010309,okay .,Violet,59.818,61.951,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet010309_11
12,Mother,Violet010309,wanna do this book ?,Violet,61.951,63.591,[],[1|2|AUX] [2|0|ROOT] [3|4|DET] [4|2|OBJ 5|2|PUNCT],[mod:aux|wanna] [v|do] [pro:dem|this] [n|book ?],,,,,,,,,,MotherofViolet_Violet010309_12
13,Mother,Violet010309,yeah mommy gotta wear that .,Violet,63.591,67.246,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[co|yeah] [n|mommy] [mod:aux|gotta] [v|wear] [pro:dem|that .],,,,,,,,,,MotherofViolet_Violet010309_13
14,Mother,Violet010309,<e>xcuse you .,Violet,67.246,68.991,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|excuse] [pro:per|you .],,,,,,,,,,MotherofViolet_Violet010309_14
15,Brother,Violet010309,"mom , mom .",Violet,68.991,72.865,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|1|PUNCT],[n|mom cm|cm] [n|mom .],,,,,,,,,,BrotherofViolet_Violet010309_15
16,Brother,Violet010309,talk into the microphone .,Violet,72.865,77.293,[],[1|0|INCROOT] [2|1|NJCT] [3|4|DET] [4|2|POBJ 5|1|PUNCT],[n|talk] [prep|into] [det:art|the] [n|microphone .],,,,,,,,,,BrotherofViolet_Violet010309_16
17,Brother,Violet010309,when you wear it .,Violet,77.293,80.913,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[conj|when] [pro:per|you] [v|wear] [pro:per|it .],,,,,,,,,,BrotherofViolet_Violet010309_17
18,Mother,Violet010309,"yeah well , even if I just lay it here they'll be able to hear it .",Violet,80.913,85.31,[],[1|4|COM] [2|4|JCT 3|2|LP] [4|0|ROOT] [5|13|LINK] [6|13|SUBJ] [7|13|MOD] [8|13|MOD] [9|8|OBJ] [10|13|JCT] [11|13|SUBJ 12|13|AUX] [13|4|CJCT] [14|13|PRED] [15|16|INF] [16|14|XCOMP] [17|16|OBJ 18|4|PUNCT],[co|yeah] [adv|well cm|cm] [adj|even] [conj|if] [pro:sub|I] [adj|just] [adj|lay] [pro:per|it] [adv|here] [pro:sub|they~mod|will] [cop|be] [adj|able] [inf|to] [v|hear] [pro:per|it .],,,,,,,,,,MotherofViolet_Violet010309_18
19,Mother,Violet010309,you wanna do this book .,Violet,85.31,87.121,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|do] [pro:dem|this] [n|book .],,,,,,,,,,MotherofViolet_Violet010309_19
20,Father,Violet010309,xxx .,Violet,87.121,88.69,[],[],[],,,,,,,,,,FatherofViolet_Violet010309_20
21,Mother,Violet010309,wrapping paper rap .,Violet,88.69,90.191,[],[1|0|INCROOT] [2|3|MOD] [3|1|OBJ 4|1|PUNCT],[part|wrap-PRESP] [n|paper] [n|rap .],,,,,,,,,,MotherofViolet_Violet010309_21
22,Mother,Violet010309,babies got a present a present in a box .,Violet,90.191,95.183,[],[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|OBJ] [5|6|DET] [6|4|OBJ] [7|6|JCT] [8|9|DET] [9|7|POBJ 10|2|PUNCT],[n|baby-PL] [v|get&PAST] [det:art|a] [adj|present] [det:art|a] [adj|present] [prep|in] [det:art|a] [n|box .],,,,,,,,,,MotherofViolet_Violet010309_22
23,Mother,Violet010309,it's time to do the wrapping paper wrapping paper rap where you goin<g> you wanna different page ?,Violet,95.183,100.503,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED] [4|5|INF] [5|3|XMOD] [6|8|DET] [7|8|MOD] [8|5|OBJ] [9|11|MOD] [10|11|MOD] [11|8|XMOD] [12|14|LINK] [13|14|SUBJ] [14|11|CMOD] [15|18|SUBJ] [16|18|AUX] [17|18|MOD] [18|14|OBJ 19|2|PUNCT],[pro:per|it~cop|be&3S] [n|time] [inf|to] [v|do] [det:art|the] [part|wrap-PRESP] [n|paper] [part|wrap-PRESP] [n|paper] [n|rap] [pro:rel|where] [pro:per|you] [part|go-PRESP] [pro:per|you] [mod:aux|wanna] [adj|different] [n|page ?],,,,,,,,,,MotherofViolet_Violet010309_23
24,Mother,Violet010309,"lift the lid up off the pot no I , which page you goin<g> to ?",Violet,100.503,105.681,[],[1|0|ROOT] [2|3|DET] [3|1|OBJ] [4|1|JCT] [5|1|JCT] [6|7|DET] [7|5|POBJ] [8|9|COM] [9|1|COMP 10|9|LP] [11|12|LINK] [12|9|CJCT] [13|12|OBJ] [14|12|XJCT] [15|14|JCT 16|1|PUNCT],[v|lift] [det:art|the] [n|lid] [adv|up] [prep|off] [det:art|the] [n|pot] [co|no] [pro:sub|I cm|cm] [pro:rel|which] [v|page] [pro:per|you] [part|go-PRESP] [prep|to ?],,,,,,,,,,MotherofViolet_Violet010309_24
25,Mother,Violet010309,the one with the bears I bet .,Violet,105.681,108.23,[],[1|2|DET] [2|0|INCROOT] [3|2|NJCT] [4|5|DET] [5|3|POBJ] [6|7|SUBJ] [7|2|CJCT 8|2|PUNCT],[det:art|the] [pro:indef|one] [prep|with] [det:art|the] [n|bear-PL] [pro:sub|I] [v|bet&ZERO .],,,,,,,,,,MotherofViolet_Violet010309_25
26,Mother,Violet010309,wait this one ?,Violet,108.23,111.566,[],[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT],[v|wait] [pro:dem|this] [pro:indef|one ?],,,,,,,,,,MotherofViolet_Violet010309_26
27,Violet,Violet010309,yyy .,Violet,111.566,114.585,[],[],[],,,,,,,,,,VioletofViolet_Violet010309_27
28,Father,Violet010309,apple pie .,Violet,0.0,0.0,[],[1|2|MOD] [2|0|ROOT 3|2|PUNCT],[n|apple] [n|pie .],,,,,,,,,,FatherofViolet_Violet010309_28
29,Mother,Violet010309,what's that ?,Violet,114.585,115.896,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what~cop|be&3S] [pro:dem|that ?],,,,,,,,,,MotherofViolet_Violet010309_29
30,Violet,Violet010309,yyy yyy yyy .,Violet,115.896,121.225,[],[],[],,,,,,,,,,VioletofViolet_Violet010309_30
31,Mother,Violet010309,what's beneath the tissue paper what does baby see ?,Violet,0.0,0.0,[],[1|8|LINK 2|8|AUX] [3|2|JCT] [4|6|DET] [5|6|MOD] [6|3|POBJ] [7|8|SUBJ] [8|0|ROOT] [9|10|SUBJ] [10|8|XCOMP 11|8|PUNCT],[pro:int|what~aux|be&3S] [prep|beneath] [det:art|the] [n|tissue] [n|paper] [det:int|what] [v|do&3S] [n|baby] [v|see ?],,,,,,,,,,MotherofViolet_Violet010309_31
