Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,William,William020500,what .,William,0.0,2.848,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what .],,,,,,,,,,WilliamofWilliam_William020500_1
2,Mother,William020500,back up xxx .,William,0.0,0.0,[],[1|2|JCT] [2|0|INCROOT] [3|2|PUNCT],[adv|back] [adv|up] [.],,,,,,,,,,MotherofWilliam_William020500_2
3,Sister1,William020500,where's the ball ?,William,0.0,0.0,[],[1|2|LINK 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[adv:int|where~cop|be&3S] [det:art|the] [n|ball ?],,,,,,,,,,Sister1ofWilliam_William020500_3
4,Sister1,William020500,I can't find it .,William,0.0,0.0,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[pro:sub|I] [mod|can~neg|not] [v|find] [pro:per|it .],,,,,,,,,,Sister1ofWilliam_William020500_4
5,William,William020500,what .,William,4.238,5.478,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what .],,,,,,,,,,WilliamofWilliam_William020500_5
6,Sister1,William020500,"oh , here it is .",William,5.478,7.01,[],[1|5|COM 2|1|LP] [3|5|JCT] [4|5|SUBJ] [5|0|ROOT 6|5|PUNCT],[co|oh cm|cm] [adv|here] [pro:per|it] [cop|be&3S .],,,,,,,,,,Sister1ofWilliam_William020500_6
7,William,William020500,"oh here it is , here's the racket .",William,7.01,10.111,[],[1|4|COM] [2|4|JCT] [3|4|SUBJ 4|0|ROOT 5|4|LP] [6|7|SUBJ 7|4|ENUM] [8|9|DET] [9|7|PRED 10|4|PUNCT],[co|oh] [adv|here] [pro:per|it cop|be&3S cm|cm] [pro:exist|here~cop|be&3S] [det:art|the] [n|racket .],,,,,,,,,,WilliamofWilliam_William020500_7
8,Sister1,William020500,here it is !,William,0.0,0.0,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|here] [pro:per|it] [cop|be&3S !],,,,,,,,,,Sister1ofWilliam_William020500_8
9,Sister1,William020500,ready ?,William,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[adj|ready ?],,,,,,,,,,Sister1ofWilliam_William020500_9
10,William,William020500,<o>kay .,William,10.111,10.771,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,WilliamofWilliam_William020500_10
11,William,William020500,where'd (replacement:replacement:where did) it go ?,William,13.478,14.776,[],[1|4|LINK 2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[adv:int|where mod|do&PAST] [pro:per|it] [v|go ?],,,,,,,,,,WilliamofWilliam_William020500_11
12,William,William020500,yyy yyy .,William,14.776,17.683,[],[],[],,,,,,,,,,WilliamofWilliam_William020500_12
13,William,William020500,yyy .,William,17.683,19.295,[],[],[],,,,,,,,,,WilliamofWilliam_William020500_13
14,Sister1,William020500,"okay William , be careful .",William,0.0,0.0,[],[1|5|COM] [2|5|SUBJ 3|2|LP] [4|5|AUX] [5|0|INCROOT 6|5|PUNCT],[co|okay] [n:prop|William cm|cm] [aux|be] [co|careful .],,,,,,,,,,Sister1ofWilliam_William020500_14
15,Sister1,William020500,"here it is , here it is William .",William,19.295,22.83,[],[1|3|JCT] [2|3|SUBJ] [3|7|SUBJ 4|3|LP] [5|7|JCT] [6|7|SUBJ] [7|0|ROOT] [8|7|PRED 9|7|PUNCT],[adv|here] [pro:per|it] [cop|be&3S cm|cm] [adv|here] [pro:per|it] [cop|be&3S] [n:prop|William .],,,,,,,,,,Sister1ofWilliam_William020500_15
16,William,William020500,yyy .,William,22.83,24.628,[],[],[],,,,,,,,,,WilliamofWilliam_William020500_16
17,Sister1,William020500,it's right here .,William,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|4|JCT] [4|2|PRED 5|2|PUNCT],[pro:per|it~cop|be&3S] [adv|right] [adv|here .],,,,,,,,,,Sister1ofWilliam_William020500_17
18,William,William020500,<o>kay .,William,25.568,26.45,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,WilliamofWilliam_William020500_18
19,Sister1,William020500,okay .,William,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,Sister1ofWilliam_William020500_19
20,Sister1,William020500,okay ?,William,26.45,27.423,[],[1|0|INCROOT 2|1|PUNCT],[co|okay ?],,,,,,,,,,Sister1ofWilliam_William020500_20
21,Sister1,William020500,ready ?,William,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[adj|ready ?],,,,,,,,,,Sister1ofWilliam_William020500_21
22,William,William020500,<o>kay ready .,William,27.423,28.703,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|okay] [v|ready .],,,,,,,,,,WilliamofWilliam_William020500_22
23,William,William020500,I did it !,William,31.465,38.42,[],[1|3|SUBJ] [2|3|AUX] [3|0|INCROOT 4|3|PUNCT],[pro:sub|I] [mod|do&PAST] [pro:per|it !],,,,,,,,,,WilliamofWilliam_William020500_23
24,Sister1,William020500,you do it !,William,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|PUNCT],[pro:per|you] [v|do] [pro:per|it !],,,,,,,,,,Sister1ofWilliam_William020500_24
25,Sister1,William020500,high five !,William,0.0,0.0,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|high] [det:num|five !],,,,,,,,,,Sister1ofWilliam_William020500_25
26,Father,William020500,xxx ?,William,0.0,0.0,[],[],[],,,,,,,,,,FatherofWilliam_William020500_26
27,Sister1,William020500,good boy .,William,0.0,0.0,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[adj|good] [n|boy .],,,,,,,,,,Sister1ofWilliam_William020500_27
28,Sister1,William020500,"you did it , by yourself .",William,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ 4|2|LP] [5|2|JCT] [6|5|POBJ 7|2|PUNCT],[pro:per|you] [v|do&PAST] [pro:per|it cm|cm] [prep|by] [pro:refl|yourself .],,,,,,,,,,Sister1ofWilliam_William020500_28
29,Sister1,William020500,now be careful with the racket William .,William,39.381,41.655,[],[1|2|JCT] [2|0|ROOT] [3|2|PRED] [4|2|JCT] [5|6|DET] [6|4|POBJ] [7|6|APP 8|2|PUNCT],[adv|now] [cop|be] [adj|care&dn-FULL] [prep|with] [det:art|the] [n|racket] [n:prop|William .],,,,,,,,,,Sister1ofWilliam_William020500_29
30,Sister1,William020500,"look at , it (t:t:self interruption)",William,0.0,0.0,[],[1|0|ROOT] [2|1|JCT 3|2|LP] [4|2|POBJ 5|1|PUNCT],[v|look] [prep|at cm|cm] [pro:per|it (mt:self interruption)],,,,,,,,,,Sister1ofWilliam_William020500_30
31,Sister1,William020500,"no , see look .",William,42.193,45.098,[],[1|4|COM 2|1|LP] [3|4|COM] [4|0|ROOT 5|4|PUNCT],[co|no cm|cm] [co|see] [co|look .],,,,,,,,,,Sister1ofWilliam_William020500_31
32,Sister1,William020500,this is all from you .,William,45.723,47.665,[],[1|2|SUBJ] [2|0|ROOT] [3|4|QUANT] [4|2|JCT] [5|4|POBJ 6|2|PUNCT],[pro:dem|this] [cop|be&3S] [qn|all] [prep|from] [pro:per|you .],,,,,,,,,,Sister1ofWilliam_William020500_32
33,Sister1,William020500,"they're all , scraped up .",William,48.365,50.548,[],[1|5|SUBJ 2|5|AUX] [3|2|PQ 4|2|LP] [5|0|ROOT] [6|5|JCT 7|5|PUNCT],[pro:sub|they~aux|be&PRES] [post|all cm|cm] [v|scrape-PAST] [adv|up .],,,,,,,,,,Sister1ofWilliam_William020500_33
