Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Naima020012,you're putting the bear down there ?,Naima,0.0,0.0,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|3|JCT] [7|3|JCT 8|3|PUNCT],[pro:per|you~aux|be&PRES] [part|put-PRESP] [det:art|the] [n|bear] [adv|down] [adv|there ?],,,,,,,,,,MotherofNaima_Naima020012_1
2,Naima,Naima020012,xxx .,Naima,0.0,5.896,laughter,[],[],,,,,,,,,,NaimaofNaima_Naima020012_2
3,Naima,Naima020012,xxx .,Naima,5.896,8.475,laughter,[],[],,,,,,,,,,NaimaofNaima_Naima020012_3
4,Mother,Naima020012,oops .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|oops .],,,,,,,,,,MotherofNaima_Naima020012_4
5,Naima,Naima020012,xxx .,Naima,8.475,10.863,CHI's utterance is muffled by a pillow,[],[],,,,,,,,,,NaimaofNaima_Naima020012_5
6,Naima,Naima020012,xxx bear .,Naima,10.863,13.763,"again , the beginning of this utterance is muffled by the pillow",[] [1|0|INCROOT 2|1|PUNCT],[] [n|bear .],,,,,,,,,,NaimaofNaima_Naima020012_6
7,Naima,Naima020012,xxx .,Naima,13.763,24.081,"this utterance is muffled by the pillow , as well as some breaking up of the audio track",[],[],,,,,,,,,,NaimaofNaima_Naima020012_7
8,Mother,Naima020012,do you wanna go in the living room and play with legos for a little while ?,Naima,24.081,27.478,[],[1|4|AUX] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|8|DET] [7|8|MOD] [8|5|POBJ] [9|4|CONJ] [10|9|COORD] [11|10|JCT] [12|11|POBJ] [13|10|JCT] [14|16|DET] [15|16|MOD] [16|13|POBJ 17|4|PUNCT],[mod|do] [pro:per|you] [mod:aux|wanna] [v|go] [prep|in] [det:art|the] [part|live-PRESP] [n|room] [coord|and] [n|play] [prep|with] [n|lego-PL] [prep|for] [det:art|a] [adj|little] [n|while ?],,,,,,,,,,MotherofNaima_Naima020012_8
9,Naima,Naima020012,xxx pajamas .,Naima,27.478,31.503,[],[] [1|0|INCROOT 2|1|PUNCT],[] [n|pajamas .],,,,,,,,,,NaimaofNaima_Naima020012_9
10,Mother,Naima020012,"yeah , you have pajamas on .",Naima,31.503,33.483,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|4|OBJ] [6|4|JCT 7|4|PUNCT],[co|yeah cm|cm] [pro:per|you] [v|have] [n|pajamas] [adv|on .],,,,,,,,,,MotherofNaima_Naima020012_10
11,Mother,Naima020012,let's go in the living room for a few minutes to play .,Naima,33.483,36.713,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|3|JCT] [5|7|DET] [6|7|MOD] [7|4|POBJ] [8|3|JCT] [9|11|DET] [10|11|QUANT] [11|8|POBJ] [12|11|NJCT] [13|12|POBJ 14|1|PUNCT],[v|let~pro:obj|us] [v|go] [prep|in] [det:art|the] [part|live-PRESP] [n|room] [prep|for] [det:art|a] [qn|few] [n|minute-PL] [prep|to] [n|play .],,,,,,,,,,MotherofNaima_Naima020012_11
12,Naima,Naima020012,yyy yyy yyy going to bed to nurse .,Naima,36.713,43.0,[],[] [] [] [1|0|INCROOT] [2|1|JCT] [3|2|POBJ] [4|5|INF] [5|1|XCOMP 6|1|PUNCT],[] [] [] [part|go-PRESP] [prep|to] [n|bed] [inf|to] [v|nurse .],,,,,,,,,,NaimaofNaima_Naima020012_12
13,Mother,Naima020012,xxx .,Naima,0.0,0.0,laughter,[],[],,,,,,,,,,MotherofNaima_Naima020012_13
14,Naima,Naima020012,yyy doesn't hafta nurse you at night yyy .,Naima,43.0,47.486,[],[] [1|4|AUX 2|1|NEG] [3|4|AUX] [4|0|ROOT] [5|4|OBJ] [6|4|JCT] [7|6|POBJ] [8|4|PUNCT],[] [mod|do&3S~neg|not] [mod:aux|hafta] [v|nurse] [pro:per|you] [prep|at] [n|night] [.],,,,,,,,,,NaimaofNaima_Naima020012_14
15,Mother,Naima020012,oh .,Naima,47.486,63.04,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,MotherofNaima_Naima020012_15
16,Mother,Naima020012,xxx .,Naima,0.0,0.0,"laughter , problems with the audio recording made it impossible to transcribe the utterances here",[],[],,,,,,,,,,MotherofNaima_Naima020012_16
