Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Mother,Violet020027,xxx .,Violet,0.0,12.763,[],[],[],,,,,,,,,,MotherofViolet_Violet020027_1
2,Violet,Violet020027,I am gonna be number three mama .,Violet,19.0,23.545,[],[1|2|SUBJ] [2|0|ROOT] [3|4|AUX] [4|2|COMP] [5|7|MOD] [6|7|QUANT] [7|4|PRED 8|2|PUNCT],[pro:sub|I] [0aux|am] [mod:aux|gonna] [cop|be] [n|number] [det:num|three] [n|mama .],,,,,,,,,,VioletofViolet_Violet020027_2
3,Mother,Violet020027,hm: .,Violet,23.546,24.413,[],[1|0|INCROOT 2|1|PUNCT],[co|hm .],,,,,,,,,,MotherofViolet_Violet020027_3
4,Violet,Violet020027,number three .,Violet,24.413,26.223,[],[1|2|MOD] [2|0|ROOT 3|2|PUNCT],[n|number] [det:num|three .],,,,,,,,,,VioletofViolet_Violet020027_4
5,Mother,Violet020027,I'll be number two .,Violet,26.2,27.306,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|MOD] [5|3|PRED 6|3|PUNCT],[pro:sub|I~mod|will] [cop|be] [n|number] [det:num|two .],,,,,,,,,,MotherofViolet_Violet020027_5
6,Mother,Violet020027,and you'll be number what ?,Violet,27.308,28.62,[],[1|5|LINK] [2|5|SUBJ 3|5|AUX] [4|5|AUX] [5|0|ROOT] [6|5|OBJ 7|5|PUNCT],[coord|and] [pro:per|you~mod|will] [cop|be] [v|number] [pro:int|what ?],,,,,,,,,,MotherofViolet_Violet020027_6
7,Violet,Violet020027,what two ?,Violet,28.62,32.345,[],[1|2|LINK] [2|0|INCROOT 3|2|PUNCT],[pro:int|what] [det:num|two ?],,,,,,,,,,VioletofViolet_Violet020027_7
8,Mother,Violet020027,xxx .,Violet,0.0,0.0,[],[],[],,,,,,,,,,MotherofViolet_Violet020027_8
9,Mother,Violet020027,xxx .,Violet,0.0,0.0,three kisses,[],[],,,,,,,,,,MotherofViolet_Violet020027_9
10,Violet,Violet020027,you ?,Violet,32.348,36.596,[],[1|0|INCROOT 2|1|PUNCT],[pro:per|you ?],,,,,,,,,,VioletofViolet_Violet020027_10
11,Mother,Violet020027,say hello !,Violet,36.596,38.771,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|say] [n|hello !],,,,,,,,,,MotherofViolet_Violet020027_11
12,Violet,Violet020027,hello !,Violet,38.771,40.153,[],[1|0|INCROOT 2|1|PUNCT],[co|hello !],,,,,,,,,,VioletofViolet_Violet020027_12
13,Mother,Violet020027,xxx .,Violet,0.0,0.0,laughter,[],[],,,,,,,,,,MotherofViolet_Violet020027_13
14,Mother,Violet020027,here lets go see if we can do some coloring .,Violet,40.153,43.713,[],[1|4|SUBJ] [2|4|AUX] [3|4|SRL] [4|0|ROOT] [5|8|LINK] [6|8|SUBJ] [7|8|AUX] [8|4|CJCT] [9|10|QUANT] [10|8|OBJ 11|4|PUNCT],[adv|here] [v|let-3S] [v|go] [v|see] [conj|if] [pro:sub|we] [mod|can] [v|do] [qn|some] [n:gerund|color-PRESP .],,,,,,,,,,MotherofViolet_Violet020027_14
15,Mother,Violet020027,whoops we'll make sure it's pointing in there .,Violet,43.713,47.215,[],[1|4|COM] [2|4|SUBJ 3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|8|SUBJ 7|8|AUX] [8|4|COMP] [9|8|JCT] [10|9|POBJ 11|4|PUNCT],[co|whoops] [pro:sub|we~mod|will] [v|make] [adv|sure] [pro:per|it~aux|be&3S] [part|point-PRESP] [prep|in] [adv|there .],,,,,,,,,,MotherofViolet_Violet020027_15
16,Mother,Violet020027,okay .,Violet,47.215,49.655,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet020027_16
17,Mother,Violet020027,you wanna do the coloring books ?,Violet,49.655,52.1,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|OBJ 7|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|do] [det:art|the] [part|color-PRESP] [n|book-PL ?],,,,,,,,,,MotherofViolet_Violet020027_17
18,Violet,Violet020027,xxx .,Violet,52.1,58.488,making contented sighing noises to self as walks from one room to another[],[],[],,,,,,,,,,VioletofViolet_Violet020027_18
19,Violet,Violet020027,ugh I I { didn't (?) } { looked (= look) (?) } at { grand (?) } { owl (?) } .,Violet,58.488,66.3,[],[1|6|COM] [2|6|SUBJ] [3|6|SUBJ] [4|6|AUX 5|4|NEG] [6|0|ROOT] [7|6|JCT] [8|9|MOD] [9|7|POBJ 10|6|PUNCT],[co|ugh] [pro:sub|I] [pro:sub|I] [mod|do&PAST~neg|not] [v|look-PAST] [prep|at] [adj|grand] [n|owl .],,,,,,,,,,VioletofViolet_Violet020027_19
20,Mother,Violet020027,oh I know you didn't .,Violet,66.3,67.98,[],[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|7|SUBJ] [5|7|AUX 6|5|NEG 7|3|PUNCT],[co|oh] [pro:sub|I] [v|know] [pro:per|you] [mod|do&PAST~neg|not .],,,,,,,,,,MotherofViolet_Violet020027_20
21,Mother,Violet020027,how could he did that ?,Violet,67.98,71.28,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[adv:int|how] [mod|could] [pro:sub|he] [v|do&PAST] [pro:dem|that ?],,,,,,,,,,MotherofViolet_Violet020027_21
22,Violet,Violet020027,because yyy we're gonna color .,Violet,71.28,79.556,[],[1|3|LINK] [] [2|3|SUBJ 3|0|ROOT] [4|5|AUX] [5|3|PRED 6|3|PUNCT],[conj|because] [] [pro:sub|we~cop|be&PRES] [mod:aux|gonna] [v|color .],,,,,,,,,,VioletofViolet_Violet020027_22
23,Mother,Violet020027,okay .,Violet,79.556,80.961,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofViolet_Violet020027_23
24,Violet,Violet020027,back .,Violet,80.961,82.55,[],[1|0|INCROOT 2|1|PUNCT],[adv|back .],,,,,,,,,,VioletofViolet_Violet020027_24
25,Mother,Violet020027,I'll color in xxx .,Violet,82.55,84.5,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|3|PUNCT],[pro:sub|I~mod|will] [v|color] [adv|in] [.],,,,,,,,,,MotherofViolet_Violet020027_25
26,Violet,Violet020027,xxx .,Violet,0.0,0.0,[],[],[],,,,,,,,,,VioletofViolet_Violet020027_26
27,Mother,Violet020027,do you want to color one together ?,Violet,84.501,89.356,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|6|MOD] [6|4|POBJ] [7|3|JCT 8|3|PUNCT],[mod|do] [pro:per|you] [v|want] [prep|to] [n|color] [pro:indef|one] [adv|together ?],,,,,,,,,,MotherofViolet_Violet020027_27
