Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1,Alex,Alex030214,xxx .,Alex,0.0,0.513,[],[],[],,,,,,,,,,AlexofAlex_Alex030214_1
2,Toy,Alex030214,xxx megablocks .,Alex,0.513,5.613,TOY is constantly chirping megablocks throughout conversation[],[] [1|0|INCROOT 2|1|PUNCT],[] [mega#n|block-PL .],,,,,,,,,,ToyofAlex_Alex030214_2
3,Mother,Alex030214,alright I'll get the clean toys .,Alex,0.0,0.0,[],[1|4|COM] [2|4|SUBJ 3|4|AUX] [4|0|ROOT] [5|7|DET] [6|7|MOD] [7|4|OBJ 8|4|PUNCT],[co|alright] [pro:sub|I~mod|will] [v|get] [det:art|the] [adj|clean] [n|toy-PL .],,,,,,,,,,MotherofAlex_Alex030214_3
4,Alex,Alex030214,look .,Alex,5.613,6.951,[],[1|0|INCROOT 2|1|PUNCT],[co|look .],,,,,,,,,,AlexofAlex_Alex030214_4
5,Mother,Alex030214,look it's even Joey is in this pile .,Alex,6.951,18.431,[],[1|6|SUBJ] [2|1|OBJ 3|6|AUX] [4|6|JCT] [5|6|SUBJ] [6|0|ROOT] [7|6|JCT] [8|9|DET] [9|7|POBJ 10|6|PUNCT],[v|look] [pro:per|it~cop|be&3S] [adj|even] [n:prop|Joey] [cop|be&3S] [prep|in] [pro:dem|this] [n|pile .],,,,,,,,,,MotherofAlex_Alex030214_5
6,Mother,Alex030214,wouldja (replacement:replacement:would you) like your barn ?,Alex,18.433,22.61,[],[1|3|AUX 2|3|SUBJ] [3|0|ROOT] [4|5|MOD] [5|3|OBJ 6|3|PUNCT],[mod|will&COND pro:per|you] [v|like] [det:poss|your] [n|barn ?],,,,,,,,,,MotherofAlex_Alex030214_6
7,Alex,Alex030214,yes .,Alex,22.61,24.481,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,AlexofAlex_Alex030214_7
8,Mother,Alex030214,okay .,Alex,24.481,25.071,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofAlex_Alex030214_8
9,Toy,Alex030214,xxx megablocks .,Alex,25.071,34.95,[],[] [1|0|INCROOT 2|1|PUNCT],[] [mega#n|block-PL .],,,,,,,,,,ToyofAlex_Alex030214_9
10,Mother,Alex030214,where's the pieces to your barn ?,Alex,34.953,36.471,[],[1|2|LINK 2|0|ROOT] [3|4|DET] [4|2|PRED] [5|4|NJCT] [6|7|MOD] [7|5|POBJ 8|2|PUNCT],[adv:int|where~cop|be&3S] [det:art|the] [n|piece-PL] [prep|to] [det:poss|your] [n|barn ?],,,,,,,,,,MotherofAlex_Alex030214_10
11,Alex,Alex030214,my piece (t:t:self interruption),Alex,36.471,41.341,[],[1|2|MOD] [2|0|INCROOT 3|2|PUNCT],[det:poss|my] [n|piece (mt:self interruption)],,,,,,,,,,AlexofAlex_Alex030214_11
12,Alex,Alex030214,Mommy want to play ?,Alex,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|4|INF] [4|2|OBJ 5|2|PUNCT],[n:prop|Mommy] [v|want] [0inf|to] [n|play ?],,,,,,,,,,AlexofAlex_Alex030214_12
13,Mother,Alex030214,right here here's one here's the scarecrow .,Alex,0.0,0.0,[],[1|2|JCT] [2|4|JCT] [3|4|SUBJ 4|0|ROOT] [5|7|JCT] [6|7|SUBJ 7|4|PRED] [8|9|DET] [9|7|PRED 10|4|PUNCT],[adv|right] [adv|here] [pro:exist|here~cop|be&3S] [pro:indef|one] [pro:exist|here~cop|be&3S] [det:art|the] [n|+n|scare+n|crow .],,,,,,,,,,MotherofAlex_Alex030214_13
14,Toy,Alex030214,xxx megablocks .,Alex,41.343,49.335,[],[] [1|0|INCROOT 2|1|PUNCT],[] [mega#n|block-PL .],,,,,,,,,,ToyofAlex_Alex030214_14
15,Alex,Alex030214,look he's up there xxx with a girl .,Alex,49.336,52.865,[],[1|4|COM] [2|4|SUBJ 3|4|AUX] [4|0|ROOT] [5|4|JCT] [] [6|4|JCT] [7|8|DET] [8|6|POBJ 9|4|PUNCT],[co|look] [pro:sub|he~aux|be&3S] [adv|up] [adv|there] [] [prep|with] [det:art|a] [n|girl .],,,,,,,,,,AlexofAlex_Alex030214_15
16,Mother,Alex030214,what ?,Alex,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what ?],,,,,,,,,,MotherofAlex_Alex030214_16
17,Grandmother,Alex030214,you should look at some of these .,Alex,54.01,55.576,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|4|POBJ] [6|5|NJCT] [7|6|POBJ 8|3|PUNCT],[pro:per|you] [mod|should] [v|look] [prep|at] [qn|some] [prep|of] [pro:dem|these .],,,,,,,,,,GrandmotherofAlex_Alex030214_17
18,Grandmother,Alex030214,these are all your Alex (t:t:trail off),Alex,55.576,58.69,[],[1|2|SUBJ] [2|0|ROOT] [3|4|QUANT] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:dem|these] [cop|be&PRES] [qn|all] [det:poss|your] [n:prop|Alex (mt:trail off)],,,,,,,,,,GrandmotherofAlex_Alex030214_18
19,Mother,Alex030214,oh I don't wanna see those .,Alex,0.0,0.0,[],[1|6|COM] [2|6|SUBJ] [3|6|AUX 4|3|NEG] [5|6|AUX] [6|0|ROOT] [7|6|OBJ 8|6|PUNCT],[co|oh] [pro:sub|I] [mod|do~neg|not] [mod:aux|wanna] [v|see] [pro:dem|those .],,,,,,,,,,MotherofAlex_Alex030214_19
20,Grandmother,Alex030214,oh let xxx see them .,Alex,0.0,0.0,[],[1|3|COM] [2|3|SUBJ] [] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[co|oh] [part|let&PASTP] [] [v|see] [pro:obj|them .],,,,,,,,,,GrandmotherofAlex_Alex030214_20
21,Mother,Alex030214,let's go on the farm .,Alex,58.69,60.718,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP 4|3|JCT] [5|6|DET] [6|4|POBJ 7|1|PUNCT],[v|let~pro:obj|us] [v|go prep|on] [det:art|the] [n|farm .],,,,,,,,,,MotherofAlex_Alex030214_21
22,Alex,Alex030214,"Mom , let's go on the farm .",Alex,60.718,63.32,[],[1|0|INCROOT 2|1|LP] [3|1|ENUM 4|3|OBJ] [5|3|XCOMP] [6|5|JCT] [7|8|DET] [8|6|POBJ 9|1|PUNCT],[n:prop|Mom cm|cm] [v|let~pro:obj|us] [v|go] [prep|on] [det:art|the] [n|farm .],,,,,,,,,,AlexofAlex_Alex030214_22
23,Mother,Alex030214,are you kiddin<g> me ?,Alex,0.0,0.0,[],[1|0|ROOT] [2|1|OBJ] [3|2|XJCT] [4|3|OBJ 5|1|PUNCT],[cop|be&PRES] [pro:per|you] [part|kid-PRESP] [pro:obj|me ?],,,,,,,,,,MotherofAlex_Alex030214_23
